stage33b_run,stage32c_ready,matrix_path_exists,best_external_condition,best_external_mean_pooled_oof_spearman,stage27c_reference_mean,stage31_reference_mean,best_minus_stage27c,best_minus_stage31,minimum_success_threshold,all_five_targets_reported,target_degradation_gate_pass,stage33b_run_pass,stage33b_internal_performance_pass,stage33b_graph_specific_pass,controlled_interpretation
True,True,True,external_pretrained_no_graph_identity_jepa_ridge,0.27114710944618814,0.3267024400121495,0.32637035537106407,-0.05555533056596135,-0.05522324592487593,0.3228,True,False,True,False,False,External pretraining did not improve over the current Stage 27C internal no-graph reference.
