condition,bootstrap_lower_95,bootstrap_upper_95,n_bootstrap
mri_only,0.08898590389644717,0.2852899761635637,500
safe_metadata_only,0.07400938555276675,0.2588934309154663,500
safe_metadata_plus_mri,0.15293586061534112,0.35789148754306593,500
