condition,mean_score,median_score,min_score,max_score,n_cells,mean_raw_score,mean_graph_score,mean_residual_score
string_graph_aux,0.33180925382201076,0.3372603017110459,0.3204819277108434,0.3400020249063481,82486,1.3782561613075677e-17,4.565473534331318e-17,2.131989999522644e-17
context_grn_aux,0.3236108129998988,0.33167965981573355,0.2941459957476967,0.33618710134656277,82486,1.3782561613075677e-17,-1.1685028017585723e-16,-1.012156868460245e-17
gene_label_permuted_grn_aux,0.3236108129998988,0.33167965981573355,0.2941459957476967,0.33618710134656277,82486,1.3782561613075677e-17,-1.1685028017585723e-16,-1.012156868460245e-17
target_shuffled_grn_aux,0.3236108129998988,0.33167965981573355,0.2941459957476967,0.33618710134656277,82486,1.3782561613075677e-17,-1.1685028017585723e-16,-1.012156868460245e-17
no_graph_raw,0.3112540245013668,0.3117950794775742,0.2970497114508454,0.33271236205325505,82486,1.3782561613075677e-17,0.0,1.3782561613075677e-17
