representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514387516564345,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462776580065537,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.0057228300737666785,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.01658128817300507,-0.01210893996152678,-0.12774425074560303,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620043174715381,-0.04355573554723094,-0.17148770649616263,1.7882497310638428
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06341931920692896,0.0920522425837805,-0.07235636660795408,1.1256369352340698
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04695558344476759,0.24904323175053153,0.01872279975982205,1.507573127746582
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.05879601569793785,0.18614964057912323,-0.04435492265924079,1.9302513599395752
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06568990615946771,-0.08867064898248456,-0.2459879410544732,3.992788791656494
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.05838054438176722,-0.008626101042826769,-0.2088766040508505,1.7639145851135254
