representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.0075143876297360775,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.003846276263731608,0.329776247848537,0.10248577115072321,1.459598183631897
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722837909488006,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581277519177325,-0.01210893996152678,-0.12774425074560303,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620044561949292,-0.04355573554723094,-0.17148770649616263,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06313889995350849,0.058884276602207145,-0.12469114053992736,1.156442642211914
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04357234328101721,0.310397894097398,0.09321765575724628,1.4496800899505615
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.059497826499914176,0.21044851675610002,-0.11239603494606465,1.9783681631088257
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06512104763597326,-0.043737977118558265,-0.19927070081792686,3.926365852355957
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.057967140143795705,-0.0908980459653741,-0.20149571779568087,1.7594424486160278
