level,score,covariate,n,spearman_rho,spearman_p
cell,trajectory_AT8/pTau_score,Age,4126,-0.1377593337169008,6.191029053148222e-19
cell,trajectory_AT8/pTau_score,PMI,3985,0.020532016961914177,0.19502659751367377
cell,trajectory_AT8/pTau_score,RIN,4126,0.025921261602463382,0.095952631271142
cell,trajectory_AT8/pTau_score,Batch,4126,-0.13984475684760997,1.8062346418196366e-19
donor,trajectory_AT8/pTau_score,Age,18,-0.20750882566027548,0.40867248731632555
donor,trajectory_AT8/pTau_score,PMI,17,0.17925137825044385,0.49121000924636593
donor,trajectory_AT8/pTau_score,RIN,18,-0.04646360970248059,0.8547397313239964
donor,trajectory_AT8/pTau_score,Batch,18,-0.22389780599552186,0.3717834927759003
