dataset,embedding_space,external_donor_id,condition,module_plaque_response,module_complement,module_lipid_metabolism,module_lysosome_phagocytosis,module_interferon_response,module_inflammatory_signaling,module_at8_associated_first_pass,module_homeostatic_microglia,module_disease_associated_microglia,module_senescence_stress,module_oxidative_stress,module_synapse_pruning,module_antigen_presentation,module_vascular_barrier_myeloid,module_chemokine_migration,n_cells_before_filter,n_cells_after_filter,n_external_groups,n_jepa_genes,n_matched_genes,gene_overlap_fraction,control_centroid_shift_applied,control_centroid_shift_l2,missing_gene_imputation,alignment
GSE138852_Grubman_Leng,projector,AD1_AD2,AD,0.80102587,0.5788489,0.78228396,1.0140612,0.33701178,0.27101013,0.46412832,0.60702443,0.76844525,0.7218734,0.45346206,1.2857401,0.62735355,0.80382955,0.51204544,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,AD3_AD4,AD,0.75151,0.48605725,0.6585254,0.80426043,0.36733693,0.2910806,0.50476855,0.6786093,0.6981451,0.1494129,0.3555353,1.1199323,0.91697955,0.6362375,0.48273546,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,AD5_AD6,AD,0.9268118,0.6699042,0.7699688,0.977645,0.38674855,0.3163678,0.5048849,0.64948636,0.86515087,0.30634525,0.4091721,1.4257777,0.73432595,0.9056669,0.5769858,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,Ct1_Ct2,Control,0.7251152,0.32865727,0.86670315,0.8757205,0.3558252,0.35280526,0.43925646,0.84566396,0.67701375,0.4195629,0.3987457,1.2638894,0.87155986,0.59922945,0.6840775,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,Ct3_Ct4,Control,0.64053124,0.3847228,0.86713594,0.85106874,0.30134413,0.3145432,0.3818918,0.7905166,0.6056606,0.33001062,0.35973316,1.1496907,1.1772387,0.6605931,0.5930096,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,Ct5_Ct6,Control,0.67335904,0.47683758,0.7525121,0.8039367,0.33802533,0.31684017,0.4157325,0.9545011,0.6396997,0.20039818,0.33896816,1.270049,0.715465,0.6367048,0.604684,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
