scenario_id,control_type,metric,real_observed_value,control_count,null_mean,null_median,null_standard_deviation,null_p025,null_p975,real_minus_null_mean,real_to_null_mean_ratio,standardized_difference,empirical_upper_tail_p_value,empirical_lower_tail_p_value,empirical_two_sided_p_value,bh_q_value,unique_null_values,percentile_rank_descriptive,real_vs_null_95_interval_position,zero_variance_status,control_input_diversity_status,direct_real_minus_no_graph_difference,direct_real_to_no_graph_ratio,graph_mediated_fraction,validated_regulation,validated_grn_claim,causal_validation_pass,therapeutic_target_claim,biological_benefit_claim,donor_count,mean_paired_difference,median_paired_difference,min_paired_difference,max_paired_difference,positive_donor_differences,negative_donor_differences,zero_donor_differences,fraction_donors_same_sign_as_pooled_difference,donor_level_range,donor_difference_status
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_clipping_fraction,0.74609375,50,0.74609375,0.74609375,0.0,0.74609375,0.74609375,0.0,1.0,,1.0,1.0,1.0,1.0,1,1.0,inside_null_95_interval,zero_variance_null,single_control_input_or_no_graph,,,,False,False,False,False,False,6,0.0,0.0,0.0,0.0,0,0,300,,0.0,available_from_frozen_donor_artifacts
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_cosine_similarity,1.0000000149011612,50,1.0000000149011612,1.0000000149011612,0.0,1.0000000149011612,1.0000000149011612,0.0,1.0,,1.0,1.0,1.0,1.0,1,1.0,inside_null_95_interval,zero_variance_null,single_control_input_or_no_graph,,,,False,False,False,False,False,6,0.0,0.0,0.0,0.0,0,0,300,,0.0,available_from_frozen_donor_artifacts
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_euclidean_displacement,0.0001639025813346,50,0.0001639025813346,0.0001639025813346,0.0,0.0001639025813346,0.0001639025813346,-9.61416276451521e-17,0.9999999999994136,,1.0,0.0196078431372549,0.0392156862745098,0.1176470588235294,1,1.0,inside_null_95_interval,zero_variance_null,single_control_input_or_no_graph,,,,False,False,False,False,False,6,0.0,0.0,0.0,0.0,0,0,300,0.0,0.0,available_from_frozen_donor_artifacts
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_full_changed_feature_l1_delta_norm,0.1059103784150551,50,0.1059103784150555,0.1059103784150555,1.4018682666819418e-17,0.1059103784150555,0.1059103784150555,-3.469446951953614e-16,0.9999999999999968,,1.0,0.0196078431372549,0.0392156862745098,0.0784313725490196,1,0.0196078431372549,below_null_95_interval,zero_variance_null,single_control_input_or_no_graph,,,,False,False,False,False,False,0,,,,,0,0,0,,,not_available_for_this_metric_from_frozen_real_donor_artifacts
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_full_changed_feature_l2_delta_norm,0.0835843086058845,50,0.0835843086058846,0.0835843086058846,1.4018682666819418e-17,0.0835843086058846,0.0835843086058846,-1.1102230246251563e-16,0.9999999999999988,,1.0,0.0196078431372549,0.0392156862745098,0.0941176470588235,1,0.0196078431372549,below_null_95_interval,zero_variance_null,single_control_input_or_no_graph,,,,False,False,False,False,False,0,,,,,0,0,0,,,not_available_for_this_metric_from_frozen_real_donor_artifacts
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_target_only_l1_delta_norm,0.0246603784150551,50,0.0246603784150554,0.0246603784150554,3.504670666704855e-18,0.0246603784150554,0.0246603784150554,-2.8449465006019636e-16,0.9999999999999885,,1.0,0.0196078431372549,0.0392156862745098,0.0784313725490196,1,0.0196078431372549,below_null_95_interval,zero_variance_null,single_control_input_or_no_graph,,,,False,False,False,False,False,0,,,,,0,0,0,,,not_available_for_this_metric_from_frozen_real_donor_artifacts
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_target_only_l2_delta_norm,0.0107186491010456,50,0.0107186491010457,0.0107186491010457,3.504670666704855e-18,0.0107186491010457,0.0107186491010457,-1.0928757898653883e-16,0.9999999999999898,,1.0,0.0196078431372549,0.0392156862745098,0.0784313725490196,1,0.0196078431372549,below_null_95_interval,zero_variance_null,single_control_input_or_no_graph,,,,False,False,False,False,False,0,,,,,0,0,0,,,not_available_for_this_metric_from_frozen_real_donor_artifacts
ELF1_down_0p10,expression_matched_random_targets,mean_clipping_fraction,0.74609375,50,0.7403125,0.7408854166666666,0.0053921639678551,0.73076171875,0.7486979166666666,0.0057812499999999,1.007809202195019,1.0721576781537565,0.196078431372549,0.9215686274509804,0.392156862745098,1.0,17,0.9215686274509803,inside_null_95_interval,nonzero_or_singleton_null,distinct_control_inputs_and_metric_variation,,,,False,False,False,False,False,6,-0.01696428571428573,0.007575757575757458,-0.33333333333333337,0.11904761904761918,160,128,12,0.5333333333333333,0.45238095238095255,available_from_frozen_donor_artifacts
ELF1_down_0p10,expression_matched_random_targets,mean_cosine_similarity,1.0000000149011612,50,1.000000025369227,1.000000026077032,1.0556114606841216e-08,0.9999999998137354,1.000000039115548,-1.0468065747559764e-08,0.9999999895319344,-0.9916589708845724,0.9019607843137256,0.1764705882352941,0.3529411764705882,0.5882352941176471,19,0.17647058823529413,inside_null_95_interval,nonzero_or_singleton_null,distinct_control_inputs_and_metric_variation,,,,False,False,False,False,False,6,-2.4542405984521548e-08,-1.4901161193847656e-08,-2.384185791015625e-07,8.940696716308594e-08,84,184,32,0.6133333333333333,3.2782554626464844e-07,available_from_frozen_donor_artifacts
ELF1_down_0p10,expression_matched_random_targets,mean_euclidean_displacement,0.0001639025813346,50,0.0001600383937837,0.0001600774656651,1.7002154508446964e-06,0.0001574855002054,0.0001632761237535,3.864187550892015e-06,1.024145378240389,2.272763460049854,0.0392156862745098,0.9803921568627452,0.0784313725490196,0.0784313725490196,50,0.9803921568627451,above_null_95_interval,nonzero_or_singleton_null,distinct_control_inputs_and_metric_variation,,,,False,False,False,False,False,6,6.782374456047409e-06,2.756536187850005e-06,-8.991855533400006e-06,3.4720301528068376e-05,225,75,0,0.75,4.371215706146838e-05,available_from_frozen_donor_artifacts
