model,source_latent_dim,source_latent_factor,target_latent_dim,target_latent_factor,mean_jacobian,abs_mean_jacobian,source_annotation,target_annotation
upgrade_fine_08,59,z_59,96,z_96,-2.0053813457489014,2.0053813457489014,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.41)
upgrade_fine_08,29,z_29,87,z_87,1.9893815517425537,1.9893815517425537,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.42)
upgrade_fine_08,29,z_29,46,z_46,-1.9809329509735107,1.9809329509735107,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.37)
upgrade_fine_08,87,z_87,35,z_35,-1.975305438041687,1.975305438041687,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (-0.37)
upgrade_fine_08,59,z_59,117,z_117,1.9680373668670654,1.9680373668670654,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.32)
upgrade_fine_08,59,z_59,70,z_70,-1.9577674865722656,1.9577674865722656,lysosome_phagocytosis (-0.37),vascular_barrier_myeloid (+0.05)
upgrade_fine_08,70,z_70,63,z_63,-1.9572060108184814,1.9572060108184814,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (-0.17)
upgrade_fine_08,60,z_60,59,z_59,1.9551315307617188,1.9551315307617188,lysosome_phagocytosis (-0.40),lysosome_phagocytosis (-0.37)
upgrade_fine_08,124,z_124,35,z_35,1.9280279874801636,1.9280279874801636,lysosome_phagocytosis (+0.41),lysosome_phagocytosis (-0.37)
upgrade_fine_08,87,z_87,92,z_92,-1.9115062952041626,1.9115062952041626,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (+0.41)
upgrade_fine_08,59,z_59,29,z_29,-1.911427617073059,1.911427617073059,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.41)
upgrade_fine_08,112,z_112,99,z_99,1.9110658168792725,1.9110658168792725,lysosome_phagocytosis (-0.39),lysosome_phagocytosis (-0.41)
upgrade_fine_08,60,z_60,111,z_111,1.9066234827041626,1.9066234827041626,lysosome_phagocytosis (-0.40),lysosome_phagocytosis (+0.42)
upgrade_fine_08,70,z_70,8,z_8,-1.8999481201171875,1.8999481201171875,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (+0.13)
upgrade_fine_08,5,z_5,91,z_91,-1.8957070112228394,1.8957070112228394,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (+0.42)
upgrade_fine_08,106,z_106,99,z_99,1.8796660900115967,1.8796660900115967,lysosome_phagocytosis (+0.41),lysosome_phagocytosis (-0.41)
upgrade_fine_08,124,z_124,76,z_76,1.878657341003418,1.878657341003418,lysosome_phagocytosis (+0.41),lysosome_phagocytosis (-0.33)
upgrade_fine_08,70,z_70,87,z_87,1.8646717071533203,1.8646717071533203,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (-0.42)
upgrade_fine_08,59,z_59,53,z_53,1.859149694442749,1.859149694442749,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.35)
upgrade_fine_08,93,z_93,59,z_59,1.8579689264297485,1.8579689264297485,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.37)
upgrade_fine_08,124,z_124,111,z_111,1.8517497777938843,1.8517497777938843,lysosome_phagocytosis (+0.41),lysosome_phagocytosis (+0.42)
upgrade_fine_08,59,z_59,111,z_111,1.8444340229034424,1.8444340229034424,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.42)
upgrade_fine_08,75,z_75,99,z_99,1.8436850309371948,1.8436850309371948,lysosome_phagocytosis (+0.27),lysosome_phagocytosis (-0.41)
upgrade_fine_08,59,z_59,24,z_24,1.8420653343200684,1.8420653343200684,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.37)
upgrade_fine_08,59,z_59,6,z_6,1.8323403596878052,1.8323403596878052,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.42)
upgrade_fine_08,101,z_101,59,z_59,1.8303682804107666,1.8303682804107666,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.37)
upgrade_fine_08,87,z_87,124,z_124,-1.8263087272644043,1.8263087272644043,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (+0.41)
upgrade_fine_08,5,z_5,60,z_60,1.8243274688720703,1.8243274688720703,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (-0.40)
upgrade_fine_08,87,z_87,23,z_23,1.8240433931350708,1.8240433931350708,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (-0.38)
upgrade_fine_08,117,z_117,59,z_59,1.8162373304367065,1.8162373304367065,lysosome_phagocytosis (+0.32),lysosome_phagocytosis (-0.37)
upgrade_fine_08,59,z_59,8,z_8,1.815873384475708,1.815873384475708,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.13)
upgrade_fine_08,59,z_59,85,z_85,1.812671422958374,1.812671422958374,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.41)
upgrade_fine_08,70,z_70,100,z_100,1.8064626455307007,1.8064626455307007,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (-0.41)
upgrade_fine_08,87,z_87,0,z_0,-1.805129051208496,1.805129051208496,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (-0.30)
upgrade_fine_08,5,z_5,111,z_111,1.8008625507354736,1.8008625507354736,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (+0.42)
upgrade_fine_08,118,z_118,59,z_59,1.7895114421844482,1.7895114421844482,lysosome_phagocytosis (-0.39),lysosome_phagocytosis (-0.37)
upgrade_fine_08,36,z_36,99,z_99,1.78889000415802,1.78889000415802,lysosome_phagocytosis (+0.34),lysosome_phagocytosis (-0.41)
upgrade_fine_08,29,z_29,100,z_100,1.7762975692749023,1.7762975692749023,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.41)
upgrade_fine_08,118,z_118,17,z_17,1.7739198207855225,1.7739198207855225,lysosome_phagocytosis (-0.39),lysosome_phagocytosis (-0.18)
upgrade_fine_08,59,z_59,100,z_100,-1.7723522186279297,1.7723522186279297,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.41)
upgrade_fine_08,70,z_70,59,z_59,-1.7697134017944336,1.7697134017944336,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (-0.37)
upgrade_fine_08,118,z_118,35,z_35,1.76456618309021,1.76456618309021,lysosome_phagocytosis (-0.39),lysosome_phagocytosis (-0.37)
upgrade_fine_08,59,z_59,74,z_74,1.7638864517211914,1.7638864517211914,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.40)
upgrade_fine_08,59,z_59,52,z_52,1.7504518032073975,1.7504518032073975,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.39)
upgrade_fine_08,87,z_87,82,z_82,1.7499655485153198,1.7499655485153198,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (+0.36)
upgrade_fine_08,47,z_47,76,z_76,1.7446856498718262,1.7446856498718262,inflammatory_signaling (-0.06),lysosome_phagocytosis (-0.33)
upgrade_fine_08,36,z_36,47,z_47,-1.7441850900650024,1.7441850900650024,lysosome_phagocytosis (+0.34),inflammatory_signaling (-0.06)
upgrade_fine_08,59,z_59,43,z_43,-1.743561863899231,1.743561863899231,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.22)
upgrade_fine_08,36,z_36,92,z_92,-1.7422106266021729,1.7422106266021729,lysosome_phagocytosis (+0.34),lysosome_phagocytosis (+0.41)
upgrade_fine_08,32,z_32,5,z_5,1.7415547370910645,1.7415547370910645,lysosome_phagocytosis (+0.39),lysosome_phagocytosis (+0.42)
upgrade_fine_08,60,z_60,24,z_24,1.7343575954437256,1.7343575954437256,lysosome_phagocytosis (-0.40),lysosome_phagocytosis (+0.37)
upgrade_fine_08,5,z_5,8,z_8,1.7333319187164307,1.7333319187164307,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (+0.13)
upgrade_fine_08,5,z_5,36,z_36,-1.7238891124725342,1.7238891124725342,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (+0.34)
upgrade_fine_08,100,z_100,17,z_17,-1.7216743230819702,1.7216743230819702,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.18)
upgrade_fine_08,59,z_59,93,z_93,1.7208744287490845,1.7208744287490845,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.37)
upgrade_fine_08,50,z_50,46,z_46,-1.717635989189148,1.717635989189148,lysosome_phagocytosis (-0.24),lysosome_phagocytosis (-0.37)
upgrade_fine_08,93,z_93,74,z_74,1.7163989543914795,1.7163989543914795,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.40)
upgrade_fine_08,124,z_124,63,z_63,1.7144407033920288,1.7144407033920288,lysosome_phagocytosis (+0.41),lysosome_phagocytosis (-0.17)
upgrade_fine_08,87,z_87,111,z_111,-1.7140007019042969,1.7140007019042969,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (+0.42)
upgrade_fine_08,59,z_59,47,z_47,1.710665225982666,1.710665225982666,lysosome_phagocytosis (-0.37),inflammatory_signaling (-0.06)
upgrade_fine_08,5,z_5,123,z_123,-1.7104613780975342,1.7104613780975342,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (+0.39)
upgrade_fine_08,59,z_59,23,z_23,-1.709662675857544,1.709662675857544,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.38)
upgrade_fine_08,53,z_53,63,z_63,1.7053594589233398,1.7053594589233398,lysosome_phagocytosis (+0.35),lysosome_phagocytosis (-0.17)
upgrade_fine_08,96,z_96,63,z_63,-1.7053521871566772,1.7053521871566772,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.17)
upgrade_fine_08,118,z_118,27,z_27,-1.7033199071884155,1.7033199071884155,lysosome_phagocytosis (-0.39),lysosome_phagocytosis (+0.32)
upgrade_fine_08,87,z_87,8,z_8,-1.69333815574646,1.69333815574646,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (+0.13)
upgrade_fine_08,124,z_124,0,z_0,1.6929768323898315,1.6929768323898315,lysosome_phagocytosis (+0.41),lysosome_phagocytosis (-0.30)
upgrade_fine_08,93,z_93,87,z_87,-1.6918796300888062,1.6918796300888062,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.42)
upgrade_fine_08,70,z_70,111,z_111,-1.6899689435958862,1.6899689435958862,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (+0.42)
upgrade_fine_08,117,z_117,87,z_87,-1.687955617904663,1.687955617904663,lysosome_phagocytosis (+0.32),lysosome_phagocytosis (-0.42)
upgrade_fine_08,70,z_70,47,z_47,-1.6807191371917725,1.6807191371917725,vascular_barrier_myeloid (+0.05),inflammatory_signaling (-0.06)
upgrade_fine_08,5,z_5,118,z_118,1.679008960723877,1.679008960723877,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (-0.39)
upgrade_fine_08,70,z_70,74,z_74,-1.6781039237976074,1.6781039237976074,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (-0.40)
upgrade_fine_08,60,z_60,124,z_124,1.676042079925537,1.676042079925537,lysosome_phagocytosis (-0.40),lysosome_phagocytosis (+0.41)
upgrade_fine_08,18,z_18,46,z_46,1.674359917640686,1.674359917640686,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (-0.37)
upgrade_fine_08,5,z_5,44,z_44,-1.670794129371643,1.670794129371643,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (-0.33)
upgrade_fine_08,117,z_117,63,z_63,1.6705834865570068,1.6705834865570068,lysosome_phagocytosis (+0.32),lysosome_phagocytosis (-0.17)
upgrade_fine_08,96,z_96,47,z_47,-1.6595523357391357,1.6595523357391357,lysosome_phagocytosis (-0.41),inflammatory_signaling (-0.06)
upgrade_fine_08,100,z_100,35,z_35,-1.6574406623840332,1.6574406623840332,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.37)
upgrade_fine_08,29,z_29,118,z_118,-1.6527328491210938,1.6527328491210938,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.39)
upgrade_fine_08,93,z_93,91,z_91,-1.6523798704147339,1.6523798704147339,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.42)
upgrade_fine_08,96,z_96,35,z_35,-1.6516978740692139,1.6516978740692139,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.37)
upgrade_fine_08,5,z_5,46,z_46,1.6503419876098633,1.6503419876098633,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (-0.37)
upgrade_fine_08,59,z_59,2,z_2,1.6477545499801636,1.6477545499801636,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.41)
upgrade_fine_08,29,z_29,114,z_114,-1.6445404291152954,1.6445404291152954,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (+0.41)
upgrade_fine_08,29,z_29,6,z_6,-1.6411032676696777,1.6411032676696777,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (+0.42)
upgrade_fine_08,5,z_5,59,z_59,1.640896201133728,1.640896201133728,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (-0.37)
upgrade_fine_08,47,z_47,87,z_87,-1.6402697563171387,1.6402697563171387,inflammatory_signaling (-0.06),lysosome_phagocytosis (-0.42)
upgrade_fine_08,29,z_29,14,z_14,-1.6375943422317505,1.6375943422317505,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (+0.35)
upgrade_fine_08,60,z_60,8,z_8,1.630861759185791,1.630861759185791,lysosome_phagocytosis (-0.40),lysosome_phagocytosis (+0.13)
upgrade_fine_08,36,z_36,23,z_23,1.6303980350494385,1.6303980350494385,lysosome_phagocytosis (+0.34),lysosome_phagocytosis (-0.38)
upgrade_fine_08,17,z_17,46,z_46,1.6265617609024048,1.6265617609024048,lysosome_phagocytosis (-0.18),lysosome_phagocytosis (-0.37)
upgrade_fine_08,53,z_53,59,z_59,1.6230387687683105,1.6230387687683105,lysosome_phagocytosis (+0.35),lysosome_phagocytosis (-0.37)
upgrade_fine_08,124,z_124,75,z_75,-1.6220256090164185,1.6220256090164185,lysosome_phagocytosis (+0.41),lysosome_phagocytosis (+0.27)
upgrade_fine_08,60,z_60,85,z_85,1.6218128204345703,1.6218128204345703,lysosome_phagocytosis (-0.40),lysosome_phagocytosis (+0.41)
upgrade_fine_08,60,z_60,118,z_118,1.6194628477096558,1.6194628477096558,lysosome_phagocytosis (-0.40),lysosome_phagocytosis (-0.39)
upgrade_fine_08,47,z_47,63,z_63,1.6153526306152344,1.6153526306152344,inflammatory_signaling (-0.06),lysosome_phagocytosis (-0.17)
upgrade_fine_08,105,z_105,99,z_99,-1.6110931634902954,1.6110931634902954,lysosome_phagocytosis (-0.22),lysosome_phagocytosis (-0.41)
upgrade_fine_08,70,z_70,124,z_124,-1.6080775260925293,1.6080775260925293,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (+0.41)
upgrade_fine_08,36,z_36,17,z_17,-1.6080577373504639,1.6080577373504639,lysosome_phagocytosis (+0.34),lysosome_phagocytosis (-0.18)
upgrade_fine_08,53,z_53,5,z_5,1.6071900129318237,1.6071900129318237,lysosome_phagocytosis (+0.35),lysosome_phagocytosis (+0.42)
upgrade_fine_08,32,z_32,63,z_63,1.6040565967559814,1.6040565967559814,lysosome_phagocytosis (+0.39),lysosome_phagocytosis (-0.17)
upgrade_fine_08,29,z_29,99,z_99,1.603541612625122,1.603541612625122,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.41)
upgrade_fine_08,87,z_87,27,z_27,1.6026018857955933,1.6026018857955933,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (+0.32)
upgrade_fine_08,93,z_93,63,z_63,1.6001602411270142,1.6001602411270142,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.17)
upgrade_fine_08,5,z_5,87,z_87,-1.5977760553359985,1.5977760553359985,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (-0.42)
upgrade_fine_08,87,z_87,115,z_115,1.5960341691970825,1.5960341691970825,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (+0.38)
upgrade_fine_08,57,z_57,99,z_99,1.595450758934021,1.595450758934021,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (-0.41)
upgrade_fine_08,59,z_59,31,z_31,1.5946307182312012,1.5946307182312012,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.27)
upgrade_fine_08,96,z_96,59,z_59,-1.5922914743423462,1.5922914743423462,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.37)
upgrade_fine_08,63,z_63,8,z_8,1.5922857522964478,1.5922857522964478,lysosome_phagocytosis (-0.17),lysosome_phagocytosis (+0.13)
upgrade_fine_08,100,z_100,46,z_46,-1.591850757598877,1.591850757598877,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.37)
upgrade_fine_08,18,z_18,99,z_99,-1.584776759147644,1.584776759147644,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (-0.41)
upgrade_fine_08,83,z_83,99,z_99,-1.5839594602584839,1.5839594602584839,lysosome_phagocytosis (-0.31),lysosome_phagocytosis (-0.41)
upgrade_fine_08,70,z_70,118,z_118,-1.5838487148284912,1.5838487148284912,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (-0.39)
upgrade_fine_08,60,z_60,91,z_91,-1.5837000608444214,1.5837000608444214,lysosome_phagocytosis (-0.40),lysosome_phagocytosis (+0.42)
upgrade_fine_08,59,z_59,4,z_4,1.5808405876159668,1.5808405876159668,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (-0.39)
upgrade_fine_08,118,z_118,74,z_74,1.5807878971099854,1.5807878971099854,lysosome_phagocytosis (-0.39),lysosome_phagocytosis (-0.40)
upgrade_fine_08,87,z_87,100,z_100,1.580419659614563,1.580419659614563,lysosome_phagocytosis (-0.42),lysosome_phagocytosis (-0.41)
upgrade_fine_08,70,z_70,99,z_99,1.5788441896438599,1.5788441896438599,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (-0.41)
upgrade_fine_08,124,z_124,14,z_14,1.578222632408142,1.578222632408142,lysosome_phagocytosis (+0.41),lysosome_phagocytosis (+0.35)
upgrade_fine_08,29,z_29,122,z_122,1.5771006345748901,1.5771006345748901,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (+0.41)
upgrade_fine_08,87,z_87,47,z_47,-1.5764862298965454,1.5764862298965454,lysosome_phagocytosis (-0.42),inflammatory_signaling (-0.06)
upgrade_fine_08,117,z_117,46,z_46,1.5742676258087158,1.5742676258087158,lysosome_phagocytosis (+0.32),lysosome_phagocytosis (-0.37)
upgrade_fine_08,47,z_47,5,z_5,1.570787787437439,1.570787787437439,inflammatory_signaling (-0.06),lysosome_phagocytosis (+0.42)
upgrade_fine_08,29,z_29,44,z_44,1.5702557563781738,1.5702557563781738,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.33)
upgrade_fine_08,43,z_43,99,z_99,1.5671696662902832,1.5671696662902832,lysosome_phagocytosis (+0.22),lysosome_phagocytosis (-0.41)
upgrade_fine_08,36,z_36,46,z_46,-1.566321611404419,1.566321611404419,lysosome_phagocytosis (+0.34),lysosome_phagocytosis (-0.37)
upgrade_fine_08,118,z_118,124,z_124,1.5662611722946167,1.5662611722946167,lysosome_phagocytosis (-0.39),lysosome_phagocytosis (+0.41)
upgrade_fine_08,93,z_93,1,z_1,-1.5635672807693481,1.5635672807693481,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.28)
upgrade_fine_08,63,z_63,99,z_99,-1.5623446702957153,1.5623446702957153,lysosome_phagocytosis (-0.17),lysosome_phagocytosis (-0.41)
upgrade_fine_08,63,z_63,0,z_0,1.562016248703003,1.562016248703003,lysosome_phagocytosis (-0.17),lysosome_phagocytosis (-0.30)
upgrade_fine_08,70,z_70,5,z_5,-1.5615110397338867,1.5615110397338867,vascular_barrier_myeloid (+0.05),lysosome_phagocytosis (+0.42)
upgrade_fine_08,59,z_59,86,z_86,1.5606353282928467,1.5606353282928467,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.41)
upgrade_fine_08,29,z_29,123,z_123,1.5596085786819458,1.5596085786819458,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (+0.39)
upgrade_fine_08,101,z_101,74,z_74,1.5569608211517334,1.5569608211517334,lysosome_phagocytosis (+0.43),lysosome_phagocytosis (-0.40)
upgrade_fine_08,85,z_85,99,z_99,1.5556974411010742,1.5556974411010742,lysosome_phagocytosis (+0.41),lysosome_phagocytosis (-0.41)
upgrade_fine_08,6,z_6,35,z_35,1.5552231073379517,1.5552231073379517,lysosome_phagocytosis (+0.42),lysosome_phagocytosis (-0.37)
upgrade_fine_08,29,z_29,24,z_24,-1.5536396503448486,1.5536396503448486,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (+0.37)
upgrade_fine_08,93,z_93,108,z_108,-1.5526467561721802,1.5526467561721802,lysosome_phagocytosis (-0.37),lysosome_phagocytosis (+0.40)
upgrade_fine_08,29,z_29,120,z_120,-1.5517762899398804,1.5517762899398804,lysosome_phagocytosis (-0.41),lysosome_phagocytosis (-0.19)
upgrade_fine_08,53,z_53,47,z_47,1.5480844974517822,1.5480844974517822,lysosome_phagocytosis (+0.35),inflammatory_signaling (-0.06)
upgrade_fine_08,36,z_36,111,z_111,-1.5470751523971558,1.5470751523971558,lysosome_phagocytosis (+0.34),lysosome_phagocytosis (+0.42)
