dataset,regulator,control,dose,metric,n_downstream_genes,downstream_genes,mean_delta,median_delta,abs_mean_delta,n_donors
MTG,PPARG,target_shuffled_directed,0.5,fraction_global_q95,24,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.0007405689845223228,0.0,0.003627840742204102,89
MTG,PPARG,target_shuffled_directed,0.75,top5_mean,24,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.016194882855249504,-0.019408153382879823,0.034919318815847644,89
MTG,PPARG,target_shuffled_directed,0.75,q95,24,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.02094140358314695,-0.02174894206870004,0.04302809033470112,89
MTG,PPARG,target_shuffled_directed,0.75,fraction_global_q95,24,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.00241602627050709,0.0,0.005875521988323916,89
MTG,PPARG,target_shuffled_directed,1.0,top5_mean,24,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.034779534309762224,-0.03915334045416019,0.05630486737396004,89
MTG,PPARG,target_shuffled_directed,1.0,q95,24,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.03933607737477499,-0.038246385277418415,0.06258134051689443,89
MTG,PPARG,target_shuffled_directed,1.0,fraction_global_q95,24,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.005643501180744573,-0.002808988764044944,0.007904519887036585,89
MTG,RELA,target_shuffled_directed,0.25,top5_mean,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.005173216384818318,0.005449596770061849,0.006710184676826449,89
MTG,RELA,target_shuffled_directed,0.25,q95,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.002950729480264445,0.002455180756653519,0.011003168236376587,89
MTG,RELA,target_shuffled_directed,0.25,fraction_global_q95,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.0002462766776719442,0.0,0.0018302243461992872,89
MTG,RELA,target_shuffled_directed,0.5,top5_mean,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.009755104229017476,0.01178581947009505,0.01331009008119439,89
MTG,RELA,target_shuffled_directed,0.5,q95,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.004221768993604565,0.004200015157537873,0.018527921678501192,89
MTG,RELA,target_shuffled_directed,0.5,fraction_global_q95,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.0006826686268670716,0.0,0.003047299359174954,89
MTG,RELA,target_shuffled_directed,0.75,top5_mean,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.013586631639218416,0.01614913729920986,0.01997163526338456,89
MTG,RELA,target_shuffled_directed,0.75,q95,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.004716066533856423,0.004345146526438692,0.026095946874527726,89
MTG,RELA,target_shuffled_directed,0.75,fraction_global_q95,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.0010785143791563903,0.0,0.0037474522785280943,89
MTG,RELA,target_shuffled_directed,1.0,top5_mean,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.01590573107185987,0.017705907332183024,0.026720342167716092,89
MTG,RELA,target_shuffled_directed,1.0,q95,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.004794998592689407,0.003511298994024914,0.0317728086382057,89
MTG,RELA,target_shuffled_directed,1.0,fraction_global_q95,14,APOC1;B2M;BSG;C1QA;C1QB;C1QC;CTSB;CTSS;MSR1;NFKBIA;PLD3;PSAP;SLC38A9;TREM2,0.000737928117007478,0.0,0.004687265144698783,89
MTG,RUNX1,target_shuffled_directed,0.25,top5_mean,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0025627603666309048,-0.0027683427615290412,0.007528891644076062,89
MTG,RUNX1,target_shuffled_directed,0.25,q95,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0010706846340131828,-0.00036539791217560236,0.011965679114515747,89
MTG,RUNX1,target_shuffled_directed,0.25,fraction_global_q95,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.00017411791933890866,0.0,0.0019874083136656212,89
MTG,RUNX1,target_shuffled_directed,0.5,top5_mean,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.007701844998638332,-0.008261031508354333,0.017660508653956648,89
MTG,RUNX1,target_shuffled_directed,0.5,q95,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.006270538411240313,-0.0031612837579024777,0.022836464130526698,89
MTG,RUNX1,target_shuffled_directed,0.5,fraction_global_q95,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0010289105411146948,0.0,0.003575629151816286,89
MTG,RUNX1,target_shuffled_directed,0.75,top5_mean,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.017156734788099006,-0.013799138220925933,0.03216431420152037,89
MTG,RUNX1,target_shuffled_directed,0.75,q95,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.01884293899243579,-0.02004160701982438,0.03640938712766368,89
MTG,RUNX1,target_shuffled_directed,0.75,fraction_global_q95,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0033769290460012582,-0.001858736059479546,0.005635993530655147,89
MTG,RUNX1,target_shuffled_directed,1.0,top5_mean,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.032804068864715895,-0.03421426073241918,0.05339983566361501,89
MTG,RUNX1,target_shuffled_directed,1.0,q95,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.03127264060450708,-0.033739384405222284,0.054594237679240605,89
MTG,RUNX1,target_shuffled_directed,1.0,fraction_global_q95,23,APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.00605399463421622,-0.002777777777777778,0.008172828675431454,89
MTG,SPI1,target_shuffled_directed,0.25,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.009501170481941915,0.009555672594816933,0.011338891422466307,89
MTG,SPI1,target_shuffled_directed,0.25,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.008617015046351912,0.008710128708663722,0.0150252660517609,89
MTG,SPI1,target_shuffled_directed,0.25,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0009210086512916938,0.0,0.0021083471203465786,89
MTG,SPI1,target_shuffled_directed,0.5,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0183574351405703,0.01764244543820681,0.023649516882231488,89
MTG,SPI1,target_shuffled_directed,0.5,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.010484151202518579,0.006694742605024562,0.02601958114186469,89
MTG,SPI1,target_shuffled_directed,0.5,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0011545052336939092,0.0,0.0034439952160665,89
MTG,SPI1,target_shuffled_directed,0.75,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.02488216955223915,0.02008277868018804,0.03601355355758457,89
MTG,SPI1,target_shuffled_directed,0.75,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.011652482455463116,0.015458150993316933,0.03635958517879005,89
MTG,SPI1,target_shuffled_directed,0.75,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.00035049280394250924,0.0,0.004697446368072046,89
MTG,SPI1,target_shuffled_directed,1.0,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.021942357784292862,0.015288543581056024,0.047137926181620375,89
MTG,SPI1,target_shuffled_directed,1.0,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0019684107817885947,0.007024673628906131,0.04919565848647193,89
MTG,SPI1,target_shuffled_directed,1.0,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0016918579439624123,0.0,0.006584451295601066,89
MTG,SREBF1,target_shuffled_directed,0.25,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0011270051969203313,-0.000417035219018258,0.0071193285432919915,89
MTG,SREBF1,target_shuffled_directed,0.25,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.002449629370515984,-0.0012967477665704052,0.012471084589440696,89
MTG,SREBF1,target_shuffled_directed,0.25,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.00010518212352570095,0.0,0.0019472757290609796,89
MTG,SREBF1,target_shuffled_directed,0.5,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.003995887508736411,-0.003242963275647881,0.015698877402807204,89
MTG,SREBF1,target_shuffled_directed,0.5,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.01008453065719758,-0.007960235469405497,0.023409238617301712,89
MTG,SREBF1,target_shuffled_directed,0.5,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.00046622340567042264,0.0,0.0033154500097924773,89
MTG,SREBF1,target_shuffled_directed,0.75,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.00895308076085777,-0.006757446098121456,0.025677151293161688,89
MTG,SREBF1,target_shuffled_directed,0.75,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.01490147928482626,-0.01345022383179062,0.03546005180714776,89
MTG,SREBF1,target_shuffled_directed,0.75,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0004778052108719477,0.0,0.004905520961742226,89
MTG,SREBF1,target_shuffled_directed,1.0,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.018378497135760796,-0.015038877403882323,0.038413395761420284,89
MTG,SREBF1,target_shuffled_directed,1.0,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.024976106653688233,-0.029216721965041437,0.04900956447003978,89
MTG,SREBF1,target_shuffled_directed,1.0,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0019040297113709422,0.0,0.007038918537295857,89
MTG,STAT1,target_shuffled_directed,0.25,top5_mean,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,0.0015603301009684972,0.0009215809094862415,0.0049807273501647495,89
MTG,STAT1,target_shuffled_directed,0.25,q95,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,0.0016119198152825618,0.000606593689413848,0.009515485137418438,89
MTG,STAT1,target_shuffled_directed,0.25,fraction_global_q95,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,-0.00015549594968059595,0.0,0.001726200713462382,89
MTG,STAT1,target_shuffled_directed,0.5,top5_mean,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,0.0019357658602855146,7.414869847044425e-05,0.010447750870419183,89
MTG,STAT1,target_shuffled_directed,0.5,q95,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,-0.0005052558650632127,-0.001284659723980841,0.018144005405471668,89
MTG,STAT1,target_shuffled_directed,0.5,fraction_global_q95,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,-0.00028010460874484575,0.0,0.0028470785073961683,89
MTG,STAT1,target_shuffled_directed,0.75,top5_mean,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,0.0008075705539834143,-0.0031197066974142373,0.0168766606439861,89
MTG,STAT1,target_shuffled_directed,0.75,q95,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,-0.004095166861972631,-0.0018461865584138426,0.026637909159807616,89
MTG,STAT1,target_shuffled_directed,0.75,fraction_global_q95,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,-0.0005479480988307307,0.0,0.003613139929501274,89
MTG,STAT1,target_shuffled_directed,1.0,top5_mean,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,-0.0030950381333572116,-0.007700008314900253,0.025039109117958324,89
MTG,STAT1,target_shuffled_directed,1.0,q95,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,-0.006702068561630367,-0.008891287761234379,0.03414693436783143,89
MTG,STAT1,target_shuffled_directed,1.0,fraction_global_q95,23,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;IRF8;LAMP2;LAPTM5;NFKBIA;PLD3;PSAP;SLC38A9;TREM2;TXNIP;TYROBP,-0.0017939938205424274,0.0,0.0044550212252326684,89
MTG,STAT3,target_shuffled_directed,0.25,top5_mean,25,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TXNIP;TYROBP,0.0004375570472833942,0.0012499156456843297,0.00483659293700062,89
MTG,STAT3,target_shuffled_directed,0.25,q95,25,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TXNIP;TYROBP,-0.0009728629690287225,-0.001711139724404065,0.011756063851376446,89
MTG,STAT3,target_shuffled_directed,0.25,fraction_global_q95,25,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TXNIP;TYROBP,0.00011120182343313173,0.0,0.0019433410485959549,89
MTG,STAT3,target_shuffled_directed,0.5,top5_mean,25,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TXNIP;TYROBP,-0.0007803503138423242,0.00012159407887768481,0.010196261636061738,89
MTG,STAT3,target_shuffled_directed,0.5,q95,25,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TXNIP;TYROBP,-0.0037680400334694324,-0.0034247726650147303,0.01772296989580233,89
MTG,STAT3,target_shuffled_directed,0.5,fraction_global_q95,25,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TXNIP;TYROBP,0.00044629235281348604,0.0,0.00248254371775696,89
MTG,STAT3,target_shuffled_directed,0.75,top5_mean,25,AP1G1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TXNIP;TYROBP,-0.004826772814638137,-0.00455795057640751,0.01685736196593586,89
