n_cells_before_filter,n_microglia_before_match,n_cells_after_filter,n_external_groups,n_jepa_genes,n_matched_genes,n_missing_genes,gene_overlap_fraction,missing_gene_imputation,barcode_match_strategy,n_metadata_rows_after_match,n_matrix_obs,control_centroid_shift_applied,control_centroid_shift_l2,embedding_space
61472,4126,4126,18,2957,2924,33,0.9888400405816706,sea_ad_low_pathology_mean,Barcode,4126,61770,True,1.0515373945236206,projector
