donor_id,rare_aux__DLPFC__antigen_presentation__variance,rare_aux__DLPFC__complement_phagocytosis__variance,rare_aux__DLPFC__dam_lipid_trem2_apoe__variance,rare_aux__DLPFC__disease_program_score__variance,rare_aux__DLPFC__lysosomal_endolysosomal__variance,rare_aux__DLPFC__oxidative_stress_gene_preserved__variance,rare_aux__MTG__antigen_presentation__variance,rare_aux__MTG__complement_phagocytosis__variance,rare_aux__MTG__dam_lipid_trem2_apoe__variance,rare_aux__MTG__disease_program_score__variance,rare_aux__MTG__lysosomal_endolysosomal__variance,rare_aux__MTG__oxidative_stress_gene_preserved__variance,rare_aux__DLPFC__antigen_presentation__q95,rare_aux__DLPFC__complement_phagocytosis__q95,rare_aux__DLPFC__dam_lipid_trem2_apoe__q95,rare_aux__DLPFC__disease_program_score__q95,rare_aux__DLPFC__lysosomal_endolysosomal__q95,rare_aux__DLPFC__oxidative_stress_gene_preserved__q95,rare_aux__MTG__antigen_presentation__q95,rare_aux__MTG__complement_phagocytosis__q95,rare_aux__MTG__dam_lipid_trem2_apoe__q95,rare_aux__MTG__disease_program_score__q95,rare_aux__MTG__lysosomal_endolysosomal__q95,rare_aux__MTG__oxidative_stress_gene_preserved__q95,rare_aux__DLPFC__antigen_presentation__q99,rare_aux__DLPFC__complement_phagocytosis__q99,rare_aux__DLPFC__dam_lipid_trem2_apoe__q99,rare_aux__DLPFC__disease_program_score__q99,rare_aux__DLPFC__lysosomal_endolysosomal__q99,rare_aux__DLPFC__oxidative_stress_gene_preserved__q99,rare_aux__MTG__antigen_presentation__q99,rare_aux__MTG__complement_phagocytosis__q99,rare_aux__MTG__dam_lipid_trem2_apoe__q99,rare_aux__MTG__disease_program_score__q99,rare_aux__MTG__lysosomal_endolysosomal__q99,rare_aux__MTG__oxidative_stress_gene_preserved__q99,rare_aux__DLPFC__antigen_presentation__fraction_high_global_q95,rare_aux__DLPFC__complement_phagocytosis__fraction_high_global_q95,rare_aux__DLPFC__dam_lipid_trem2_apoe__fraction_high_global_q95,rare_aux__DLPFC__disease_program_score__fraction_high_global_q95,rare_aux__DLPFC__lysosomal_endolysosomal__fraction_high_global_q95,rare_aux__DLPFC__oxidative_stress_gene_preserved__fraction_high_global_q95,rare_aux__MTG__antigen_presentation__fraction_high_global_q95,rare_aux__MTG__complement_phagocytosis__fraction_high_global_q95,rare_aux__MTG__dam_lipid_trem2_apoe__fraction_high_global_q95,rare_aux__MTG__disease_program_score__fraction_high_global_q95,rare_aux__MTG__lysosomal_endolysosomal__fraction_high_global_q95,rare_aux__MTG__oxidative_stress_gene_preserved__fraction_high_global_q95,rare_aux__DLPFC__antigen_presentation__top_5pct_mean,rare_aux__DLPFC__complement_phagocytosis__top_5pct_mean,rare_aux__DLPFC__dam_lipid_trem2_apoe__top_5pct_mean,rare_aux__DLPFC__disease_program_score__top_5pct_mean,rare_aux__DLPFC__lysosomal_endolysosomal__top_5pct_mean,rare_aux__DLPFC__oxidative_stress_gene_preserved__top_5pct_mean,rare_aux__MTG__antigen_presentation__top_5pct_mean,rare_aux__MTG__complement_phagocytosis__top_5pct_mean,rare_aux__MTG__dam_lipid_trem2_apoe__top_5pct_mean,rare_aux__MTG__disease_program_score__top_5pct_mean,rare_aux__MTG__lysosomal_endolysosomal__top_5pct_mean,rare_aux__MTG__oxidative_stress_gene_preserved__top_5pct_mean,rare_aux__DLPFC__antigen_presentation__top_1pct_mean,rare_aux__DLPFC__complement_phagocytosis__top_1pct_mean,rare_aux__DLPFC__dam_lipid_trem2_apoe__top_1pct_mean,rare_aux__DLPFC__disease_program_score__top_1pct_mean,rare_aux__DLPFC__lysosomal_endolysosomal__top_1pct_mean,rare_aux__DLPFC__oxidative_stress_gene_preserved__top_1pct_mean,rare_aux__MTG__antigen_presentation__top_1pct_mean,rare_aux__MTG__complement_phagocytosis__top_1pct_mean,rare_aux__MTG__dam_lipid_trem2_apoe__top_1pct_mean,rare_aux__MTG__disease_program_score__top_1pct_mean,rare_aux__MTG__lysosomal_endolysosomal__top_1pct_mean,rare_aux__MTG__oxidative_stress_gene_preserved__top_1pct_mean,rare_aux__DLPFC__Micro-PVM_3-SEAAD__state_fraction_within_donor,rare_aux__MTG__Micro-PVM_3-SEAAD__state_fraction_within_donor,rare_aux__DLPFC__Micro-PVM_3-SEAAD__disease_program_q95,rare_aux__MTG__Micro-PVM_3-SEAAD__disease_program_q95,rare_aux__DLPFC__Micro-PVM_3-SEAAD__disease_program_fraction_high_global_q95,rare_aux__MTG__Micro-PVM_3-SEAAD__disease_program_fraction_high_global_q95
H19.33.004,0.2047739212628115,0.1903716079743824,0.0668538402044645,0.5300057760997908,0.1252310210140285,0.0655609111760957,0.178337286008001,0.2002154176338801,0.0583101963402438,0.4476775044571234,0.1258023105053697,0.3139859821557972,1.4146322011947632,1.413333535194397,0.7860108613967896,1.4221976135442365,1.4306167364120483,0.8968085050582886,1.3371667563915253,1.4518335163593292,0.7207823395729065,0.8843875756356327,1.3185655176639557,1.6723753213882446,1.8670085668563827,1.6773989200592037,1.131682419776914,1.843803789589408,1.707026386260986,1.0713471889495847,1.6317906379699696,1.7100236713886257,0.9421695441007596,1.4216814130777335,1.5301207959651943,1.9801684081554407,0.0110803324099723,0.0443213296398892,0.0277008310249307,0.0609418282548476,0.0692520775623268,0.2299168975069252,0.0087939698492462,0.0226130653266331,0.0263819095477386,0.0201005025125628,0.0389447236180904,0.0753768844221105,1.6977051433764003,1.636332631111145,0.9773009325328628,1.7405807294271225,1.5959328914943494,1.0015307664871216,1.5140340954065323,1.5870628356933594,0.8831288203597069,1.201875887588815,1.4522076040506362,1.863105961680412,2.086336076259613,2.0015598237514496,1.3558820486068726,2.292704272204672,1.81186643242836,1.1304838061332705,1.7406625598669052,1.7910268604755402,1.1816470697522163,1.6515001062587824,1.595871463418007,2.1515462547540665,,0.0753768844221105,,0.9563680131843229,,0.0333333333333333
H20.33.001,0.2436541887978882,0.1226141696416778,0.0431317563285607,0.3622849492814836,0.1069148299894785,0.0322136954624712,0.1753143487983123,0.1488380733990694,0.0564032767356654,0.3248546847649897,0.0858236076039863,0.2393870342083159,1.6807403445243831,1.168956863880157,0.6359476178884506,0.8446971191495961,1.2954156041145324,0.5524779379367828,1.7489129304885864,1.5409106612205503,0.8074664771556854,1.1760859688884011,1.4143116474151611,1.4569141268730164,2.217836360931396,1.4816587030887602,0.7665017735958098,1.255258536622689,1.460676380395889,0.6411895871162414,2.0072262287139893,1.828593087196349,1.091969633102417,1.7670810964909691,1.6476179122924803,1.7900054097175593,0.0358649789029535,0.0189873417721519,0.0042194092827004,0.0084388185654008,0.0379746835443038,0.0084388185654008,0.064118372379778,0.0443896424167694,0.0394574599260172,0.0567200986436498,0.0702836004932182,0.032059186189889,2.0029709388812384,1.3883793751398723,0.7388096501429876,1.1636988057761397,1.412899911403656,0.6264095033208529,1.908257972903368,1.7053427201945608,0.9660463216828136,1.4968060520405797,1.531450553638179,1.66428825913406,2.402380132675171,1.7274036169052125,0.8672740459442139,1.6199950546724011,1.5237403392791748,0.7490270972251892,2.103055238723755,1.9434319867028127,1.1832452615102131,1.9315714083262447,1.699077910847134,1.8878375159369571,0.0126582278481012,0.1652281134401972,0.6126373483932839,1.4121549108938185,0.0,0.0671641791044776
H20.33.002,0.1300434980738679,0.0905328570636761,0.0442591923266492,0.2150388023441634,0.0728444579696218,0.0312355285231616,0.2197195974764503,0.1854616745966798,0.0590916458410311,0.3174043640270055,0.085858357486684,0.268548521051392,1.2206066846847534,1.1675872802734375,0.6801044940948486,0.6840620444228105,1.1388881206512451,0.541762113571167,1.553678441047667,1.5607608318328858,0.8147317826747894,0.8525747548871742,1.2713587522506713,1.3537638962268823,1.5885667800903325,1.3754420280456543,0.8904178142547612,1.0387092365745805,1.388782906532288,0.7315253019332895,1.826533110141754,1.751245596408844,0.9733461362123488,1.2035852170315229,1.429508385658264,1.872831530570984,0.0053981106612685,0.0080971659919028,0.0107962213225371,0.0040485829959514,0.0134952766531713,0.0229419703103913,0.0353159851301115,0.0446096654275092,0.0390334572490706,0.0167286245353159,0.0148698884758364,0.0241635687732342,1.450791669519324,1.330096787527988,0.8260666508423654,0.9288349816161467,1.2752012202614231,0.6534566047944521,1.762515010657134,1.6888307862811618,0.9151329111169886,1.0809033498730842,1.362381237524527,1.6779722416842426,1.839007675647736,1.5569734871387482,1.019926942884922,1.257695680892583,1.462968796491623,0.7948773130774498,1.9635326663653057,1.8441614111264544,1.0310846169789631,1.3402649034874976,1.4942956964174907,2.073886712392172,,0.0446096654275092,,0.9688886755524326,,0.0
H20.33.004,0.5236904814259353,0.3185427081632624,0.1487262073794928,0.9313415355358424,0.2019402508873669,0.0721333234755348,0.2928272315914146,0.2857947781714524,0.1075449178864234,0.6381763629555903,0.1541663046508718,0.313529368856657,2.6829643964767453,1.756287533044815,1.2125274717807768,2.2641882036558205,1.676629877090454,0.8812646895647049,1.9320147037506104,1.518243455886841,1.0019077897071835,1.4331332198469446,1.4932591676712037,1.750847363471985,3.0958240413665754,1.9992834043502807,1.6058411693572998,3.007971919020916,2.171512577533721,1.0953742980957015,2.097199854850769,1.7586133790016176,1.3407488203048707,1.9051539729428608,1.7419702005386353,2.0374755668640137,0.3714859437751004,0.1405622489959839,0.2008032128514056,0.2951807228915662,0.1506024096385542,0.1726907630522088,0.1813261163734776,0.0378890392422192,0.121786197564276,0.1271989174560216,0.1041948579161028,0.1001353179972936,2.943560991287232,1.9131309747695924,1.4718724632263185,2.759413927634509,1.9530980205535888,1.0266168570518497,2.0388869562664547,1.6684466246012095,1.1952445088206112,1.7452283664271695,1.634871006011963,1.9256292742651864,3.308331108093262,2.1336835861206054,1.7562992572784424,3.5569567101983437,2.3596592426300047,1.2736351490020752,2.1714769899845123,1.8583927303552628,1.442376732826233,2.11911174397424,1.8347438126802444,2.1322626173496246,0.1204819277108433,0.2543978349120433,3.2126540163240325,1.793929160047586,0.5666666666666667,0.202127659574468
H20.33.005,0.2431313188456311,0.1834116581233253,0.0861971799124778,0.6391155827498524,0.1727107452886013,0.0580772776023647,0.1662684883709194,0.1703346153203702,0.0546677563672057,0.3825716156932864,0.1212429563385993,0.2758246723492039,1.4977341711521146,1.3053791642189017,0.8806441634893417,1.273685198807274,1.3891460061073295,0.7036454617977141,1.326042640209198,1.2958186149597168,0.7238357812166214,0.7630558498567545,1.3245846927165985,1.5236661553382873,1.8164901983737949,1.5513120388984687,1.24256232380867,1.8005088417970672,1.7298541843891144,0.9203615641593932,1.533352339267731,1.506490868330002,0.9944780665636064,1.1859586796487598,1.5002135014534,1.9604819893836976,0.008695652173913,0.0260869565217391,0.0478260869565217,0.0391304347826087,0.0565217391304347,0.0782608695652174,0.0011389521640091,0.0068337129840546,0.0261958997722095,0.0125284738041002,0.0330296127562642,0.0387243735763098,1.716057648261388,1.4800047775109608,1.1057778199513753,1.5820685880716618,1.6421099702517192,0.8226803888877233,1.4706356471235102,1.4395822991024363,0.8856189806352962,0.992490291503211,1.4318341423164715,1.7425564283674413,1.928982416788737,1.7026532491048176,1.3255905310312908,2.027548862869571,1.8793185551961265,0.9823545217514038,1.631027830971612,1.6486549377441406,1.0761703186564977,1.343061910147557,1.5554973549313016,2.061175240410699,0.0347826086956521,0.1492027334851936,1.001310695617186,1.0787430250381334,0.0,0.0458015267175572
H20.33.008,0.2900873088856997,0.1551626399329079,0.0666476784886706,0.5049332865022566,0.1267848442470298,0.0359783271173853,0.1848338125791065,0.1381556462593126,0.0467895613929217,0.3150367329647569,0.1029373969360242,0.2577506370377417,1.7614283800125123,1.2972202420234684,0.7752513587474823,1.0830714082984898,1.2495658993721008,0.5485171973705292,1.4889047145843506,1.2873711585998535,0.6481871008872986,0.6280638410959127,1.2124115228652954,1.4680557250976562,2.0140379714965824,1.5463677978515626,0.980101854801178,1.6881629013895594,1.560696325302124,0.7706494748592377,1.7917766571044922,1.5659228563308716,0.8702678084373474,1.0194962974134745,1.3831610679626465,1.7318296432495115,0.0305084745762711,0.0271186440677966,0.0305084745762711,0.0338983050847457,0.0338983050847457,0.0305084745762711,0.0199004975124378,0.0099502487562189,0.0149253731343283,0.0099502487562189,0.0149253731343283,0.0298507462686567,1.954727554321289,1.473267388343811,0.9242483615875244,1.441630891953602,1.447400697072347,0.701181932290395,1.6751913807608865,1.471239913593639,0.7620936686342413,0.9037515647495458,1.3180870034477927,1.6732712658968838,2.2770445346832275,1.6262654066085815,1.1504841248194375,1.862081505832727,1.7119635740915935,0.8882375359535217,1.8141711552937825,1.7089139223098757,0.8967678348223368,1.297096952224296,1.459324876467387,1.9429302612940471,0.0508474576271186,0.0845771144278607,1.534404812308632,1.0306759505082574,0.3333333333333333,0.0588235294117647
H20.33.011,0.3416354298610641,0.1929851676918923,0.0862959561186107,0.4660292924630095,0.1157547695212256,0.0390727206481319,0.2392685145666397,0.2079740501773344,0.0601395060192508,0.4108795725310574,0.0965877276320193,0.2501118091367067,2.0264865636825555,1.5505542635917655,0.9083858698606488,1.3789589051087994,1.3686239659786223,0.6004272818565363,1.6489785075187684,1.521879184246063,0.7688178986310958,1.0019651797950897,1.275703853368759,1.4724979162216183,2.3723194479942293,1.8874673807620996,1.1328693294525127,1.8124448623302023,1.6019849014282226,0.7667005187273025,1.9516904425621024,1.874821307659149,0.99625362098217,1.3532900366516918,1.4825813889503476,1.7492802011966704,0.0854166666666666,0.06875,0.0625,0.0708333333333333,0.0520833333333333,0.0395833333333333,0.0436893203883495,0.0364077669902912,0.0315533980582524,0.0242718446601941,0.0242718446601941,0.0339805825242718,2.277731090784073,1.7686653931935628,1.0654133682449658,1.6815135575182236,1.541324774424235,0.7062660083174706,1.8260206211180916,1.710237020537967,0.905991582643418,1.191485836051055,1.4073374611990792,1.6723655575797671,2.716955471038818,1.964953637123108,1.2892219305038453,2.093958764713154,1.836248254776001,0.8106297373771667,2.012471318244934,1.985537338256836,1.056606101989746,1.414895497342212,1.5868402242660522,1.8494977951049805,0.0270833333333333,0.0825242718446602,0.2101613490350424,0.8537423778668706,0.0,0.0294117647058823
H20.33.012,0.2184574716249128,0.2183470700474899,0.0666589463487375,0.4971148124468865,0.1093531079506135,0.0330031877662081,0.1542169123200389,0.1906886338925403,0.0531380600113026,0.4391161344886456,0.1083210180905359,0.2403660621259609,1.5720618486404416,1.682970309257507,0.8193074584007263,1.349301587184956,1.412217319011688,0.5686365246772764,1.3056357204914093,1.4568833112716677,0.7255946546792984,0.9653908259804068,1.3432703614234924,1.3871482014656067,1.9706425571441628,2.0357152891159043,1.0948287272453296,1.7739700451637834,1.5780485558509818,0.7351481580734247,1.5281034409999854,1.690789979696274,0.82568793296814,1.2637413922922651,1.528837168216706,1.7172974288463605,0.0133868808567603,0.0910307898259705,0.0334672021419009,0.0535475234270415,0.0575635876840696,0.0254350736278447,0.003875968992248,0.0232558139534883,0.005813953488372,0.0232558139534883,0.0348837209302325,0.0193798449612403,1.8122993739027728,1.8895801776333856,0.9770409104071164,1.6204642456065692,1.5113635847443028,0.6694200180078808,1.4508232336777906,1.592858103605417,0.7882502835530502,1.1381629830362474,1.4517122369546156,1.5606364928759062,2.1642908453941345,2.2388409078121185,1.1803899258375168,2.036593696898072,1.6628213822841644,0.8277085646986961,1.650621195634206,1.7349517146746318,0.8543815314769745,1.2958987212192,1.5905663967132568,1.803740918636322,0.0120481927710843,0.2131782945736434,1.6291920008030991,0.947115028630029,0.3333333333333333,0.0181818181818181
H20.33.013,0.1915722173953458,0.2328113024008004,0.0777881328268393,0.4488515275592197,0.1005552674860664,0.0401623734532877,0.1942157782044979,0.261328381835572,0.0658799614703633,0.4804244499196951,0.1191321163998282,0.258589262393861,1.4448552906513212,1.64360254406929,0.8870209246873855,1.1831430840868096,1.307477432489395,0.5954676628112793,1.418443715572357,1.669369912147522,0.7546611964702604,0.99475615702104,1.3787768602371215,1.3102118849754332,1.8682294511795,1.9601821398735044,1.079715065956115,1.6926997546007123,1.6623263823986048,0.7813534104824065,1.8283752632141104,2.0278894901275626,0.9529980695247642,1.4926637886204113,1.5857442617416375,1.8838375997543304,0.0121951219512195,0.0926829268292682,0.048780487804878,0.0390243902439024,0.0341463414634146,0.0317073170731707,0.0163487738419618,0.0762942779291553,0.0299727520435967,0.0408719346049046,0.0517711171662125,0.0245231607629427,1.7166488284156436,1.810358342670259,1.0009176276978993,1.529930438487256,1.48609383333297,0.7144043615886143,1.6549361818715145,1.8830441048270776,0.8834412693977356,1.38985207421415,1.5261559737356083,1.631264605020222,2.115943932533264,2.0105463027954102,1.135810923576355,1.8823495261955048,1.7525177240371703,0.8842716097831727,1.9894667267799375,2.082115888595581,1.0490418821573255,1.8039447018578847,1.730163872241974,2.10947847366333,0.024390243902439,0.0572207084468664,2.087275762476123,1.4222337688667006,0.3,0.0952380952380952
H20.33.014,0.1618010116014314,0.0444747438192782,0.0371067979896334,0.2052086539801881,0.1052096370766347,0.0308562098885474,0.2322144902555996,0.1946688170178879,0.052897630796921,0.3358701447792999,0.1111568149043416,0.260191489409059,1.2205561637878417,0.6358075857162472,0.5273180246353142,0.215003972744889,1.0964712619781491,0.4943623781204216,1.679595422744751,1.315973424911499,0.6851511716842651,0.5986000269987373,1.1608091831207272,1.2780337333679197,1.6914278745651252,0.8077072238922123,0.7155929589271546,0.6232641523147402,1.2861379432678228,0.6364969873428347,1.9190965700149545,1.741563720703126,0.8809937334060697,1.0844828796865578,1.4324365997314457,1.833163208961487,0.0069204152249134,0.0,0.0069204152249134,0.0034602076124567,0.0103806228373702,0.0103806228373702,0.0490566037735849,0.0188679245283018,0.0113207547169811,0.0113207547169811,0.0188679245283018,0.0226415094339622,1.5035566409428915,0.738676118850708,0.6694072723388672,0.4864492970523405,1.2502682367960611,0.592040487130483,1.808476141520909,1.5670552338872636,0.8031736697469439,0.9606191709179668,1.3497679574148995,1.5839238848005022,1.9190669854482012,0.9304717381795248,0.9708064595858256,1.009061934339837,1.594809850056966,0.6994195580482483,1.9641939004262288,2.0262977282206216,1.054570476214091,1.512918462664297,1.5843034187952678,1.930361231168111,,0.0528301886792452,,0.9067942567481612,,0.0
