model_variant,mean_pooled_oof_spearman,median_pooled_oof_spearman,min_seed_dim_score,max_seed_dim_score,sd_seed_dim_score,n_seed_dim_runs,delta_vs_stage27c_locked
module_leave_one_out_remove_interferon_inflammatory,0.27657641819034223,0.27458040318799815,0.23432255039849975,0.3449085794655415,0.03236648363548354,20,-0.050126021821807254
module_leave_one_out_remove_oxidative_stress_gene_preserved,0.2763581809657759,0.2732817627754337,0.23557899671823726,0.34322081575246133,0.03172351676052034,20,-0.050344259046373574
module_leave_one_out_remove_antigen_presentation,0.2762637130801688,0.2739873417721519,0.23595405532114394,0.34430379746835443,0.031863247502587386,20,-0.050438726931980704
module_leave_one_out_remove_complement_phagocytosis,0.27510782934833566,0.27383263009845293,0.23067979371776842,0.34244725738396625,0.032985165394645605,20,-0.05159461066381382
module_leave_one_out_remove_dam_lipid_trem2_apoe,0.27493834974214726,0.2725925925925926,0.23440693858415376,0.3428035630567276,0.03268523075967413,20,-0.05176409027000223
module_leave_one_out_remove_lysosomal_endolysosomal,0.274648382559775,0.2726394749179559,0.23063291139240505,0.3414486638537272,0.03245476277199515,20,-0.052054057452374514
