stage75c_peak_gene_preflight_run,inputs_found,n_total_peaks,n_parseable_peaks,n_annotated_peak_rows,n_rare_genes_with_nearest_peak,n_rare_genes_with_promoter_peak,proximity_scaffold_ready,ready_for_true_scenicplus_egrn,proximity_only_not_regulatory,stage75c_preflight_only,no_motif_evidence_claim,no_scenicplus_run,no_celloracle_run,no_model_training,no_external_validation_claim,no_causal_knockout_claim,raw_data_not_committed,safety_audit_pass,stage75c_run_pass
True,True,219070,219070,219070,54,44,True,False,True,True,True,True,True,True,True,True,True,True,True
