feature_source,feature_file,donor_id_column,target_donor_id_column,n_feature_donors,n_target_donors,n_overlap,overlap_fraction,linkage_ready,notes
safe_donor_metadata,data\sea_ad\stage41abc\raw\68debdfdd1b8e9f8fd64dab0_sea-ad_cohort_donor_metadata_072524.xlsx,Donor ID;Severely Affected Donor,Donor ID,,84,0,0.0,False,"Candidate donor metadata table; forbidden columns must be excluded before modeling. Candidate linkage detected, but matrix build held for explicit schema/provenance review."
safe_donor_metadata,data\sea_ad\stage41abc\raw\68debdfdae5f82b97af2fb0f_sea-ad_cohort_mri_volumetrics.xlsx,Donor ID,Donor ID,,84,0,0.0,False,"Candidate donor metadata table; forbidden columns must be excluded before modeling. Candidate linkage detected, but matrix build held for explicit schema/provenance review."
safe_donor_metadata,data\sea_ad\stage41abc\raw\68debdfcf51ccbd2e5ca83d5_seaad_donor_available_imaging_information071725.xlsx,,Donor ID,,84,0,0.0,False,Candidate donor metadata table; forbidden columns must be excluded before modeling.
safe_donor_metadata,data\sea_ad\stage41abc\raw\68debdfcf51ccbd2e5ca83d5_seaad_donor_available_imaging_information071725.xlsx,,Donor ID,,84,0,0.0,False,Candidate donor metadata table; forbidden columns must be excluded before modeling.
mri_volumetrics,data\sea_ad\stage41abc\raw\68debdfdae5f82b97af2fb0f_sea-ad_cohort_mri_volumetrics.xlsx,Donor ID,Donor ID,,84,0,0.0,False,"MRI features allowed only with clean donor linkage and fold-safe scaling. Candidate linkage detected, but matrix build held for explicit schema/provenance review."
