candidate_id,control_type,real_score,control_score,delta_vs_control,control_pass,interpretation
blend_stage41b_with_stage39e_pca8,target_shuffled,0.36808747595423713,0.03884580338159359,0.32924167257264353,True,negative control below real candidate
