registry_loaded,approved_candidates_identified,protected_holdouts_excluded,download_manifest_written,schema_inventory_written,obs_var_column_inventories_written,gene_overlap_audit_written,normalization_audit_written,candidate_recommendation_written,stage32c_pass,stage32c_any_download_attempted,stage32c_any_download_succeeded,stage32c_human_matrix_built,stage32c_ready_for_stage33,stage32c_clean_holdouts_protected,stage32c_forbidden_dataset_included,n_approved_candidates,n_schema_loaded,human_matrix_path
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,6,1,
