scenario_id,control_type,metric,metric_direction,real_observed_value,n_stochastic_control_seeds,null_mean,null_std,null_median,null_p025,null_p975,real_minus_null_mean,real_to_null_mean_ratio,standardized_difference,empirical_upper_tail_p_value,empirical_lower_tail_p_value,empirical_two_sided_p_value,pseudocount_used,n_donors_represented,donor_level_paired_difference_mean,bh_q_value_within_control_metric
ELF1_down_0p10,no_graph,mean_euclidean_displacement,larger_or_smaller_reports_numerical_displacement_only,0.0001639025813346,0,0.0001537666948934202,,0.0001537666948934202,,,1.0135886441179801e-05,1.065917307048872,,,,,1,6,,
ELF1_down_0p10,no_graph,mean_cosine_similarity,larger_or_smaller_reports_numerical_displacement_only,1.0000000149011612,0,1.0000000204890966,,1.0000000204890966,,,-5.587935447692871e-09,0.9999999944120647,,,,,1,6,,
ELF1_down_0p10,no_graph,mean_target_only_l1_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.024660378415055154,0,0.0,,0.0,,,0.024660378415055154,,,,,,1,6,,
ELF1_down_0p10,no_graph,mean_target_only_l2_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.010718649101045637,0,0.0,,0.0,,,0.010718649101045637,,,,,,1,6,,
ELF1_down_0p10,no_graph,mean_full_changed_feature_l1_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.10591037841505516,0,0.08125000000000007,,0.08125000000000007,,,0.024660378415055084,1.3035123497237546,,,,,1,6,,
ELF1_down_0p10,no_graph,mean_full_changed_feature_l2_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.08358430860588452,0,0.08125000000000007,,0.08125000000000007,,,0.002334308605884447,1.028729952072424,,,,,1,6,,
ELF1_down_0p10,no_graph,mean_clipping_fraction,larger_or_smaller_reports_numerical_displacement_only,0.74609375,0,0.1875,,0.1875,,,0.55859375,3.9791666666666665,,,,,1,6,,
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_euclidean_displacement,larger_or_smaller_reports_numerical_displacement_only,0.0001639025813346,50,0.00016390258133469615,0.0,0.00016390258133469615,0.00016390258133469615,0.00016390258133469615,-9.61416276451521e-17,0.9999999999994135,,1.0,0.0196078431372549,0.0392156862745098,1,6,,0.11764705882352941
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_cosine_similarity,larger_or_smaller_reports_numerical_displacement_only,1.0000000149011612,50,1.0000000149011612,0.0,1.0000000149011612,1.0000000149011612,1.0000000149011612,0.0,1.0,,1.0,1.0,1.0,1,6,,1.0
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_target_only_l1_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.024660378415055154,50,0.024660378415055438,3.504670666704855e-18,0.02466037841505544,0.02466037841505544,0.02466037841505544,-2.8449465006019636e-16,0.9999999999999885,-81.17585848021565,1.0,0.0196078431372549,0.0392156862745098,1,6,,0.0784313725490196
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_target_only_l2_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.010718649101045637,50,0.010718649101045747,3.504670666704855e-18,0.01071864910104575,0.01071864910104575,0.01071864910104575,-1.0928757898653885e-16,0.9999999999999898,-31.183409050326745,1.0,0.0196078431372549,0.0392156862745098,1,6,,0.0784313725490196
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_full_changed_feature_l1_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.10591037841505516,50,0.1059103784150555,1.401868266681942e-17,0.10591037841505552,0.10591037841505552,0.10591037841505552,-3.469446951953614e-16,0.9999999999999967,-24.74873734152916,1.0,0.0196078431372549,0.0392156862745098,1,6,,0.0784313725490196
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_full_changed_feature_l2_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.08358430860588452,50,0.08358430860588463,1.401868266681942e-17,0.08358430860588462,0.08358430860588462,0.08358430860588462,-1.1102230246251565e-16,0.9999999999999987,-7.919595949289332,1.0,0.0196078431372549,0.0392156862745098,1,6,,0.09411764705882353
ELF1_down_0p10,degree_preserving_edge_shuffle,mean_clipping_fraction,larger_or_smaller_reports_numerical_displacement_only,0.74609375,50,0.74609375,0.0,0.74609375,0.74609375,0.74609375,0.0,1.0,,1.0,1.0,1.0,1,6,,1.0
ELF1_down_0p10,tf_label_shuffle,mean_euclidean_displacement,larger_or_smaller_reports_numerical_displacement_only,0.0001639025813346,50,0.00016294678661694207,7.542181735231979e-07,0.0001630644459424957,0.00016151624459936897,0.00016421243895123894,9.5579471765794e-07,1.0058656862003965,1.2672655621557256,0.09803921568627451,0.9215686274509803,0.19607843137254902,1,6,,0.3529411764705882
ELF1_down_0p10,tf_label_shuffle,mean_cosine_similarity,larger_or_smaller_reports_numerical_displacement_only,1.0000000149011612,50,1.000000025369227,1.0173563344824577e-08,1.000000026077032,1.000000003958121,1.0000000442843884,-1.0468065747559763e-08,0.9999999895319345,-1.0289478123596687,0.8431372549019608,0.21568627450980393,0.43137254901960786,1,6,,0.7394957983193278
ELF1_down_0p10,tf_label_shuffle,mean_target_only_l1_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.024660378415055154,50,0.024784214217974096,0.0010961614752577268,0.024670758340249645,0.02300111159110427,0.02719984230545803,-0.00012383580291894236,0.9950034404226085,-0.11297222691558868,0.5294117647058824,0.49019607843137253,0.9803921568627451,1,6,,0.9803921568627451
ELF1_down_0p10,tf_label_shuffle,mean_target_only_l2_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.010718649101045637,50,0.01070173648321013,0.00044034136653726025,0.010711986396512219,0.009901035255681822,0.011543350166903039,1.6912617835507585e-05,1.0015803620152712,0.03840796963615839,0.49019607843137253,0.5294117647058824,0.9803921568627451,1,6,,0.9803921568627451
ELF1_down_0p10,tf_label_shuffle,mean_full_changed_feature_l1_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.10591037841505516,50,0.10603421421797415,0.001096161475257726,0.10592075834024972,0.10425111159110434,0.1084498423054581,-0.00012383580291899787,0.9988321146732466,-0.1129722269156394,0.5294117647058824,0.49019607843137253,0.9803921568627451,1,6,,0.9803921568627451
ELF1_down_0p10,tf_label_shuffle,mean_full_changed_feature_l2_delta_norm,larger_or_smaller_reports_numerical_displacement_only,0.08358430860588452,50,0.08357542006176426,0.00012520058329239722,0.08356798317651182,0.08335668576006622,0.08382043021592359,8.888544120261299e-06,1.000106353567995,0.07099443058905505,0.49019607843137253,0.5294117647058824,0.9803921568627451,1,6,,0.9803921568627451
