path,version_bucket,stage_hint,role,archive_status,byte_size,physical_move_recommended_now,move_risk,notes
results/reports/stage41full_safe_feature_pipeline_report_v1.md,v3,stage41full,result_report,frozen_or_current_provenance,7257,false,high,mapped_only_paths_preserved
results/reports/stage42_manual_external_acquisition_gaps_v1.md,v3,stage42,result_report,frozen_or_current_provenance,636,false,high,mapped_only_paths_preserved
results/reports/stage42_manuscript_synthesis_report_v1.md,v3,stage42,result_report,frozen_or_current_provenance,1147,false,high,mapped_only_paths_preserved
results/reports/stage42_pi_summary_v1.md,v3,stage42,result_report,frozen_or_current_provenance,487,false,high,mapped_only_paths_preserved
results/reports/stage42_safe_external_support_report_v1.md,v3,stage42,result_report,frozen_or_current_provenance,19807,false,high,mapped_only_paths_preserved
results/reports/stage43_claim_boundary_checklist_v1.md,v3,stage43,result_report,frozen_or_current_provenance,348,false,high,mapped_only_paths_preserved
results/reports/stage43_cover_letter_draft_v1.md,v3,stage43,result_report,frozen_or_current_provenance,628,false,high,mapped_only_paths_preserved
results/reports/stage43_discussion_and_limitations_v1.md,v3,stage43,result_report,frozen_or_current_provenance,713,false,high,mapped_only_paths_preserved
results/reports/stage43_extended_methods_v1.md,v3,stage43,result_report,frozen_or_current_provenance,578,false,high,mapped_only_paths_preserved
results/reports/stage43_figure_caption_package_v1.md,v3,stage43,result_report,frozen_or_current_provenance,379,false,high,mapped_only_paths_preserved
results/reports/stage43_manuscript_draft_v1.md,v3,stage43,result_report,frozen_or_current_provenance,4043,false,high,mapped_only_paths_preserved
results/reports/stage43_pi_review_summary_v1.md,v3,stage43,result_report,frozen_or_current_provenance,790,false,high,mapped_only_paths_preserved
results/reports/stage43_results_narrative_v1.md,v3,stage43,result_report,frozen_or_current_provenance,534,false,high,mapped_only_paths_preserved
results/reports/stage43_table_caption_package_v1.md,v3,stage43,result_report,frozen_or_current_provenance,372,false,high,mapped_only_paths_preserved
results/reports/stage44_claim_boundary_final_check_v1.md,v3,stage44,result_report,frozen_or_current_provenance,307,false,high,mapped_only_paths_preserved
results/reports/stage44_figure_specification_package_v1.md,v3,stage44,result_report,frozen_or_current_provenance,2664,false,high,mapped_only_paths_preserved
results/reports/stage44_manuscript_v2_polished_v1.md,v3,stage44,result_report,frozen_or_current_provenance,3114,false,high,mapped_only_paths_preserved
results/reports/stage44_pi_review_packet_v1.md,v3,stage44,result_report,frozen_or_current_provenance,713,false,high,mapped_only_paths_preserved
results/reports/stage44_publication_table_package_v1.md,v3,stage44,result_report,frozen_or_current_provenance,10372,false,high,mapped_only_paths_preserved
results/reports/stage44_response_to_pi_template_v1.md,v3,stage44,result_report,frozen_or_current_provenance,310,false,high,mapped_only_paths_preserved
results/reports/stage44_submission_readiness_summary_v1.md,v3,stage44,result_report,frozen_or_current_provenance,275,false,high,mapped_only_paths_preserved
results/reports/stage44_tracked_revision_notes_v1.md,v3,stage44,result_report,frozen_or_current_provenance,462,false,high,mapped_only_paths_preserved
results/reports/stage45_manual_acquisition_gaps_v1.md,v3,stage45,result_report,frozen_or_current_provenance,743,false,high,mapped_only_paths_preserved
results/reports/stage45_new_safe_feature_acquisition_and_benchmark_report_v1.md,v3,stage45,result_report,frozen_or_current_provenance,3055,false,high,mapped_only_paths_preserved
results/reports/stage45_pi_summary_v1.md,v3,stage45,result_report,frozen_or_current_provenance,227,false,high,mapped_only_paths_preserved
results/reports/stage47_candidate_gene_network_summary_v1.md,v3,stage47,result_report,frozen_or_current_provenance,524,false,high,mapped_only_paths_preserved
results/reports/stage47_claim_boundary_final_check_v1.md,v3,stage47,result_report,frozen_or_current_provenance,213,false,high,mapped_only_paths_preserved
results/reports/stage47_cross_version_candidate_network_drug_synthesis_report_v1.md,v3,stage47,result_report,frozen_or_current_provenance,740,false,high,mapped_only_paths_preserved
results/reports/stage47_druggability_and_drug_candidate_summary_v1.md,v3,stage47,result_report,frozen_or_current_provenance,289,false,high,mapped_only_paths_preserved
results/reports/stage47_external_support_and_limitations_v1.md,v3,stage47,result_report,frozen_or_current_provenance,220,false,high,mapped_only_paths_preserved
results/reports/stage47_graph_jepa_disease_state_model_story_v1.md,v3,stage47,result_report,frozen_or_current_provenance,997,false,high,mapped_only_paths_preserved
results/reports/stage47_in_silico_perturbation_summary_v1.md,v3,stage47,result_report,frozen_or_current_provenance,243,false,high,mapped_only_paths_preserved
results/reports/stage47_manual_acquisition_gaps_v1.md,v3,stage47,result_report,frozen_or_current_provenance,859,false,high,mapped_only_paths_preserved
results/reports/stage47_manuscript_update_note_v1.md,v3,stage47,result_report,frozen_or_current_provenance,265,false,high,mapped_only_paths_preserved
results/reports/stage47_pi_summary_v1.md,v3,stage47,result_report,frozen_or_current_provenance,484,false,high,mapped_only_paths_preserved
results/reports/stage48_candidate_evidence_consistency_dossier_report_v1.md,v3,stage48,result_report,frozen_or_current_provenance,548,false,high,mapped_only_paths_preserved
results/reports/stage48_claim_boundary_final_check_v1.md,v3,stage48,result_report,frozen_or_current_provenance,284,false,high,mapped_only_paths_preserved
results/reports/stage48_gene_discovery_rerun_decision_v1.md,v3,stage48,result_report,frozen_or_current_provenance,406,false,high,mapped_only_paths_preserved
results/reports/stage48_pi_candidate_dossier_summary_v1.md,v3,stage48,result_report,frozen_or_current_provenance,491,false,high,mapped_only_paths_preserved
results/reports/stage49_candidate_evidence_summary_v1.md,v3,stage49,result_report,frozen_or_current_provenance,9893,false,high,mapped_only_paths_preserved
results/reports/stage49_claim_boundary_final_check_v1.md,v3,stage49,result_report,frozen_or_current_provenance,252,false,high,mapped_only_paths_preserved
results/reports/stage49_druggability_concordance_summary_v1.md,v3,stage49,result_report,frozen_or_current_provenance,3131,false,high,mapped_only_paths_preserved
results/reports/stage49_external_evidence_limitations_v1.md,v3,stage49,result_report,frozen_or_current_provenance,275,false,high,mapped_only_paths_preserved
results/reports/stage49_known_evidence_enrichment_summary_v1.md,v3,stage49,result_report,frozen_or_current_provenance,226,false,high,mapped_only_paths_preserved
results/reports/stage49_known_experimental_evidence_concordance_report_v1.md,v3,stage49,result_report,frozen_or_current_provenance,790,false,high,mapped_only_paths_preserved
results/reports/stage49_manual_acquisition_gaps_v1.md,v3,stage49,result_report,frozen_or_current_provenance,947,false,high,mapped_only_paths_preserved
results/reports/stage49_manuscript_update_note_v1.md,v3,stage49,result_report,frozen_or_current_provenance,396,false,high,mapped_only_paths_preserved
results/reports/stage49_module_network_evidence_summary_v1.md,v3,stage49,result_report,frozen_or_current_provenance,1450,false,high,mapped_only_paths_preserved
results/reports/stage49_pi_summary_v1.md,v3,stage49,result_report,frozen_or_current_provenance,319,false,high,mapped_only_paths_preserved
results/reports/stage50_claim_boundary_final_check_v1.md,v3,stage50,result_report,frozen_or_current_provenance,200,false,high,mapped_only_paths_preserved
results/reports/stage50_frozen_disease_state_probe_summary_v1.md,v3,stage50,result_report,frozen_or_current_provenance,206,false,high,mapped_only_paths_preserved
results/reports/stage50_graph_diffusion_target_view_summary_v1.md,v3,stage50,result_report,frozen_or_current_provenance,231,false,high,mapped_only_paths_preserved
results/reports/stage50_graph_specific_claim_decision_v1.md,v3,stage50,result_report,frozen_or_current_provenance,389,false,high,mapped_only_paths_preserved
results/reports/stage50_graph_specific_jepa_topology_audit_report_v1.md,v3,stage50,result_report,frozen_or_current_provenance,535,false,high,mapped_only_paths_preserved
results/reports/stage50_manual_acquisition_gaps_v1.md,v3,stage50,result_report,frozen_or_current_provenance,500,false,high,mapped_only_paths_preserved
results/reports/stage50_manuscript_update_note_v1.md,v3,stage50,result_report,frozen_or_current_provenance,232,false,high,mapped_only_paths_preserved
results/reports/stage50_negative_and_null_results_v1.md,v3,stage50,result_report,frozen_or_current_provenance,172,false,high,mapped_only_paths_preserved
results/reports/stage50_pi_summary_v1.md,v3,stage50,result_report,frozen_or_current_provenance,287,false,high,mapped_only_paths_preserved
results/reports/stage51_claim_boundary_final_check_v1.md,v3,stage51,result_report,frozen_or_current_provenance,149,false,high,mapped_only_paths_preserved
results/reports/stage51_pi_summary_v1.md,v3,stage51,result_report,frozen_or_current_provenance,152,false,high,mapped_only_paths_preserved
results/reports/stage51_string_graph_topology_jepa_run_report_v1.md,v3,stage51,result_report,frozen_or_current_provenance,537,false,high,mapped_only_paths_preserved
results/reports/stage53_branch_input_inventory_report_v1.md,v3,stage53,result_report,frozen_or_current_provenance,124,false,high,mapped_only_paths_preserved
results/reports/stage53_claim_boundary_final_check_v1.md,v3,stage53,result_report,frozen_or_current_provenance,178,false,high,mapped_only_paths_preserved
results/reports/stage53_frozen_branch_probe_summary_v1.md,v3,stage53,result_report,frozen_or_current_provenance,3045,false,high,mapped_only_paths_preserved
results/reports/stage53_heterogeneity_composition_auxiliary_jepa_report_v1.md,v3,stage53,result_report,frozen_or_current_provenance,3045,false,high,mapped_only_paths_preserved
results/reports/stage53_hidden_microglia_state_candidates_v1.md,v3,stage53,result_report,frozen_or_current_provenance,697,false,high,mapped_only_paths_preserved
results/reports/stage53_label_free_auxiliary_jepa_summary_v1.md,v3,stage53,result_report,frozen_or_current_provenance,3045,false,high,mapped_only_paths_preserved
results/reports/stage53_manual_acquisition_gaps_v1.md,v3,stage53,result_report,frozen_or_current_provenance,124,false,high,mapped_only_paths_preserved
results/reports/stage53_manuscript_update_note_v1.md,v3,stage53,result_report,frozen_or_current_provenance,353,false,high,mapped_only_paths_preserved
results/reports/stage53_pi_summary_v1.md,v3,stage53,result_report,frozen_or_current_provenance,1173,false,high,mapped_only_paths_preserved
results/reports/stage53_programming_vs_composition_decomposition_v1.md,v3,stage53,result_report,frozen_or_current_provenance,3045,false,high,mapped_only_paths_preserved
results/reports/stage53_rare_state_and_cell_state_limitations_v1.md,v3,stage53,result_report,frozen_or_current_provenance,238,false,high,mapped_only_paths_preserved
results/reports/stage54_claim_boundary_final_check_v1.md,v3,stage54,result_report,frozen_or_current_provenance,145,false,high,mapped_only_paths_preserved
results/reports/stage54_pi_summary_v1.md,v3,stage54,result_report,frozen_or_current_provenance,1298,false,high,mapped_only_paths_preserved
results/reports/stage54_state_specific_microglia_programming_report_v1.md,v3,stage54,result_report,frozen_or_current_provenance,1298,false,high,mapped_only_paths_preserved
results/reports/stage55_claim_boundary_final_check_v1.md,v3,stage55,result_report,frozen_or_current_provenance,155,false,high,mapped_only_paths_preserved
results/reports/stage55_full_state_specific_microglia_programming_report_v1.md,v3,stage55,result_report,frozen_or_current_provenance,2043,false,high,mapped_only_paths_preserved
results/reports/stage55_pi_summary_v1.md,v3,stage55,result_report,frozen_or_current_provenance,2043,false,high,mapped_only_paths_preserved
results/reports/stage56_claim_boundary_final_check_v1.md,v3,stage56,result_report,frozen_or_current_provenance,126,false,high,mapped_only_paths_preserved
results/reports/stage56_pi_summary_v1.md,v3,stage56,result_report,frozen_or_current_provenance,1084,false,high,mapped_only_paths_preserved
results/reports/stage56_target_gated_state_programming_ensemble_report_v1.md,v3,stage56,result_report,frozen_or_current_provenance,1084,false,high,mapped_only_paths_preserved
results/reports/stage57_claim_boundary_final_check_v1.md,v3,stage57,result_report,frozen_or_current_provenance,152,false,high,mapped_only_paths_preserved
results/reports/stage57_pi_summary_v1.md,v3,stage57,result_report,frozen_or_current_provenance,1768,false,high,mapped_only_paths_preserved
results/reports/stage57_repaired_state_module_confirmation_report_v1.md,v3,stage57,result_report,frozen_or_current_provenance,1768,false,high,mapped_only_paths_preserved
results/reports/stage58_pi_summary_v1.md,v3,stage58,result_report,frozen_or_current_provenance,1801,false,high,mapped_only_paths_preserved
results/reports/stage58_state_programming_decision_synthesis_report_v1.md,v3,stage58,result_report,frozen_or_current_provenance,1801,false,high,mapped_only_paths_preserved
results/reports/stage59_dlpfc_microglia_pvm_acquisition_audit_report_v1.md,v3,stage59,result_report,frozen_or_current_provenance,2121,false,high,mapped_only_paths_preserved
results/reports/stage59_pi_summary_v1.md,v3,stage59,result_report,frozen_or_current_provenance,2121,false,high,mapped_only_paths_preserved
results/reports/stage60_claim_boundary_final_check_v1.md,v3,stage60,result_report,frozen_or_current_provenance,150,false,high,mapped_only_paths_preserved
results/reports/stage60_gene_preserved_mtg_microglia_module_rebuild_report_v1.md,v3,stage60,result_report,frozen_or_current_provenance,1753,false,high,mapped_only_paths_preserved
results/reports/stage60_pi_summary_v1.md,v3,stage60,result_report,frozen_or_current_provenance,1753,false,high,mapped_only_paths_preserved
results/reports/stage61_claim_boundary_final_check_v1.md,v3,stage61,result_report,frozen_or_current_provenance,182,false,high,mapped_only_paths_preserved
results/reports/stage61_dlpfc_microglia_pvm_support_audit_report_v1.md,v3,stage61,result_report,frozen_or_current_provenance,2767,false,high,mapped_only_paths_preserved
results/reports/stage61_pi_summary_v1.md,v3,stage61,result_report,frozen_or_current_provenance,2767,false,high,mapped_only_paths_preserved
results/reports/stage62_ablation_and_negative_control_report_v1.md,v3,stage62,result_report,frozen_or_current_provenance,5437,false,high,mapped_only_paths_preserved
results/reports/stage62_claim_boundary_final_check_v1.md,v3,stage62,result_report,frozen_or_current_provenance,1001,false,high,mapped_only_paths_preserved
results/reports/stage62_dlpfc_state_module_robustness_lock_audit_report_v1.md,v3,stage62,result_report,frozen_or_current_provenance,5670,false,high,mapped_only_paths_preserved
results/reports/stage62_feature_source_and_gene_availability_report_v1.md,v3,stage62,result_report,frozen_or_current_provenance,1461,false,high,mapped_only_paths_preserved
results/reports/stage62_lock_gate_decision_report_v1.md,v3,stage62,result_report,frozen_or_current_provenance,799,false,high,mapped_only_paths_preserved
results/reports/stage62_manuscript_update_note_v1.md,v3,stage62,result_report,frozen_or_current_provenance,285,false,high,mapped_only_paths_preserved
results/reports/stage62_pi_summary_v1.md,v3,stage62,result_report,frozen_or_current_provenance,705,false,high,mapped_only_paths_preserved
results/reports/stage62_seed_bootstrap_and_delta_report_v1.md,v3,stage62,result_report,frozen_or_current_provenance,3543,false,high,mapped_only_paths_preserved
results/reports/stage63_claim_boundary_final_check_v1.md,v3,stage63,result_report,frozen_or_current_provenance,700,false,high,mapped_only_paths_preserved
results/reports/stage63_dlpfc_signal_instability_diagnosis_report_v1.md,v3,stage63,result_report,frozen_or_current_provenance,11575,false,high,mapped_only_paths_preserved
results/reports/stage63_external_handoff_report_v1.md,v3,stage63,result_report,frozen_or_current_provenance,5233,false,high,mapped_only_paths_preserved
results/reports/stage63_pi_summary_v1.md,v3,stage63,result_report,frozen_or_current_provenance,779,false,high,mapped_only_paths_preserved
results/reports/stage64_cell_level_microglia_rare_state_mining_report_v1.md,v3,stage64,result_report,frozen_or_current_provenance,16738,false,high,mapped_only_paths_preserved
results/reports/stage64_claim_boundary_final_check_v1.md,v3,stage64,result_report,frozen_or_current_provenance,672,false,high,mapped_only_paths_preserved
results/reports/stage64_external_handoff_report_v1.md,v3,stage64,result_report,frozen_or_current_provenance,22547,false,high,mapped_only_paths_preserved
results/reports/stage64_pi_summary_v1.md,v3,stage64,result_report,frozen_or_current_provenance,514,false,high,mapped_only_paths_preserved
results/reports/stage65_claim_boundary_final_check_v1.md,v3,stage65,result_report,frozen_or_current_provenance,671,false,high,mapped_only_paths_preserved
results/reports/stage65_external_handoff_report_v1.md,v3,stage65,result_report,frozen_or_current_provenance,29510,false,high,mapped_only_paths_preserved
results/reports/stage65_pi_summary_v1.md,v3,stage65,result_report,frozen_or_current_provenance,617,false,high,mapped_only_paths_preserved
results/reports/stage65_retrospective_rare_tail_signal_backtrace_report_v1.md,v3,stage65,result_report,frozen_or_current_provenance,12061,false,high,mapped_only_paths_preserved
results/reports/stage66_claim_boundary_final_check_v1.md,v3,stage66,result_report,frozen_or_current_provenance,567,false,high,mapped_only_paths_preserved
results/reports/stage66_graph_rare_tail_signal_preservation_audit_report_v1.md,v3,stage66,result_report,frozen_or_current_provenance,5720,false,high,mapped_only_paths_preserved
results/reports/stage66_pi_summary_v1.md,v3,stage66,result_report,frozen_or_current_provenance,529,false,high,mapped_only_paths_preserved
results/reports/stage67_claim_boundary_final_check_v1.md,v3,stage67,result_report,frozen_or_current_provenance,398,false,high,mapped_only_paths_preserved
results/reports/stage67_legacy_cell_level_artifact_and_seaad_availability_audit_report_v1.md,v3,stage67,result_report,frozen_or_current_provenance,16703,false,high,mapped_only_paths_preserved
results/reports/stage67_pi_summary_v1.md,v3,stage67,result_report,frozen_or_current_provenance,329,false,high,mapped_only_paths_preserved
results/reports/stage68_claim_boundary_final_check_v1.md,v3,stage68,result_report,frozen_or_current_provenance,714,false,high,mapped_only_paths_preserved
results/reports/stage68_pi_summary_v1.md,v3,stage68,result_report,frozen_or_current_provenance,632,false,high,mapped_only_paths_preserved
results/reports/stage68_rare_tail_cell_extraction_expression_contrast_report_v1.md,v3,stage68,result_report,frozen_or_current_provenance,18283,false,high,mapped_only_paths_preserved
results/reports/stage69_claim_boundary_final_check_v1.md,v3,stage69,result_report,frozen_or_current_provenance,551,false,high,mapped_only_paths_preserved
results/reports/stage69_pi_summary_v1.md,v3,stage69,result_report,frozen_or_current_provenance,585,false,high,mapped_only_paths_preserved
results/reports/stage69_rare_microglia_auxiliary_head_jepa_audit_report_v1.md,v3,stage69,result_report,frozen_or_current_provenance,14607,false,high,mapped_only_paths_preserved
results/reports/stage70_claim_boundary_final_check_v1.md,v3,stage70,result_report,frozen_or_current_provenance,537,false,high,mapped_only_paths_preserved
results/reports/stage70_pi_summary_v1.md,v3,stage70,result_report,frozen_or_current_provenance,633,false,high,mapped_only_paths_preserved
results/reports/stage70_rare_microglia_auxiliary_head_robustness_lock_audit_report_v1.md,v3,stage70,result_report,frozen_or_current_provenance,12353,false,high,mapped_only_paths_preserved
results/reports/stage71_claim_boundary_final_check_v1.md,v3,stage71,result_report,frozen_or_current_provenance,659,false,high,mapped_only_paths_preserved
results/reports/stage71_full_graph_jepa_report_v1.md,v3,stage71,result_report,frozen_or_current_provenance,3220,false,high,mapped_only_paths_preserved
results/reports/stage71_pi_summary_v1.md,v3,stage71,result_report,frozen_or_current_provenance,399,false,high,mapped_only_paths_preserved
results/reports/stage71_rare_cell_representation_report_v1.md,v3,stage71,result_report,frozen_or_current_provenance,1544,false,high,mapped_only_paths_preserved
results/reports/stage72a_claim_boundary_final_check_v1.md,v3,stage72a,result_report,frozen_or_current_provenance,424,false,high,mapped_only_paths_preserved
results/reports/stage72a_external_multiomic_grn_resource_eligibility_audit_report_v1.md,v3,stage72a,result_report,frozen_or_current_provenance,6531,false,high,mapped_only_paths_preserved
results/reports/stage72a_pi_summary_v1.md,v3,stage72a,result_report,frozen_or_current_provenance,476,false,high,mapped_only_paths_preserved
results/reports/stage72b_claim_boundary_final_check_v1.md,v3,stage72b,result_report,frozen_or_current_provenance,438,false,high,mapped_only_paths_preserved
results/reports/stage72b_external_morabito_micro_pvm_grn_construction_report_v1.md,v3,stage72b,result_report,frozen_or_current_provenance,6873,false,high,mapped_only_paths_preserved
results/reports/stage72b_pi_summary_v1.md,v3,stage72b,result_report,frozen_or_current_provenance,729,false,high,mapped_only_paths_preserved
results/reports/stage73_claim_boundary_final_check_v1.md,v3,stage73,result_report,frozen_or_current_provenance,584,false,high,mapped_only_paths_preserved
results/reports/stage73_context_specific_grn_graph_jepa_diagnostic_report_v1.md,v3,stage73,result_report,frozen_or_current_provenance,2277,false,high,mapped_only_paths_preserved
results/reports/stage73_pi_summary_v1.md,v3,stage73,result_report,frozen_or_current_provenance,532,false,high,mapped_only_paths_preserved
results/reports/stage73r_claim_boundary_final_check_v1.md,v3,stage73r,result_report,frozen_or_current_provenance,585,false,high,mapped_only_paths_preserved
results/reports/stage73r_context_specific_grn_control_repair_report_v1.md,v3,stage73r,result_report,frozen_or_current_provenance,3461,false,high,mapped_only_paths_preserved
results/reports/stage73r_pi_summary_v1.md,v3,stage73r,result_report,frozen_or_current_provenance,567,false,high,mapped_only_paths_preserved
results/reports/stage74_claim_boundary_final_check_v1.md,v3,stage74,result_report,frozen_or_current_provenance,494,false,high,mapped_only_paths_preserved
results/reports/stage74_directed_micro_pvm_grn_in_silico_perturbation_audit_report_v1.md,v3,stage74,result_report,frozen_or_current_provenance,5989,false,high,mapped_only_paths_preserved
results/reports/stage74_pi_summary_v1.md,v3,stage74,result_report,frozen_or_current_provenance,414,false,high,mapped_only_paths_preserved
results/reports/stage75_integrated_evidence_manifest_v1.json,v3,stage75,result_report,frozen_or_current_provenance,9489,false,high,mapped_only_paths_preserved
results/reports/stage75a_claim_boundary_final_check_v1.md,v3,stage75a,result_report,frozen_or_current_provenance,463,false,high,mapped_only_paths_preserved
results/reports/stage75a_pi_summary_v1.md,v3,stage75a,result_report,frozen_or_current_provenance,557,false,high,mapped_only_paths_preserved
results/reports/stage75a_scenicplus_celloracle_egrn_readiness_report_v1.md,v3,stage75a,result_report,frozen_or_current_provenance,5910,false,high,mapped_only_paths_preserved
results/reports/stage75b_claim_boundary_final_check_v1.md,v3,stage75b,result_report,frozen_or_current_provenance,386,false,high,mapped_only_paths_preserved
results/reports/stage75b_pi_summary_v1.md,v3,stage75b,result_report,frozen_or_current_provenance,388,false,high,mapped_only_paths_preserved
results/reports/stage75b_scenicplus_resource_acquisition_report_v1.md,v3,stage75b,result_report,frozen_or_current_provenance,4281,false,high,mapped_only_paths_preserved
results/reports/stage75c_claim_boundary_final_check_v1.md,v3,stage75c,result_report,frozen_or_current_provenance,427,false,high,mapped_only_paths_preserved
results/reports/stage75c_peak_gene_preflight_annotation_report_v1.md,v3,stage75c,result_report,frozen_or_current_provenance,2730,false,high,mapped_only_paths_preserved
results/reports/stage75c_pi_summary_v1.md,v3,stage75c,result_report,frozen_or_current_provenance,357,false,high,mapped_only_paths_preserved
results/reports/stage75d_claim_boundary_final_check_v1.md,v3,stage75d,result_report,frozen_or_current_provenance,423,false,high,mapped_only_paths_preserved
results/reports/stage75d_pi_summary_v1.md,v3,stage75d,result_report,frozen_or_current_provenance,400,false,high,mapped_only_paths_preserved
results/reports/stage75d_scenicplus_wsl_execution_handoff_report_v1.md,v3,stage75d,result_report,frozen_or_current_provenance,4234,false,high,mapped_only_paths_preserved
results/reports/stage76_directionality_audit_v1.json,v3,stage76,result_report,frozen_or_current_provenance,2315,false,high,mapped_only_paths_preserved
results/reports/stage76_perturbation_readiness_v1.json,v3,stage76,result_report,frozen_or_current_provenance,11920,false,high,mapped_only_paths_preserved
results/reports/stage77_tier_a_perturbation_mvp_v1.json,v3,stage77,result_report,frozen_or_current_provenance,3758,false,high,mapped_only_paths_preserved
results/reports/stage78_jepa_latent_shift_v1.json,v3,stage78,result_report,frozen_or_current_provenance,10125,false,high,mapped_only_paths_preserved
results/reports/stage79_control_interpretation_v1.json,v3,stage79,result_report,frozen_or_current_provenance,6290,false,high,mapped_only_paths_preserved
results/reports/stage79_graph_controls_v1.json,v3,stage79,result_report,frozen_or_current_provenance,13132,false,high,mapped_only_paths_preserved
results/reports/stage_c_upgrade_fine_08_hypothesis_report.md,v3,stagec,result_report,frozen_or_current_provenance,2438,false,high,mapped_only_paths_preserved
results/reports/strict_shuffled_graph_ablation_predictive_representation_comparison_v1.md,v1,,result_report,legacy_reference,7564,false,low,mapped_only_paths_preserved
results/reports/strict_shuffled_graph_ablation_preflight_v1.md,v1,,result_report,legacy_reference,4312,false,low,mapped_only_paths_preserved
results/reports/strict_shuffled_graph_ablation_training_command_v1.md,v1,,result_report,legacy_reference,2137,false,low,mapped_only_paths_preserved
results/reports/strict_shuffled_graph_ablation_training_run_manifest_v1.md,v1,,result_report,legacy_reference,2366,false,low,mapped_only_paths_preserved
results/reports/strict_shuffled_graph_edge_generation_v1.md,v1,,result_report,legacy_reference,1843,false,low,mapped_only_paths_preserved
results/reports/v1_microglia_biological_hypotheses.md,v1,v1,result_report,legacy_reference,6521,false,low,mapped_only_paths_preserved
results/reports/v2_1_microglia_biological_hypotheses.md,v2,v2,result_report,legacy_reference,13104,false,low,mapped_only_paths_preserved
results/reports/v2_1_multitarget_counterfactual_stability.md,v2,v2,result_report,legacy_reference,5536,false,low,mapped_only_paths_preserved
results/reports/v2_1_named_biological_programs.md,v2,v2,result_report,legacy_reference,5365,false,low,mapped_only_paths_preserved
results/reports/v2_2_cellxgene_alignment_stats.md,v2,v2,result_report,legacy_reference,1475,false,low,mapped_only_paths_preserved
results/reports/v2_final_ablation_benchmark_summary_v1.md,v2,v2,result_report,legacy_reference,2852,false,low,mapped_only_paths_preserved
results/reports/v2_graph_foundation.md,v2,v2,result_report,legacy_reference,3340,false,low,mapped_only_paths_preserved
results/reports/v3_cellxgene_relevant_dataset_search_v1.md,v3,v3,result_report,frozen_or_current_provenance,19417,false,high,mapped_only_paths_preserved
results/reports/v3_external_dataset_role_assignment_v1.md,v3,v3,result_report,frozen_or_current_provenance,10318,false,high,mapped_only_paths_preserved
results/reports/v3_generalization_stability_gates_v1.md,v3,v3,result_report,frozen_or_current_provenance,6329,false,high,mapped_only_paths_preserved
results/reports/v3_locked_benchmark_harness_v1.md,v3,v3,result_report,frozen_or_current_provenance,6512,false,high,mapped_only_paths_preserved
results/reports/v3_primary_baseline_benchmark_suite_v1.md,v3,v3,result_report,frozen_or_current_provenance,11534,false,high,mapped_only_paths_preserved
results/reports/v3_primary_baseline_protocol_audit_v1.md,v3,v3,result_report,frozen_or_current_provenance,4689,false,high,mapped_only_paths_preserved
results/reports/v3_public_external_dataset_schema_audit_v1.md,v3,v3,result_report,frozen_or_current_provenance,4755,false,high,mapped_only_paths_preserved
results/reports/v3_reusable_asset_inventory_v1.md,v3,v3,result_report,frozen_or_current_provenance,15374,false,high,mapped_only_paths_preserved
results/reports/v3_status_scorecard_dataset_registry_lock_v1.md,v3,v3,result_report,frozen_or_current_provenance,1667,false,high,mapped_only_paths_preserved
results/tables/ablation_edge_sets/graph_ablation_edge_set_manifest_v1.csv,v1,,result_table,legacy_reference,982,false,low,mapped_only_paths_preserved
results/tables/ablation_edge_sets/no_graph_identity_edges_v1.csv,v1,,result_table,legacy_reference,130488,false,low,mapped_only_paths_preserved
results/tables/ablation_edge_sets/shuffled_graph_edges_v1.csv,v1,,result_table,legacy_reference,6823838,false,low,mapped_only_paths_preserved
results/tables/ablation_edge_sets/strict_shuffled_graph_edge_diagnostics_v1.csv,v1,,result_table,legacy_reference,1270,false,low,mapped_only_paths_preserved
results/tables/ablation_edge_sets/strict_shuffled_graph_edges_v1.csv,v1,,result_table,legacy_reference,8192186,false,low,mapped_only_paths_preserved
results/tables/ablation_no_graph_stage_a_v1_history.csv,v1,,result_table,legacy_reference,12755,false,low,mapped_only_paths_preserved
results/tables/ablation_no_graph_stage_b_v1_history.csv,v1,,result_table,legacy_reference,6924,false,low,mapped_only_paths_preserved
results/tables/ablation_strict_shuffled_graph_stage_a_v1_history.csv,v1,,result_table,legacy_reference,12825,false,low,mapped_only_paths_preserved
results/tables/ablation_strict_shuffled_graph_stage_b_v1_history.csv,v1,,result_table,legacy_reference,6915,false,low,mapped_only_paths_preserved
results/tables/all_jepa_umap_variance_rankings.csv,unclassified,,result_table,needs_review,55722,false,low,mapped_only_paths_preserved
results/tables/causal_fold_specific_module_knockout_intervention_comparison.csv,unclassified,,result_table,needs_review,1738,false,low,mapped_only_paths_preserved
results/tables/causal_module_knockout_intervention_comparison.csv,unclassified,,result_table,needs_review,1578,false,low,mapped_only_paths_preserved
results/tables/cell_level_mixing_metrics.csv,unclassified,,result_table,needs_review,715,false,low,mapped_only_paths_preserved
results/tables/cellxgene_normal_microglia_anchor_qc.csv,unclassified,,result_table,needs_review,260,false,low,mapped_only_paths_preserved
results/tables/cellxgene_normal_microglia_assay_counts.csv,unclassified,,result_table,needs_review,128,false,low,mapped_only_paths_preserved
results/tables/cellxgene_normal_microglia_dataset_id_counts.csv,unclassified,,result_table,needs_review,1558,false,low,mapped_only_paths_preserved
