model_variant,latent_dim,seed,mean_pooled_oof_spearman,delta_vs_stage27c_locked,delta_vs_stage55_best,negative_control_type
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,107,0.32202895616077754,-0.004673483851371951,-0.004001214943808895,nested_gate_against_shuffled_state_module
