representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514384164557547,0.2186493874658297,-0.010721592182692197,1.0152854919433594
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462851260466515,0.329776247848537,0.10248577115072321,1.4595979452133179
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722827907248005,0.0989774222942189,-0.35730082960195686,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581282624143337,-0.01210893996152678,-0.12774438557130408,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620048895380135,-0.04355573554723094,-0.17148778744290927,1.7882497310638428
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.0627179196613356,-0.09405689986838109,-0.22854893555364608,1.266122579574585
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.0472783928336205,0.29037157031487293,0.030119699105190856,1.46487295627594
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.05753789478387979,0.08267692619216362,-0.1189143621254729,2.0228490829467773
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.062362954040986206,-0.057811076237724,-0.21532952041756603,3.933303117752075
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.05739968153521509,-0.17057811076237725,-0.32701749040639405,1.876783847808838
