dataset,embedding_space,external_donor_id,condition,n_cells,predicted_AT8/pTau_raw_scale,predicted_AT8/pTau_model_scale,predicted_A beta/6e10_raw_scale,predicted_A beta/6e10_model_scale,predicted_GFAP_raw_scale,predicted_GFAP_model_scale,predicted_Iba1_raw_scale,predicted_Iba1_model_scale,predicted_NeuN_raw_scale,predicted_NeuN_model_scale,n_cells_before_filter,n_cells_after_filter,n_external_groups,n_jepa_genes,n_matched_genes,gene_overlap_fraction,control_centroid_shift_applied,control_centroid_shift_l2,missing_gene_imputation,alignment
GSE138852_Grubman_Leng,projector,AD1_AD2,AD,21,3.407845,1.4833859,99.302635,4.608192,-0.98888934,-4.4998484,2.347575,1.2082362,112.97636,4.735991,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,AD3_AD4,AD,87,-0.19687495,-0.21924484,-0.8474033,-1.8799565,418.99094,6.040233,4.521509,1.7086512,-0.47054282,-0.635903,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,AD5_AD6,AD,64,1.4708815,0.904575,155.7672,5.054762,-0.9984523,-6.4710026,1.8411243,1.0441998,156.76103,5.0610814,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,Ct1_Ct2,Control,54,1.3877971,0.8703712,91.47876,4.526979,-0.9969794,-5.802306,1.7326555,1.0052738,155.53839,5.0533013,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,Ct3_Ct4,Control,142,-0.74689496,-1.3739506,-0.9862521,-4.286873,3667.9565,8.207663,4.403238,1.6869984,-0.7497312,-1.3852197,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,Ct5_Ct6,Control,81,6.0344095,1.9508138,9.461754,2.347726,15.457884,2.8008046,4.250873,1.6583943,0.22242232,0.2008344,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
