representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514379261632008,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462746418756488,0.329776247848537,0.10248566801696257,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722822825033853,0.0989774222942189,-0.35730082960195686,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581289771667302,-0.01210893996152678,-0.12774425074560303,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.01162004639554785,-0.04355573554723094,-0.171487625549416,1.7882497310638428
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06438285250739449,-0.04236104080186291,-0.1735584280204141,1.179997205734253
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04647344863404538,0.22233471701933785,-0.003747158922730698,1.537388563156128
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.060045142067479094,0.15984610711754582,-0.13249962835381002,2.0076961517333984
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06720049273000483,-0.1696466538422598,-0.27244923761796147,4.0602521896362305
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.059673186425337844,-0.05495595828692923,-0.20911151150969642,1.7822644710540771
