model_variant,latent_dim,seed,target,pooled_oof_spearman,n_donors
all_branches_jepa,8,107,6e10/A_beta,0.2944213830110357,84
all_branches_jepa,8,107,AT8,0.4502581755593804,84
all_branches_jepa,8,107,GFAP,0.26641692821706997,84
all_branches_jepa,8,107,Iba1,0.06775336640680368,84
all_branches_jepa,8,107,NeuN,0.5156828996658905,84
all_branches_jepa,8,211,6e10/A_beta,0.1570719854206743,84
all_branches_jepa,8,211,AT8,0.5267591373898958,84
all_branches_jepa,8,211,GFAP,0.20006074719044245,84
all_branches_jepa,8,211,Iba1,0.034787891060038476,84
all_branches_jepa,8,211,NeuN,0.5169788397286625,84
all_branches_jepa,8,307,6e10/A_beta,0.19299382403563836,84
all_branches_jepa,8,307,AT8,0.4706287334210793,84
all_branches_jepa,8,307,GFAP,0.23079882555431813,84
all_branches_jepa,8,307,Iba1,0.04481117748304141,84
all_branches_jepa,8,307,NeuN,0.5436873544598563,84
all_branches_jepa,16,107,6e10/A_beta,0.26886706489824846,84
all_branches_jepa,16,107,AT8,0.44072086665991694,84
all_branches_jepa,16,107,GFAP,0.25521919611217986,84
all_branches_jepa,16,107,Iba1,0.05702136276197226,84
all_branches_jepa,16,107,NeuN,0.4851270628733421,84
all_branches_jepa,16,211,6e10/A_beta,0.13082919914953933,84
all_branches_jepa,16,211,AT8,0.4281866963652931,84
all_branches_jepa,16,211,GFAP,0.17667307887010228,84
all_branches_jepa,16,211,Iba1,0.03537511390098208,84
all_branches_jepa,16,211,NeuN,0.4874962033005974,84
all_branches_jepa,16,307,6e10/A_beta,0.1436468563328946,84
all_branches_jepa,16,307,AT8,0.42715399412777166,84
all_branches_jepa,16,307,GFAP,0.1941885187810064,84
all_branches_jepa,16,307,Iba1,0.016482737673382607,84
all_branches_jepa,16,307,NeuN,0.4830009112078566,84
composition_only_jepa,8,107,6e10/A_beta,0.1531639161688772,84
composition_only_jepa,8,107,AT8,0.21945935000506228,84
composition_only_jepa,8,107,GFAP,0.18098612939151565,84
composition_only_jepa,8,107,Iba1,0.14024501366811784,84
composition_only_jepa,8,107,NeuN,0.23689379366204313,84
composition_only_jepa,8,211,6e10/A_beta,0.03946542472410652,84
