model_variant,latent_dim,seed,target,pooled_oof_spearman,n_donors
composition_only_jepa,8,211,AT8,0.2553204414295839,84
composition_only_jepa,8,211,GFAP,0.178009517059836,84
composition_only_jepa,8,211,Iba1,0.03094056899868381,84
composition_only_jepa,8,211,NeuN,0.3489926090918295,84
composition_only_jepa,8,307,6e10/A_beta,0.02506834058924775,84
composition_only_jepa,8,307,AT8,0.300050622658702,84
composition_only_jepa,8,307,GFAP,0.15842867267388885,84
composition_only_jepa,8,307,Iba1,0.06734838513718741,84
composition_only_jepa,8,307,NeuN,0.24092335729472514,84
composition_only_jepa,16,107,6e10/A_beta,0.2420573048496507,84
composition_only_jepa,16,107,AT8,0.3833552698187709,84
composition_only_jepa,16,107,GFAP,0.15913738989571732,84
composition_only_jepa,16,107,Iba1,-0.034889136377442544,84
composition_only_jepa,16,107,NeuN,0.30673281360737065,84
composition_only_jepa,16,211,6e10/A_beta,0.21399210286524248,84
composition_only_jepa,16,211,AT8,0.19963551685734535,84
composition_only_jepa,16,211,GFAP,0.23162903715703148,84
composition_only_jepa,16,211,Iba1,-0.227984205730485,84
composition_only_jepa,16,211,NeuN,0.31671560190341197,84
composition_only_jepa,16,307,6e10/A_beta,0.2374810165029867,84
composition_only_jepa,16,307,AT8,0.347959906854308,84
composition_only_jepa,16,307,GFAP,0.24343424116634607,84
composition_only_jepa,16,307,Iba1,0.018284904323175054,84
composition_only_jepa,16,307,NeuN,0.21923661030677333,84
heterogeneity_only_jepa,8,107,6e10/A_beta,0.3105396375417637,84
heterogeneity_only_jepa,8,107,AT8,0.2811987445580642,84
heterogeneity_only_jepa,8,107,GFAP,0.22563531436671055,84
heterogeneity_only_jepa,8,107,Iba1,0.1701123823023185,84
heterogeneity_only_jepa,8,107,NeuN,0.08336539435051128,84
heterogeneity_only_jepa,8,211,6e10/A_beta,0.36800647970031386,84
heterogeneity_only_jepa,8,211,AT8,0.3165738584590463,84
heterogeneity_only_jepa,8,211,GFAP,0.17624784853700518,84
heterogeneity_only_jepa,8,211,Iba1,0.32461273666092944,84
heterogeneity_only_jepa,8,211,NeuN,0.18783031284803078,84
heterogeneity_only_jepa,8,307,6e10/A_beta,0.264999493773413,84
heterogeneity_only_jepa,8,307,AT8,0.35119975701123823,84
heterogeneity_only_jepa,8,307,GFAP,0.22128176571833555,84
heterogeneity_only_jepa,8,307,Iba1,0.2326414903310722,84
heterogeneity_only_jepa,8,307,NeuN,0.1879518072289157,84
heterogeneity_only_jepa,16,107,6e10/A_beta,0.294502379264959,84
heterogeneity_only_jepa,16,107,AT8,0.27218791130910197,84
heterogeneity_only_jepa,16,107,GFAP,0.29180925382201073,84
heterogeneity_only_jepa,16,107,Iba1,0.06998076338969322,84
heterogeneity_only_jepa,16,107,NeuN,0.10503189227498229,84
heterogeneity_only_jepa,16,211,6e10/A_beta,0.35134150045560397,84
heterogeneity_only_jepa,16,211,AT8,0.27188417535688975,84
heterogeneity_only_jepa,16,211,GFAP,0.22539232560494082,84
heterogeneity_only_jepa,16,211,Iba1,0.26562721474131823,84
heterogeneity_only_jepa,16,211,NeuN,0.19696264047787787,84
heterogeneity_only_jepa,16,307,6e10/A_beta,0.23067733117343323,84
heterogeneity_only_jepa,16,307,AT8,0.2940568998683811,84
heterogeneity_only_jepa,16,307,GFAP,0.26271134960008097,84
heterogeneity_only_jepa,16,307,Iba1,0.18475245519894706,84
heterogeneity_only_jepa,16,307,NeuN,0.1441935810468766,84
heterogeneity_plus_composition_jepa,8,107,6e10/A_beta,0.12625291080287535,84
heterogeneity_plus_composition_jepa,8,107,AT8,0.2841956059532247,84
heterogeneity_plus_composition_jepa,8,107,GFAP,0.196193176065607,84
heterogeneity_plus_composition_jepa,8,107,Iba1,0.16889743849346966,84
heterogeneity_plus_composition_jepa,8,107,NeuN,0.28773919206236714,84
heterogeneity_plus_composition_jepa,8,211,6e10/A_beta,0.0023691404272552395,84
heterogeneity_plus_composition_jepa,8,211,AT8,0.30268300091120787,84
heterogeneity_plus_composition_jepa,8,211,GFAP,0.2030171104586413,84
heterogeneity_plus_composition_jepa,8,211,Iba1,0.19285208059127268,84
heterogeneity_plus_composition_jepa,8,211,NeuN,0.4021464007289663,84
heterogeneity_plus_composition_jepa,8,307,6e10/A_beta,0.018183659005770986,84
heterogeneity_plus_composition_jepa,8,307,AT8,0.3031487293712666,84
heterogeneity_plus_composition_jepa,8,307,GFAP,0.17505315379163713,84
heterogeneity_plus_composition_jepa,8,307,Iba1,0.11825453072795385,84
heterogeneity_plus_composition_jepa,8,307,NeuN,0.2657487091222031,84
heterogeneity_plus_composition_jepa,16,107,6e10/A_beta,0.1154601599676015,84
heterogeneity_plus_composition_jepa,16,107,AT8,0.3567277513415005,84
heterogeneity_plus_composition_jepa,16,107,GFAP,0.3079275083527387,84
heterogeneity_plus_composition_jepa,16,107,Iba1,0.13224663359319633,84
heterogeneity_plus_composition_jepa,16,107,NeuN,0.2676723701528804,84
heterogeneity_plus_composition_jepa,16,211,6e10/A_beta,0.03486888731396173,84
heterogeneity_plus_composition_jepa,16,211,AT8,0.25313354257365595,84
heterogeneity_plus_composition_jepa,16,211,GFAP,0.1628429685127063,84
heterogeneity_plus_composition_jepa,16,211,Iba1,-0.014316087880935508,84
heterogeneity_plus_composition_jepa,16,211,NeuN,0.3641186595119976,84
heterogeneity_plus_composition_jepa,16,307,6e10/A_beta,0.034382909790422196,84
heterogeneity_plus_composition_jepa,16,307,AT8,0.3758631163308697,84
heterogeneity_plus_composition_jepa,16,307,GFAP,0.2518578515743647,84
heterogeneity_plus_composition_jepa,16,307,Iba1,0.12414700820087073,84
heterogeneity_plus_composition_jepa,16,307,NeuN,0.25052141338463096,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,107,6e10/A_beta,0.29515034929634504,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,107,AT8,0.443110256150653,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,107,GFAP,0.25991697883972864,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,107,Iba1,0.0678951098511694,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,107,NeuN,0.513779487698694,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,211,6e10/A_beta,0.14694745368026726,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,211,AT8,0.5237622759947352,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,211,GFAP,0.19171813303634708,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,211,Iba1,0.035496608281866966,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,211,NeuN,0.5115520907158043,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,307,6e10/A_beta,0.20064797003138604,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,307,AT8,0.4689683102156525,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,307,GFAP,0.22431912524045766,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,307,Iba1,0.04483142654652223,84
negative_control_programming_plus_donor_shuffled_heterogeneity,8,307,NeuN,0.5428571428571428,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,107,6e10/A_beta,0.25904626911005363,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,107,AT8,0.4489824845600891,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,107,GFAP,0.25291080287536705,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,107,Iba1,0.057628834666396685,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,107,NeuN,0.4851878100637846,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,211,6e10/A_beta,0.12995848941986432,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,211,AT8,0.4336134453781512,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,211,GFAP,0.17478991596638657,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,211,Iba1,0.05197934595524957,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,211,NeuN,0.4957375721372887,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,307,6e10/A_beta,0.17472916877594413,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,307,AT8,0.4337146906955554,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,307,GFAP,0.18564341399210288,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,307,Iba1,0.0043737977118558265,84
negative_control_programming_plus_donor_shuffled_heterogeneity,16,307,NeuN,0.4862407613647869,84
programming_only_jepa,8,107,6e10/A_beta,0.299402652627316,84
programming_only_jepa,8,107,AT8,0.4488407411157234,84
programming_only_jepa,8,107,GFAP,0.2621848739495798,84
programming_only_jepa,8,107,Iba1,0.06724713981978335,84
programming_only_jepa,8,107,NeuN,0.5135364989369242,84
programming_only_jepa,8,211,6e10/A_beta,0.1527589348992609,84
programming_only_jepa,8,211,AT8,0.525645438898451,84
programming_only_jepa,8,211,GFAP,0.19354054874962032,84
programming_only_jepa,8,211,Iba1,0.035537106408828595,84
programming_only_jepa,8,211,NeuN,0.5144072086665992,84
programming_only_jepa,8,307,6e10/A_beta,0.19566670041510578,84
programming_only_jepa,8,307,AT8,0.4700820087070973,84
programming_only_jepa,8,307,GFAP,0.22883466639667918,84
programming_only_jepa,8,307,Iba1,0.04687658195808444,84
programming_only_jepa,8,307,NeuN,0.5435253619520097,84
programming_only_jepa,16,107,6e10/A_beta,0.26659916978839726,84
programming_only_jepa,16,107,AT8,0.44728156322770074,84
programming_only_jepa,16,107,GFAP,0.2548142148425635,84
programming_only_jepa,16,107,Iba1,0.05653538523843272,84
programming_only_jepa,16,107,NeuN,0.48911612837906243,84
programming_only_jepa,16,211,6e10/A_beta,0.14038675711248355,84
programming_only_jepa,16,211,AT8,0.429725625189835,84
programming_only_jepa,16,211,GFAP,0.17339273058621038,84
programming_only_jepa,16,211,Iba1,0.04329249772198036,84
programming_only_jepa,16,211,NeuN,0.49351017515439916,84
programming_only_jepa,16,307,6e10/A_beta,0.17632884479092842,84
programming_only_jepa,16,307,AT8,0.43582059329756007,84
programming_only_jepa,16,307,GFAP,0.19339880530525463,84
programming_only_jepa,16,307,Iba1,0.012270932469373292,84
programming_only_jepa,16,307,NeuN,0.48441834565151365,84
programming_plus_composition_jepa,8,107,6e10/A_beta,0.2947858661536904,84
programming_plus_composition_jepa,8,107,AT8,0.4440417130707705,84
programming_plus_composition_jepa,8,107,GFAP,0.2644122709324694,84
programming_plus_composition_jepa,8,107,Iba1,0.06908980459653741,84
programming_plus_composition_jepa,8,107,NeuN,0.5139009820795788,84
programming_plus_composition_jepa,8,211,6e10/A_beta,0.15986635618102663,84
programming_plus_composition_jepa,8,211,AT8,0.5288650399919004,84
programming_plus_composition_jepa,8,211,GFAP,0.1971043839222436,84
programming_plus_composition_jepa,8,211,Iba1,0.03827072997873849,84
programming_plus_composition_jepa,8,211,NeuN,0.5133340083021161,84
programming_plus_composition_jepa,8,307,6e10/A_beta,0.1956262022881442,84
programming_plus_composition_jepa,8,307,AT8,0.47326111167358514,84
programming_plus_composition_jepa,8,307,GFAP,0.23171003341095475,84
programming_plus_composition_jepa,8,307,Iba1,0.043960716816847226,84
programming_plus_composition_jepa,8,307,NeuN,0.5447403057608585,84
programming_plus_composition_jepa,16,107,6e10/A_beta,0.27332185886402754,84
programming_plus_composition_jepa,16,107,AT8,0.44193581046876584,84
programming_plus_composition_jepa,16,107,GFAP,0.25357902197023385,84
programming_plus_composition_jepa,16,107,Iba1,0.0478282879416827,84
programming_plus_composition_jepa,16,107,NeuN,0.48504606661941885,84
programming_plus_composition_jepa,16,211,6e10/A_beta,0.134352536195201,84
programming_plus_composition_jepa,16,211,AT8,0.4301913536498937,84
programming_plus_composition_jepa,16,211,GFAP,0.17389895717323073,84
programming_plus_composition_jepa,16,211,Iba1,0.03247949782322568,84
programming_plus_composition_jepa,16,211,NeuN,0.4888731396172927,84
programming_plus_composition_jepa,16,307,6e10/A_beta,0.1460969930140731,84
programming_plus_composition_jepa,16,307,AT8,0.4303533461577403,84
programming_plus_composition_jepa,16,307,GFAP,0.19111066113192265,84
programming_plus_composition_jepa,16,307,Iba1,0.009800546724713984,84
programming_plus_composition_jepa,16,307,NeuN,0.48142148425635317,84
programming_plus_heterogeneity_jepa,8,107,6e10/A_beta,0.29622354966082814,84
programming_plus_heterogeneity_jepa,8,107,AT8,0.4489824845600891,84
programming_plus_heterogeneity_jepa,8,107,GFAP,0.2641490331072188,84
programming_plus_heterogeneity_jepa,8,107,Iba1,0.06738888326414903,84
programming_plus_heterogeneity_jepa,8,107,NeuN,0.5136174951908474,84
programming_plus_heterogeneity_jepa,8,211,6e10/A_beta,0.15277918396274173,84
programming_plus_heterogeneity_jepa,8,211,AT8,0.5254226992001619,84
programming_plus_heterogeneity_jepa,8,211,GFAP,0.19443150754277613,84
programming_plus_heterogeneity_jepa,8,211,Iba1,0.03687354459856232,84
programming_plus_heterogeneity_jepa,8,211,NeuN,0.5140629745874253,84
programming_plus_heterogeneity_jepa,8,307,6e10/A_beta,0.19544396071681686,84
programming_plus_heterogeneity_jepa,8,307,AT8,0.473706591070163,84
programming_plus_heterogeneity_jepa,8,307,GFAP,0.2286119266983902,84
programming_plus_heterogeneity_jepa,8,307,Iba1,0.04562114002227397,84
programming_plus_heterogeneity_jepa,8,307,NeuN,0.547311936822922,84
programming_plus_heterogeneity_jepa,16,107,6e10/A_beta,0.2605446998076339,84
programming_plus_heterogeneity_jepa,16,107,AT8,0.44551989470486997,84
programming_plus_heterogeneity_jepa,16,107,GFAP,0.2552394451756606,84
programming_plus_heterogeneity_jepa,16,107,Iba1,0.05785157436468563,84
programming_plus_heterogeneity_jepa,16,107,NeuN,0.4890351321251392,84
programming_plus_heterogeneity_jepa,16,211,6e10/A_beta,0.14257365596841148,84
programming_plus_heterogeneity_jepa,16,211,AT8,0.4355168573453478,84
programming_plus_heterogeneity_jepa,16,211,GFAP,0.17497215753771386,84
programming_plus_heterogeneity_jepa,16,211,Iba1,0.04547939657790827,84
programming_plus_heterogeneity_jepa,16,211,NeuN,0.49444163207451663,84
programming_plus_heterogeneity_jepa,16,307,6e10/A_beta,0.17523539536296448,84
programming_plus_heterogeneity_jepa,16,307,AT8,0.4330667206641693,84
programming_plus_heterogeneity_jepa,16,307,GFAP,0.1944922547332186,84
programming_plus_heterogeneity_jepa,16,307,Iba1,0.015308291991495396,84
programming_plus_heterogeneity_jepa,16,307,NeuN,0.48798218082413686,84
programming_residualized_against_composition_jepa,8,107,6e10/A_beta,-0.19009820795788196,84
programming_residualized_against_composition_jepa,8,107,AT8,0.1305254631973271,84
programming_residualized_against_composition_jepa,8,107,GFAP,-0.013485876278222134,84
programming_residualized_against_composition_jepa,8,107,Iba1,-0.07072997873848336,84
programming_residualized_against_composition_jepa,8,107,NeuN,0.16636630555836793,84
programming_residualized_against_composition_jepa,8,211,6e10/A_beta,-0.28283891870001016,84
programming_residualized_against_composition_jepa,8,211,AT8,0.15526981877088186,84
programming_residualized_against_composition_jepa,8,211,GFAP,0.020613546623468666,84
programming_residualized_against_composition_jepa,8,211,Iba1,0.03464614761567278,84
programming_residualized_against_composition_jepa,8,211,NeuN,0.06220512301306066,84
programming_residualized_against_composition_jepa,8,307,6e10/A_beta,-0.2783233775437886,84
programming_residualized_against_composition_jepa,8,307,AT8,0.14026526273159867,84
programming_residualized_against_composition_jepa,8,307,GFAP,-0.09152576693327934,84
programming_residualized_against_composition_jepa,8,307,Iba1,-0.06003847322061354,84
programming_residualized_against_composition_jepa,8,307,NeuN,0.24805102763997167,84
programming_residualized_against_composition_jepa,16,107,6e10/A_beta,-0.2547534676521211,84
programming_residualized_against_composition_jepa,16,107,AT8,0.10815024805102764,84
programming_residualized_against_composition_jepa,16,107,GFAP,-0.051392123114305965,84
programming_residualized_against_composition_jepa,16,107,Iba1,-0.06082818669636529,84
programming_residualized_against_composition_jepa,16,107,NeuN,0.1696466538422598,84
programming_residualized_against_composition_jepa,16,211,6e10/A_beta,-0.3162498734433533,84
programming_residualized_against_composition_jepa,16,211,AT8,0.09166751037764505,84
programming_residualized_against_composition_jepa,16,211,GFAP,0.0495697074010327,84
programming_residualized_against_composition_jepa,16,211,Iba1,0.08028753670142756,84
programming_residualized_against_composition_jepa,16,211,NeuN,-0.0008909587931558166,84
programming_residualized_against_composition_jepa,16,307,6e10/A_beta,-0.3020957780702642,84
programming_residualized_against_composition_jepa,16,307,AT8,0.038756707502278026,84
programming_residualized_against_composition_jepa,16,307,GFAP,-0.17683507137794874,84
programming_residualized_against_composition_jepa,16,307,Iba1,-0.05556343019135365,84
programming_residualized_against_composition_jepa,16,307,NeuN,0.15664675508757722,84
