representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514396192809593,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.003846285782714383,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722812360371706,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581295267787604,-0.01210893996152678,-0.12774431815845344,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.01162006204371735,-0.04355573554723094,-0.17148778744290927,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06436712407580167,-0.013344132833856433,-0.1723282156980075,1.1882524490356445
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04631907129976831,0.2862407613647869,0.05079513035385397,1.4793527126312256
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.05958109654577964,0.16480712767034525,-0.10585478806305315,1.9903606176376343
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06662969830212266,-0.09413789612230435,-0.24750607844819927,4.00274133682251
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.059496283481524775,-0.08881239242685025,-0.2651594436400586,1.827898621559143
