dataset,gene,mean_high_minus_low,median_high_minus_low,mean_log1p_high_minus_low,n_donors,total_high_cells,total_low_cells,median_rank_sum_p,bh_q_median_p_within_dataset,direction
MTG,PLCG2,0.13739009468983382,0.15503287315368652,0.04474535240576817,78,1994,17762,0.2180364245600661,0.4360728491201322,higher_in_high_tail
MTG,PLD3,0.13657988416842926,0.13926301896572113,0.08115395597922496,78,1994,17762,0.4483768576639919,0.6311683212151833,higher_in_high_tail
MTG,CD4,0.12785137884127787,0.15077897906303406,0.06578838404936668,78,1994,17762,0.32398314685078516,0.5396596691894971,higher_in_high_tail
MTG,LGALS3,0.12582802627749073,0.10310773551464081,0.10633569159127103,78,1994,17762,0.5316854750867114,0.6513004940352201,higher_in_high_tail
MTG,LPL,0.1257912194929444,0.11710207909345627,0.10547811194108082,78,1994,17762,0.5427504116960167,0.6513004940352201,higher_in_high_tail
MTG,PTPN18,0.12546394574336517,0.13003262877464294,0.06959205025281662,78,1994,17762,0.43725366823179884,0.6311683212151833,higher_in_high_tail
MTG,BSG,0.07250073838692445,0.08200052380561829,0.05138265465696653,78,1994,17762,0.5755281986087221,0.6577465126956823,higher_in_high_tail
MTG,STAT1,0.060331230075695574,0.0448809489607811,0.03738202068668146,78,1994,17762,0.6610911622632407,0.7051639064141234,higher_in_high_tail
MTG,AP1G1,0.05835851148152963,0.07782131433486938,0.02547030399243037,78,1994,17762,0.47337624091138747,0.6311683212151833,higher_in_high_tail
MTG,IRF8,0.05688314732068624,0.086215078830719,0.03266254774270914,78,1994,17762,0.5046892009637252,0.637502148585758,higher_in_high_tail
MTG,FIP1L1,0.05033094225785671,0.03642147779464722,0.024508929214416407,78,1994,17762,0.6085341152446577,0.6638553984487175,higher_in_high_tail
MTG,IL27RA,0.04456905556174043,0.005797738209366798,0.036830566763782345,78,1994,17762,0.8261578373799665,0.8620777433530086,higher_in_high_tail
MTG,CST7,0.012194763140705151,-0.010721888858824968,0.00877849493199625,78,1994,17762,0.8907601129842322,0.909712455813684,higher_in_high_tail
MTG,SLAIN2,0.010150826703279447,-0.0038389116525650024,-0.0031527343850869397,78,1994,17762,0.5901290016780876,0.6587486530360047,higher_in_high_tail
MTG,SLC6A12,0.004050674957211296,-0.0030053473310545087,0.00318036636021227,78,1994,17762,0.9189325014225128,0.9189325014225128,higher_in_high_tail
MTG,APP,0.001134817416851337,0.004636332392692566,-0.007061323676353846,78,1994,17762,0.5634924495574596,0.6577465126956823,higher_in_high_tail
MTG,KIF2A,-0.015756547642059814,-0.018811479210853577,-0.02364719659090042,78,1994,17762,0.4933988083571606,0.637502148585758,lower_in_high_tail
MTG,SLC38A9,-0.020385543123269692,-0.027300164103507996,-0.025504684792115137,78,1994,17762,0.4640308520535155,0.6311683212151833,lower_in_high_tail
MTG,GSK3B,-0.021687536667554807,0.0024414658546447754,-0.017932066168540563,78,1994,17762,0.4355583102793835,0.6311683212151833,lower_in_high_tail
MTG,ERC1,-0.042439983441279486,-0.05462151765823364,-0.026417288642663222,78,1994,17762,0.30392326456392277,0.5396596691894971,lower_in_high_tail
MTG,PAFAH1B1,-0.09247286885212629,-0.09911167621612549,-0.049757382044425376,78,1994,17762,0.42023183811191706,0.6311683212151833,lower_in_high_tail
DLPFC,APOE,2.2697402222515786,2.2968368530273438,0.9036681154002882,73,2117,17985,3.984358973442875e-08,1.7834346743119745e-06,higher_in_high_tail
DLPFC,C1QC,1.5932018177150047,1.6581751108169556,0.7453054553025389,73,2117,17985,6.369409551114194e-08,1.7834346743119745e-06,higher_in_high_tail
DLPFC,B2M,1.5771457258969137,1.6365962028503418,0.6660193568223143,73,2117,17985,7.060878479454356e-07,6.590153247490732e-06,higher_in_high_tail
DLPFC,C1QB,1.495737664911845,1.557098388671875,0.6422788541610926,73,2117,17985,1.0698832101238953e-07,1.9971153255646045e-06,higher_in_high_tail
DLPFC,CD74,1.475834951825338,1.4878032207489014,0.5665873570801461,73,2117,17985,6.249330593279787e-07,6.590153247490732e-06,higher_in_high_tail
DLPFC,HLA-DRA,1.4456616921784127,1.4958988428115845,0.7106868051094551,73,2117,17985,2.803749399475537e-07,3.925249159265752e-06,higher_in_high_tail
DLPFC,HLA-DRB1,1.308822846575959,1.3394088745117188,0.6536181846710101,73,2117,17985,6.6776831348486445e-06,4.674378194394051e-05,higher_in_high_tail
DLPFC,C1QA,1.262109398841858,1.259609341621399,0.6684145653901035,73,2117,17985,7.66905734504834e-06,4.771857903585634e-05,higher_in_high_tail
DLPFC,TYROBP,1.097228079217754,1.1393176317214966,0.6306004658953784,73,2117,17985,4.887905060657048e-06,3.9103240485256385e-05,higher_in_high_tail
DLPFC,PSAP,1.0598719160850734,1.0787525177001953,0.433890553369914,73,2117,17985,9.205326450404517e-05,0.0004686348011115027,higher_in_high_tail
DLPFC,HLA-DPA1,0.9739557741439506,0.9948514103889465,0.575669623401067,73,2117,17985,3.408157327909083e-05,0.00019085681036290866,higher_in_high_tail
DLPFC,CTSD,0.9577037222581367,0.9360094666481018,0.5559640643123078,73,2117,17985,0.0001468818092087621,0.0006327216396685137,higher_in_high_tail
DLPFC,APOC1,0.8532760833224206,0.8336020112037659,0.5325502860423637,73,2117,17985,0.0011977306031348616,0.004192057110972015,higher_in_high_tail
DLPFC,HLA-DPB1,0.8527467003832124,0.8849666118621826,0.49526899011984266,73,2117,17985,0.00011724770683949763,0.000547155965250989,higher_in_high_tail
DLPFC,LAPTM5,0.7584223310424857,0.7553099393844604,0.3705615095079762,73,2117,17985,0.00032648139208019827,0.001305925568320793,higher_in_high_tail
DLPFC,AIF1,0.7412725409416303,0.7415454983711243,0.47465603523058436,73,2117,17985,0.001856043237785705,0.005774356739777749,higher_in_high_tail
DLPFC,CTSB,0.7301892082985133,0.7356610298156738,0.2705516758030408,73,2117,17985,0.0024310974017612546,0.006807072724931512,higher_in_high_tail
DLPFC,CTSS,0.703953307377149,0.6770433783531189,0.39361818849223934,73,2117,17985,0.001167933460379449,0.004192057110972015,higher_in_high_tail
DLPFC,TXNIP,0.6753492759515162,0.660868763923645,0.36499634425934047,73,2117,17985,0.002630369816868852,0.007014319511650273,higher_in_high_tail
DLPFC,NPC2,0.6518909057525739,0.6397628784179688,0.4294552004908862,73,2117,17985,0.0020030477217654204,0.005903719600992818,higher_in_high_tail
DLPFC,FCER1G,0.6119566325047244,0.6261812448501587,0.41743379208731324,73,2117,17985,0.004998574893331588,0.01272364518302586,higher_in_high_tail
DLPFC,GPX4,0.5914071110421664,0.5770546793937683,0.41345641108816616,73,2117,17985,0.0017058895403017766,0.005619400838641146,higher_in_high_tail
DLPFC,TREM2,0.533654260819089,0.5219441652297974,0.3746686532889327,73,2117,17985,0.006847659541543274,0.016672562362018407,higher_in_high_tail
DLPFC,SOD2,0.470214428354616,0.4241599142551422,0.29609566661593034,73,2117,17985,0.03556752437449581,0.07967125459887062,higher_in_high_tail
DLPFC,PRDX1,0.45765168969965964,0.4452540874481201,0.3404753540374645,73,2117,17985,0.02534352886235666,0.0591349006788322,higher_in_high_tail
DLPFC,MSR1,0.35604799365344114,0.3547844886779785,0.1702072800022282,73,2117,17985,0.14964161318746316,0.2831541263867588,higher_in_high_tail
DLPFC,LAMP2,0.35402126742960655,0.3250696361064911,0.23850475445593874,73,2117,17985,0.08494799162567665,0.18296490503991894,higher_in_high_tail
DLPFC,HMOX1,0.34877415664800226,0.34060078859329224,0.2582819879259149,73,2117,17985,0.1102579746934158,0.2286832067715291,higher_in_high_tail
DLPFC,IFITM3,0.2955179056854383,0.22934061288833618,0.2215846631650443,73,2117,17985,0.157830711874757,0.2851135440318191,higher_in_high_tail
DLPFC,UGCG,0.2676393610157379,0.27752888202667236,0.13427818311403875,73,2117,17985,0.15168971056433508,0.2831541263867588,higher_in_high_tail
DLPFC,NFKBIA,0.2645116931159202,0.22176727652549744,0.18424425401712116,73,2117,17985,0.2168387330884637,0.3571461486162931,higher_in_high_tail
DLPFC,CSF1R,0.24786854688435384,0.2801145315170288,0.09516438270268375,73,2117,17985,0.32752144348181456,0.5240343095709032,higher_in_high_tail
DLPFC,C3,0.24339862310723082,0.3265575170516968,0.09388806395334741,73,2117,17985,0.21678466437508637,0.3571461486162931,higher_in_high_tail
DLPFC,SOD1,0.22540614871333722,0.1872534453868866,0.1737792777688536,73,2117,17985,0.18780902649287956,0.32866579636253923,higher_in_high_tail
DLPFC,PLCG2,0.19456075233955905,0.2657524347305298,0.05613617170346926,73,2117,17985,0.12669196670153401,0.25338393340306803,higher_in_high_tail
DLPFC,LGALS3,0.15156063127446256,0.12940669059753418,0.12887462238104988,73,2117,17985,0.48324786215169035,0.616439752615403,higher_in_high_tail
DLPFC,CD4,0.14266401447661936,0.13342583179473877,0.08775016869584175,73,2117,17985,0.37137355068445155,0.5472873378507707,higher_in_high_tail
DLPFC,PTPN18,0.11407441880604992,0.11576831340789795,0.06903600590686275,73,2117,17985,0.4387898026190301,0.616439752615403,higher_in_high_tail
DLPFC,PLD3,0.11028702067185754,0.07554599642753601,0.06517963213463353,73,2117,17985,0.46359090144713677,0.616439752615403,higher_in_high_tail
DLPFC,LPL,0.10648355610056283,0.07803906500339508,0.08790967691281479,73,2117,17985,0.6706681190753494,0.7222579743888378,higher_in_high_tail
DLPFC,BSG,0.0860455502590088,0.08418245613574982,0.06312315038418116,73,2117,17985,0.500827015462666,0.616439752615403,higher_in_high_tail
DLPFC,IRF8,0.04612049419585973,0.06264990568161011,0.020867167576535107,73,2117,17985,0.5350957386197881,0.6242783617230862,higher_in_high_tail
DLPFC,SLC38A9,0.04608452952887914,0.04255977272987366,0.02094514402624679,73,2117,17985,0.4640829413752403,0.616439752615403,higher_in_high_tail
DLPFC,STAT1,0.043193359693435775,0.06356784701347351,0.026155248182277158,73,2117,17985,0.5047633196065051,0.616439752615403,higher_in_high_tail
DLPFC,GSK3B,0.024161114268106958,0.028461694717407227,0.004520233363321383,73,2117,17985,0.44541405768313935,0.616439752615403,higher_in_high_tail
DLPFC,FIP1L1,0.0227267811559651,0.017900973558425903,0.0033092964185427315,73,2117,17985,0.5223020347674288,0.6223173180207662,higher_in_high_tail
DLPFC,KIF2A,0.018130269156743404,0.01698353886604309,0.002274296667477856,73,2117,17985,0.5063612253626524,0.616439752615403,higher_in_high_tail
DLPFC,NQO1,0.008978603337572454,-0.003687068121507764,0.008028436720065058,73,2117,17985,0.933276025639967,0.933276025639967,higher_in_high_tail
DLPFC,SLC6A12,0.006953544012105016,-0.001957495464012027,0.005820992060662694,73,2117,17985,0.9296023638397932,0.933276025639967,higher_in_high_tail
DLPFC,IL27RA,0.006296517461385221,-0.013795752078294754,0.0035272118737538385,73,2117,17985,0.8330283780533134,0.8801809277544443,higher_in_high_tail
DLPFC,CST7,-0.0008490542906706464,-0.009819312952458858,-0.0014853423895084695,73,2117,17985,0.9247504575336767,0.933276025639967,lower_in_high_tail
DLPFC,AP1G1,-0.012646924959470148,-0.013891816139221191,-0.016969605055573867,73,2117,17985,0.5844180085316439,0.6545481695554412,lower_in_high_tail
DLPFC,SLAIN2,-0.018652948410543678,0.005780458450317383,-0.019176217995277824,73,2117,17985,0.6083635552773965,0.668007041088906,lower_in_high_tail
DLPFC,ERC1,-0.06401627439342134,-0.08037614822387695,-0.03641502334646983,73,2117,17985,0.36092496935862417,0.5462648184887284,lower_in_high_tail
DLPFC,PAFAH1B1,-0.06683696704368068,-0.10575693845748901,-0.04108624752253702,73,2117,17985,0.34969803599178084,0.5439747226538814,lower_in_high_tail
DLPFC,APP,-0.0871943031271843,-0.07191523909568787,-0.06746658539935334,73,2117,17985,0.5496565063418946,0.6281788643907367,lower_in_high_tail
