model,target,module,perturbation,intervention,Donor ID,prediction_model_scale_baseline,prediction_raw_scale_baseline,prediction_model_scale_perturbed,prediction_raw_scale_perturbed,delta_model_scale,delta_raw_scale
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H19.33.004,1.5269687,3.604199,1.5299479,3.6179361,0.0029791594,0.013737202
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.001,1.6766648,4.3476906,1.6764158,4.3463593,-0.0002490282,-0.0013313293
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.002,1.5561031,3.7403126,1.5565138,3.74226,0.000410676,0.001947403
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.004,1.7041134,4.49651,1.7087076,4.52182,0.004594207,0.02531004
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.005,1.51607,3.5542917,1.5175674,3.5611162,0.0014973879,0.0068244934
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.008,1.5380584,3.6555424,1.5381788,3.6561027,0.00012040138,0.00056028366
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.011,1.5349936,3.641296,1.5345834,3.6393924,-0.00041019917,-0.0019035339
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.012,1.248778,2.4860804,1.2490742,2.4871132,0.00029623508,0.0010328293
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.013,1.4522194,3.2725863,1.4516916,3.2703323,-0.0005277395,-0.0022540092
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.014,1.3362595,2.804785,1.3368298,2.8069556,0.00057029724,0.0021705627
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.015,1.6843674,4.389041,1.6855979,4.395676,0.0012304783,0.006635189
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.016,1.5484921,3.704371,1.549835,3.710693,0.0013428926,0.006321907
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.017,1.5816586,3.8630147,1.5824583,3.8669052,0.0007996559,0.0038905144
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.018,1.467897,3.3400984,1.4704366,3.3511343,0.0025395155,0.011035919
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,H20.33.019,1.6204411,4.05532,1.622461,4.0655413,0.0020198822,0.010221481
