stage67_run,input_inventory_written,legacy_cell_artifact_inventory_written,legacy_artifact_joinability_audit_written,sea_ad_h5ad_availability_audit_written,rare_tail_cell_join_plan_written,recommended_stage68_inputs_written,reports_written,docs_updated,stage67_run_pass,ready_for_stage68_cell_extraction,n_legacy_artifacts,n_direct_cell_join_candidates,n_expression_h5ads_ready,stage67_run_is_inventory_only,no_new_model_run,no_expression_contrast_run_yet,no_external_validation_claim,no_causal_claim,no_therapeutic_claim,no_validated_biomarker_claim,raw_data_not_committed,safety_audit_pass
True,True,True,True,True,True,True,True,True,True,True,242,79,16,True,True,True,True,True,True,True,True,True
