representation,target,n_donors,cv_scheme,r2_mean,r2_std,pearson_mean,spearman_mean,mae_mean,rmse_mean,oof_pearson,oof_spearman,status,notes,evaluation_source,mean_oof_spearman,real_minus_no_graph_mean_oof_spearman,conclusion_label
graph_jepa_real_graph_latent,percent AT8 positive area_Grey matter,84,5_fold_donor_cv,0.18322881258169038,0.07244221465507474,0.49220963891579306,0.5129411764705882,1.0163999477415147,1.2789483725425679,0.480217088274235,0.45726435152374206,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2891849751948973,0.03783335020755296,real_graph_outperforms_no_graph
graph_jepa_real_graph_latent,percent 6e10 positive area_Grey matter,84,5_fold_donor_cv,-0.6525871109066027,0.9410022562619942,0.1402698832788843,0.2253921568627451,2.1797166271801682,2.864679144837893,0.09600694895867616,0.18222132226384533,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2891849751948973,0.03783335020755296,real_graph_outperforms_no_graph
graph_jepa_real_graph_latent,percent GFAP positive area_Grey matter,84,5_fold_donor_cv,-0.18952310027262328,0.19292500539606744,0.1947534795141099,0.21843137254901962,3.6740918514518723,4.687918502548615,0.15771438511991065,0.18621038776956567,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2891849751948973,0.03783335020755296,real_graph_outperforms_no_graph
graph_jepa_real_graph_latent,percent Iba1 positive area_Grey matter,84,5_fold_donor_cv,-0.1714864657310021,0.21505040924062802,0.07745630980084357,0.10313725490196082,1.6962608299325173,2.2122388049277633,0.1082228297864324,0.12744760554824341,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2891849751948973,0.03783335020755296,real_graph_outperforms_no_graph
graph_jepa_real_graph_latent,percent NeuN positive area_Grey matter,84,5_fold_donor_cv,0.09621971473784721,0.4531253702019632,0.5256540399727337,0.5604901960784314,1.381853029996054,1.6924423356465048,0.43115667595298157,0.4927812088690898,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2891849751948973,0.03783335020755296,real_graph_outperforms_no_graph
graph_jepa_no_graph_identity_latent,percent AT8 positive area_Grey matter,84,5_fold_donor_cv,0.17325379803127886,0.05061656333075007,0.485297338334931,0.47882352941176476,1.0039914021144198,1.2892059724224951,0.4518194707346912,0.41453882757922444,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2513516249873443,0.03783335020755296,real_graph_outperforms_no_graph
graph_jepa_no_graph_identity_latent,percent 6e10 positive area_Grey matter,84,5_fold_donor_cv,-0.6493331316049167,0.8061016150800906,0.06385596102918589,0.16607843137254902,2.2295636224929902,2.9153590297851544,0.019914800646959017,0.14107522527083122,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2513516249873443,0.03783335020755296,real_graph_outperforms_no_graph
graph_jepa_no_graph_identity_latent,percent GFAP positive area_Grey matter,84,5_fold_donor_cv,-0.1888729880516958,0.18904205354875628,0.17411241179080467,0.20833333333333334,3.6707358132822967,4.682940226935147,0.11794407035720464,0.14735243494988357,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2513516249873443,0.03783335020755296,real_graph_outperforms_no_graph
graph_jepa_no_graph_identity_latent,percent Iba1 positive area_Grey matter,84,5_fold_donor_cv,-0.3071080030678882,0.26265486331080923,-0.05058336903704369,0.010784313725490224,1.7927862305549485,2.342064605719969,-0.06217784573671762,0.01700921332388377,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2513516249873443,0.03783335020755296,real_graph_outperforms_no_graph
graph_jepa_no_graph_identity_latent,percent NeuN positive area_Grey matter,84,5_fold_donor_cv,0.1888258166001866,0.3705691005716264,0.5807261066895091,0.5642156862745099,1.3400244668390937,1.6077987972163037,0.5016735070238244,0.5367824238128986,tested,Identical donor folds and ridge readout across available representations.,fresh_checkpoint_evaluation,0.2513516249873443,0.03783335020755296,real_graph_outperforms_no_graph
pca_expression_baseline,percent AT8 positive area_Grey matter,84,5_fold_donor_cv,0.1695402967152996,0.274647779965379,0.5349707590737008,0.4406862745098039,0.9546334737161424,1.2598084919910837,0.5491641011081727,0.3987445580641895,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28436974789915964,0.03783335020755296,real_graph_outperforms_no_graph
pca_expression_baseline,percent 6e10 positive area_Grey matter,84,5_fold_donor_cv,-1.02194652675046,1.331374466486745,0.2618857124866406,0.4304901960784314,2.335475062532636,3.000635045112925,0.2230599905480769,0.3088792143363369,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28436974789915964,0.03783335020755296,real_graph_outperforms_no_graph
pca_expression_baseline,percent GFAP positive area_Grey matter,84,5_fold_donor_cv,-0.3504497241227522,0.2885257047135178,0.1981692682464942,0.1542156862745098,3.839480557108678,4.957233738810588,0.1689213571949833,0.1635516857345347,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28436974789915964,0.03783335020755296,real_graph_outperforms_no_graph
pca_expression_baseline,percent Iba1 positive area_Grey matter,84,5_fold_donor_cv,-0.3010314647276677,0.3786980151095596,0.1122727494750907,0.1481372549019608,1.8139962335411437,2.322764089121025,0.1104402706915525,0.155796294421383,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28436974789915964,0.03783335020755296,real_graph_outperforms_no_graph
pca_expression_baseline,percent NeuN positive area_Grey matter,84,5_fold_donor_cv,0.0208439552639587,0.3988294326029542,0.4180717563406784,0.4104901960784314,1.4572544475691067,1.7773848252937388,0.3792447358449421,0.3948769869393541,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28436974789915964,0.03783335020755296,real_graph_outperforms_no_graph
