baseline_reference_path,baseline_reference_sha256,baseline_reference_status,baseline_reference_provenance_verified,archived_reference_compatibility,archived_reference_n_cells_compared,archived_reference_embedding_dimensions_compared,archived_max_absolute_difference,archived_mean_absolute_difference,archived_min_cosine_agreement,archived_mean_cosine_agreement,documented_tolerance_source,baseline_reproduction_pass,formal_reproduction_pass,baseline_reproduction_status,blocking_reason
results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_cell_embeddings.csv,c9d6a8542a2aede27e62101ae1815c26e61e8fb8db37eaf7eb1d8a79e07f8088,available_provenance_verified_by_checkpoint_script_feature_order_and_cell_match,True,compared_exact_matched_cells_and_embedding_columns,32,128,1.1920928955078125e-07,1.560701434755174e-08,0.9999998807907104,1.0,configs/stage75f_out_of_core_v1.yaml::stage76_perturbation_readiness.jepa.baseline_reproduction_tolerance,True,True,pass_approved_project_level_deterministic_inference_tolerance,
