dataset,embedding_space,external_donor_id,condition,n_cells,trajectory_AT8/pTau_score,trajectory_A beta/6e10_score,trajectory_GFAP_score,trajectory_Iba1_score,trajectory_NeuN_score,n_cells_before_filter,n_cells_after_filter,n_external_groups,n_jepa_genes,n_matched_genes,gene_overlap_fraction,control_centroid_shift_applied,control_centroid_shift_l2,missing_gene_imputation,alignment
GSE138852_Grubman_Leng,projector,AD1_AD2,AD,21,0.65509903,0.60877144,-1.0794425,0.97492594,0.83900505,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,AD3_AD4,AD,87,0.14994046,0.06653346,-1.6296593,0.85715777,0.5534532,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,AD5_AD6,AD,64,0.7329572,0.68148863,-1.2088096,1.0817698,0.9243839,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,Ct1_Ct2,Control,54,0.7039839,0.6529459,-1.1843108,1.0517384,0.8971085,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,Ct3_Ct4,Control,142,0.06852908,-0.029093705,-1.8533986,0.89516926,0.53386843,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
GSE138852_Grubman_Leng,projector,Ct5_Ct6,Control,81,0.28691167,0.23460773,-1.1290106,0.74331385,0.56728196,13214,449,6,2957,2626,0.8880622252282719,True,3.872709035873413,sea_ad_low_pathology_mean,control_centroid_shift
