representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514388591647348,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.003846277084148229,0.329776247848537,0.10248566801696257,1.4595979452133179
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722844611751117,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581293499548524,-0.01210893996152678,-0.12774431815845344,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620057238227018,-0.04355573554723094,-0.171487625549416,1.7882497310638428
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.062066627909871594,0.06495899564645136,-0.08564255936000209,1.1474369764328003
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04525323726452048,0.2705072390401944,0.04465918726883855,1.484717607498169
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.05731781814755568,0.1229725625189835,-0.12184963651724234,2.025099277496338
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06320788336967588,-0.08765819580844386,-0.2664597406748983,4.011722564697266
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.05621352318748904,-0.0722486584995444,-0.2642911278884936,1.8127923011779785
