dataset,regulator,control,dose,module,mean_module_delta,abs_mean_module_delta
MTG,SPI1,expression_only,1.0,antigen_presentation,0.0,0.0
MTG,SPI1,expression_only,1.0,interferon_inflammatory,0.0,0.0
MTG,SPI1,expression_only,1.0,oxidative_stress_gene_preserved,0.0,0.0
MTG,STAT1,expression_only,0.25,dam_lipid_trem2_apoe,0.0,0.0
MTG,STAT1,expression_only,0.25,lysosomal_endolysosomal,0.0,0.0
MTG,STAT1,expression_only,0.25,complement_phagocytosis,0.0,0.0
MTG,STAT1,expression_only,0.25,antigen_presentation,0.0,0.0
MTG,STAT1,expression_only,0.25,interferon_inflammatory,-0.012996810488402843,0.012996810488402843
MTG,STAT1,expression_only,0.25,oxidative_stress_gene_preserved,0.0,0.0
MTG,STAT1,expression_only,0.5,dam_lipid_trem2_apoe,0.0,0.0
MTG,STAT1,expression_only,0.5,lysosomal_endolysosomal,0.0,0.0
MTG,STAT1,expression_only,0.5,complement_phagocytosis,0.0,0.0
MTG,STAT1,expression_only,0.5,antigen_presentation,0.0,0.0
MTG,STAT1,expression_only,0.5,interferon_inflammatory,-0.025993620976805687,0.025993620976805687
MTG,STAT1,expression_only,0.5,oxidative_stress_gene_preserved,0.0,0.0
MTG,STAT1,expression_only,0.75,dam_lipid_trem2_apoe,0.0,0.0
MTG,STAT1,expression_only,0.75,lysosomal_endolysosomal,0.0,0.0
MTG,STAT1,expression_only,0.75,complement_phagocytosis,0.0,0.0
MTG,STAT1,expression_only,0.75,antigen_presentation,0.0,0.0
MTG,STAT1,expression_only,0.75,interferon_inflammatory,-0.038990430533885956,0.038990430533885956
MTG,STAT1,expression_only,0.75,oxidative_stress_gene_preserved,0.0,0.0
MTG,STAT1,expression_only,1.0,dam_lipid_trem2_apoe,0.0,0.0
MTG,STAT1,expression_only,1.0,lysosomal_endolysosomal,0.0,0.0
MTG,STAT1,expression_only,1.0,complement_phagocytosis,0.0,0.0
MTG,STAT1,expression_only,1.0,antigen_presentation,0.0,0.0
MTG,STAT1,expression_only,1.0,interferon_inflammatory,-0.051987241953611374,0.051987241953611374
MTG,STAT1,expression_only,1.0,oxidative_stress_gene_preserved,0.0,0.0
MTG,STAT3,expression_only,0.25,dam_lipid_trem2_apoe,0.0,0.0
MTG,STAT3,expression_only,0.25,lysosomal_endolysosomal,0.0,0.0
MTG,STAT3,expression_only,0.25,complement_phagocytosis,0.0,0.0
MTG,STAT3,expression_only,0.25,antigen_presentation,0.0,0.0
MTG,STAT3,expression_only,0.25,interferon_inflammatory,0.0,0.0
MTG,STAT3,expression_only,0.25,oxidative_stress_gene_preserved,0.0,0.0
MTG,STAT3,expression_only,0.5,dam_lipid_trem2_apoe,0.0,0.0
MTG,STAT3,expression_only,0.5,lysosomal_endolysosomal,0.0,0.0
MTG,STAT3,expression_only,0.5,complement_phagocytosis,0.0,0.0
MTG,STAT3,expression_only,0.5,antigen_presentation,0.0,0.0
MTG,STAT3,expression_only,0.5,interferon_inflammatory,0.0,0.0
MTG,STAT3,expression_only,0.5,oxidative_stress_gene_preserved,0.0,0.0
MTG,STAT3,expression_only,0.75,dam_lipid_trem2_apoe,0.0,0.0
MTG,STAT3,expression_only,0.75,lysosomal_endolysosomal,0.0,0.0
MTG,STAT3,expression_only,0.75,complement_phagocytosis,0.0,0.0
MTG,STAT3,expression_only,0.75,antigen_presentation,0.0,0.0
MTG,STAT3,expression_only,0.75,interferon_inflammatory,0.0,0.0
MTG,STAT3,expression_only,0.75,oxidative_stress_gene_preserved,0.0,0.0
MTG,STAT3,expression_only,1.0,dam_lipid_trem2_apoe,0.0,0.0
MTG,STAT3,expression_only,1.0,lysosomal_endolysosomal,0.0,0.0
MTG,STAT3,expression_only,1.0,complement_phagocytosis,0.0,0.0
MTG,STAT3,expression_only,1.0,antigen_presentation,0.0,0.0
MTG,STAT3,expression_only,1.0,interferon_inflammatory,0.0,0.0
MTG,STAT3,expression_only,1.0,oxidative_stress_gene_preserved,0.0,0.0
DLPFC,BACH1,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.0401487797498703,0.0401487797498703
DLPFC,BACH1,directed_stage72b,0.25,lysosomal_endolysosomal,-0.12268523126840591,0.12268523126840591
DLPFC,BACH1,directed_stage72b,0.25,complement_phagocytosis,-0.10804588347673416,0.10804588347673416
DLPFC,BACH1,directed_stage72b,0.25,antigen_presentation,-0.06377740949392319,0.06377740949392319
DLPFC,BACH1,directed_stage72b,0.25,interferon_inflammatory,-0.014400801621377468,0.014400801621377468
DLPFC,BACH1,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.022607440128922462,0.022607440128922462
DLPFC,BACH1,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.0802975445985794,0.0802975445985794
DLPFC,BACH1,directed_stage72b,0.5,lysosomal_endolysosomal,-0.24537046253681183,0.24537046253681183
DLPFC,BACH1,directed_stage72b,0.5,complement_phagocytosis,-0.21609176695346832,0.21609176695346832
DLPFC,BACH1,directed_stage72b,0.5,antigen_presentation,-0.12755483388900757,0.12755483388900757
DLPFC,BACH1,directed_stage72b,0.5,interferon_inflammatory,-0.028801603242754936,0.028801603242754936
DLPFC,BACH1,directed_stage72b,0.5,oxidative_stress_gene_preserved,-0.04521488398313522,0.04521488398313522
DLPFC,BACH1,directed_stage72b,0.75,dam_lipid_trem2_apoe,-0.12044631689786911,0.12044631689786911
DLPFC,BACH1,directed_stage72b,0.75,lysosomal_endolysosomal,-0.36805567145347595,0.36805567145347595
DLPFC,BACH1,directed_stage72b,0.75,complement_phagocytosis,-0.3241376280784607,0.3241376280784607
DLPFC,BACH1,directed_stage72b,0.75,antigen_presentation,-0.19133226573467255,0.19133226573467255
DLPFC,BACH1,directed_stage72b,0.75,interferon_inflammatory,-0.04320240393280983,0.04320240393280983
DLPFC,BACH1,directed_stage72b,0.75,oxidative_stress_gene_preserved,-0.06782232224941254,0.06782232224941254
DLPFC,BACH1,directed_stage72b,1.0,dam_lipid_trem2_apoe,-0.16059510409832,0.16059510409832
DLPFC,BACH1,directed_stage72b,1.0,lysosomal_endolysosomal,-0.49074092507362366,0.49074092507362366
DLPFC,BACH1,directed_stage72b,1.0,complement_phagocytosis,-0.43218353390693665,0.43218353390693665
DLPFC,BACH1,directed_stage72b,1.0,antigen_presentation,-0.25510966777801514,0.25510966777801514
DLPFC,BACH1,directed_stage72b,1.0,interferon_inflammatory,-0.05760320648550987,0.05760320648550987
DLPFC,BACH1,directed_stage72b,1.0,oxidative_stress_gene_preserved,-0.09042976796627045,0.09042976796627045
DLPFC,CEBPA,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.014875417575240135,0.014875417575240135
DLPFC,CEBPA,directed_stage72b,0.25,lysosomal_endolysosomal,-0.030364155769348145,0.030364155769348145
DLPFC,CEBPA,directed_stage72b,0.25,complement_phagocytosis,-0.018996860831975937,0.018996860831975937
DLPFC,CEBPA,directed_stage72b,0.25,antigen_presentation,-0.09045250713825226,0.09045250713825226
DLPFC,CEBPA,directed_stage72b,0.25,interferon_inflammatory,-0.01173196081072092,0.01173196081072092
DLPFC,CEBPA,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.020157966762781143,0.020157966762781143
DLPFC,CEBPA,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.029750823974609375,0.029750823974609375
DLPFC,CEBPA,directed_stage72b,0.5,lysosomal_endolysosomal,-0.060728322714567184,0.060728322714567184
DLPFC,CEBPA,directed_stage72b,0.5,complement_phagocytosis,-0.037993721663951874,0.037993721663951874
DLPFC,CEBPA,directed_stage72b,0.5,antigen_presentation,-0.18090501427650452,0.18090501427650452
DLPFC,CEBPA,directed_stage72b,0.5,interferon_inflammatory,-0.023463930934667587,0.023463930934667587
DLPFC,CEBPA,directed_stage72b,0.5,oxidative_stress_gene_preserved,-0.04031592980027199,0.04031592980027199
DLPFC,CEBPA,directed_stage72b,0.75,dam_lipid_trem2_apoe,-0.04462623968720436,0.04462623968720436
DLPFC,CEBPA,directed_stage72b,0.75,lysosomal_endolysosomal,-0.09109245240688324,0.09109245240688324
DLPFC,CEBPA,directed_stage72b,0.75,complement_phagocytosis,-0.056990575045347214,0.056990575045347214
DLPFC,CEBPA,directed_stage72b,0.75,antigen_presentation,-0.2713575065135956,0.2713575065135956
DLPFC,CEBPA,directed_stage72b,0.75,interferon_inflammatory,-0.03519589826464653,0.03519589826464653
DLPFC,CEBPA,directed_stage72b,0.75,oxidative_stress_gene_preserved,-0.06047390028834343,0.06047390028834343
DLPFC,CEBPA,directed_stage72b,1.0,dam_lipid_trem2_apoe,-0.05950165539979935,0.05950165539979935
DLPFC,CEBPA,directed_stage72b,1.0,lysosomal_endolysosomal,-0.12145660817623138,0.12145660817623138
DLPFC,CEBPA,directed_stage72b,1.0,complement_phagocytosis,-0.07598743587732315,0.07598743587732315
DLPFC,CEBPA,directed_stage72b,1.0,antigen_presentation,-0.36181002855300903,0.36181002855300903
DLPFC,CEBPA,directed_stage72b,1.0,interferon_inflammatory,-0.04692785441875458,0.04692785441875458
DLPFC,CEBPA,directed_stage72b,1.0,oxidative_stress_gene_preserved,-0.08063186705112457,0.08063186705112457
DLPFC,CEBPB,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.0451110377907753,0.0451110377907753
DLPFC,CEBPB,directed_stage72b,0.25,lysosomal_endolysosomal,-0.1192764937877655,0.1192764937877655
DLPFC,CEBPB,directed_stage72b,0.25,complement_phagocytosis,-0.10230769962072372,0.10230769962072372
DLPFC,CEBPB,directed_stage72b,0.25,antigen_presentation,-0.05704186111688614,0.05704186111688614
DLPFC,CEBPB,directed_stage72b,0.25,interferon_inflammatory,-0.015213975682854652,0.015213975682854652
DLPFC,CEBPB,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.02449122443795204,0.02449122443795204
DLPFC,CEBPB,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.0902220755815506,0.0902220755815506
DLPFC,CEBPB,directed_stage72b,0.5,lysosomal_endolysosomal,-0.238552987575531,0.238552987575531
DLPFC,CEBPB,directed_stage72b,0.5,complement_phagocytosis,-0.20461539924144745,0.20461539924144745
DLPFC,CEBPB,directed_stage72b,0.5,antigen_presentation,-0.11408369988203049,0.11408369988203049
DLPFC,CEBPB,directed_stage72b,0.5,interferon_inflammatory,-0.030427951365709305,0.030427951365709305
DLPFC,CEBPB,directed_stage72b,0.5,oxidative_stress_gene_preserved,-0.04898244887590408,0.04898244887590408
DLPFC,CEBPB,directed_stage72b,0.75,dam_lipid_trem2_apoe,-0.1353331208229065,0.1353331208229065
DLPFC,CEBPB,directed_stage72b,0.75,lysosomal_endolysosomal,-0.3578294515609741,0.3578294515609741
DLPFC,CEBPB,directed_stage72b,0.75,complement_phagocytosis,-0.3069230914115906,0.3069230914115906
DLPFC,CEBPB,directed_stage72b,0.75,antigen_presentation,-0.17112553119659424,0.17112553119659424
DLPFC,CEBPB,directed_stage72b,0.75,interferon_inflammatory,-0.045641928911209106,0.045641928911209106
DLPFC,CEBPB,directed_stage72b,0.75,oxidative_stress_gene_preserved,-0.07347366958856583,0.07347366958856583
DLPFC,CEBPB,directed_stage72b,1.0,dam_lipid_trem2_apoe,-0.1804441511631012,0.1804441511631012
DLPFC,CEBPB,directed_stage72b,1.0,lysosomal_endolysosomal,-0.477105975151062,0.477105975151062
DLPFC,CEBPB,directed_stage72b,1.0,complement_phagocytosis,-0.4092307984828949,0.4092307984828949
DLPFC,CEBPB,directed_stage72b,1.0,antigen_presentation,-0.22816739976406097,0.22816739976406097
DLPFC,CEBPB,directed_stage72b,1.0,interferon_inflammatory,-0.06085590273141861,0.06085590273141861
DLPFC,CEBPB,directed_stage72b,1.0,oxidative_stress_gene_preserved,-0.09796489775180817,0.09796489775180817
DLPFC,ELF1,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.05337224155664444,0.05337224155664444
DLPFC,ELF1,directed_stage72b,0.25,lysosomal_endolysosomal,-0.1203119233250618,0.1203119233250618
DLPFC,ELF1,directed_stage72b,0.25,complement_phagocytosis,-0.11067145317792892,0.11067145317792892
DLPFC,ELF1,directed_stage72b,0.25,antigen_presentation,-0.09191722422838211,0.09191722422838211
DLPFC,ELF1,directed_stage72b,0.25,interferon_inflammatory,-0.017314953729510307,0.017314953729510307
DLPFC,ELF1,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.02371092140674591,0.02371092140674591
DLPFC,ELF1,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.10674446821212769,0.10674446821212769
DLPFC,ELF1,directed_stage72b,0.5,lysosomal_endolysosomal,-0.2406238466501236,0.2406238466501236
DLPFC,ELF1,directed_stage72b,0.5,complement_phagocytosis,-0.22134286165237427,0.22134286165237427
DLPFC,ELF1,directed_stage72b,0.5,antigen_presentation,-0.1838344782590866,0.1838344782590866
DLPFC,ELF1,directed_stage72b,0.5,interferon_inflammatory,-0.034629907459020615,0.034629907459020615
DLPFC,ELF1,directed_stage72b,0.5,oxidative_stress_gene_preserved,-0.04742184281349182,0.04742184281349182
DLPFC,ELF1,directed_stage72b,0.75,dam_lipid_trem2_apoe,-0.16011671721935272,0.16011671721935272
DLPFC,ELF1,directed_stage72b,0.75,lysosomal_endolysosomal,-0.3609357476234436,0.3609357476234436
DLPFC,ELF1,directed_stage72b,0.75,complement_phagocytosis,-0.3320143222808838,0.3320143222808838
DLPFC,ELF1,directed_stage72b,0.75,antigen_presentation,-0.2757517397403717,0.2757517397403717
DLPFC,ELF1,directed_stage72b,0.75,interferon_inflammatory,-0.05194486305117607,0.05194486305117607
DLPFC,ELF1,directed_stage72b,0.75,oxidative_stress_gene_preserved,-0.07113275676965714,0.07113275676965714
DLPFC,ELF1,directed_stage72b,1.0,dam_lipid_trem2_apoe,-0.21348893642425537,0.21348893642425537
DLPFC,ELF1,directed_stage72b,1.0,lysosomal_endolysosomal,-0.4812476933002472,0.4812476933002472
DLPFC,ELF1,directed_stage72b,1.0,complement_phagocytosis,-0.4426857531070709,0.4426857531070709
DLPFC,ELF1,directed_stage72b,1.0,antigen_presentation,-0.3676689863204956,0.3676689863204956
DLPFC,ELF1,directed_stage72b,1.0,interferon_inflammatory,-0.06925981491804123,0.06925981491804123
DLPFC,ELF1,directed_stage72b,1.0,oxidative_stress_gene_preserved,-0.09484368562698364,0.09484368562698364
DLPFC,ETS1,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.007268638350069523,0.007268638350069523
DLPFC,ETS1,directed_stage72b,0.25,lysosomal_endolysosomal,-0.02615087665617466,0.02615087665617466
DLPFC,ETS1,directed_stage72b,0.25,complement_phagocytosis,-0.016650008037686348,0.016650008037686348
DLPFC,ETS1,directed_stage72b,0.25,antigen_presentation,-0.040504977107048035,0.040504977107048035
DLPFC,ETS1,directed_stage72b,0.25,interferon_inflammatory,-0.010170946829020977,0.010170946829020977
DLPFC,ETS1,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.00259013450704515,0.00259013450704515
DLPFC,ETS1,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.014537276700139046,0.014537276700139046
DLPFC,ETS1,directed_stage72b,0.5,lysosomal_endolysosomal,-0.05230177566409111,0.05230177566409111
DLPFC,ETS1,directed_stage72b,0.5,complement_phagocytosis,-0.0333000086247921,0.0333000086247921
DLPFC,ETS1,directed_stage72b,0.5,antigen_presentation,-0.08100995421409607,0.08100995421409607
DLPFC,ETS1,directed_stage72b,0.5,interferon_inflammatory,-0.020341897383332253,0.020341897383332253
DLPFC,ETS1,directed_stage72b,0.5,oxidative_stress_gene_preserved,-0.00518026715144515,0.00518026715144515
DLPFC,ETS1,directed_stage72b,0.75,dam_lipid_trem2_apoe,-0.021805915981531143,0.021805915981531143
DLPFC,ETS1,directed_stage72b,0.75,lysosomal_endolysosomal,-0.07845265418291092,0.07845265418291092
DLPFC,ETS1,directed_stage72b,0.75,complement_phagocytosis,-0.0499500147998333,0.0499500147998333
DLPFC,ETS1,directed_stage72b,0.75,antigen_presentation,-0.12151492387056351,0.12151492387056351
DLPFC,ETS1,directed_stage72b,0.75,interferon_inflammatory,-0.030512843281030655,0.030512843281030655
DLPFC,ETS1,directed_stage72b,0.75,oxidative_stress_gene_preserved,-0.007770403288304806,0.007770403288304806
DLPFC,ETS1,directed_stage72b,1.0,dam_lipid_trem2_apoe,-0.02907455340027809,0.02907455340027809
DLPFC,ETS1,directed_stage72b,1.0,lysosomal_endolysosomal,-0.10460355132818222,0.10460355132818222
DLPFC,ETS1,directed_stage72b,1.0,complement_phagocytosis,-0.0666000097990036,0.0666000097990036
DLPFC,ETS1,directed_stage72b,1.0,antigen_presentation,-0.16201990842819214,0.16201990842819214
DLPFC,ETS1,directed_stage72b,1.0,interferon_inflammatory,-0.04068378731608391,0.04068378731608391
DLPFC,ETS1,directed_stage72b,1.0,oxidative_stress_gene_preserved,-0.0103605380281806,0.0103605380281806
DLPFC,FOS,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.005168256815522909,0.005168256815522909
DLPFC,FOS,directed_stage72b,0.25,lysosomal_endolysosomal,-0.018837356939911842,0.018837356939911842
DLPFC,FOS,directed_stage72b,0.25,complement_phagocytosis,-0.018432140350341797,0.018432140350341797
DLPFC,FOS,directed_stage72b,0.25,antigen_presentation,-0.016819985583424568,0.016819985583424568
DLPFC,FOS,directed_stage72b,0.25,interferon_inflammatory,-0.008984980173408985,0.008984980173408985
DLPFC,FOS,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.00396322226151824,0.00396322226151824
DLPFC,FOS,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.010336508974432945,0.010336508974432945
DLPFC,FOS,directed_stage72b,0.5,lysosomal_endolysosomal,-0.03767470270395279,0.03767470270395279
DLPFC,FOS,directed_stage72b,0.5,complement_phagocytosis,-0.0368642695248127,0.0368642695248127
DLPFC,FOS,directed_stage72b,0.5,antigen_presentation,-0.033639974892139435,0.033639974892139435
DLPFC,FOS,directed_stage72b,0.5,interferon_inflammatory,-0.01796995848417282,0.01796995848417282
DLPFC,FOS,directed_stage72b,0.5,oxidative_stress_gene_preserved,-0.007926448248326778,0.007926448248326778
DLPFC,FOS,directed_stage72b,0.75,dam_lipid_trem2_apoe,-0.015504768118262291,0.015504768118262291
DLPFC,FOS,directed_stage72b,0.75,lysosomal_endolysosomal,-0.05651206150650978,0.05651206150650978
DLPFC,FOS,directed_stage72b,0.75,complement_phagocytosis,-0.0552964024245739,0.0552964024245739
DLPFC,FOS,directed_stage72b,0.75,antigen_presentation,-0.05045996606349945,0.05045996606349945
DLPFC,FOS,directed_stage72b,0.75,interferon_inflammatory,-0.02695493772625923,0.02695493772625923
DLPFC,FOS,directed_stage72b,0.75,oxidative_stress_gene_preserved,-0.011889670044183731,0.011889670044183731
DLPFC,FOS,directed_stage72b,1.0,dam_lipid_trem2_apoe,-0.020673030987381935,0.020673030987381935
DLPFC,FOS,directed_stage72b,1.0,lysosomal_endolysosomal,-0.07534944266080856,0.07534944266080856
DLPFC,FOS,directed_stage72b,1.0,complement_phagocytosis,-0.0737285390496254,0.0737285390496254
DLPFC,FOS,directed_stage72b,1.0,antigen_presentation,-0.06727994233369827,0.06727994233369827
DLPFC,FOS,directed_stage72b,1.0,interferon_inflammatory,-0.03593991696834564,0.03593991696834564
DLPFC,FOS,directed_stage72b,1.0,oxidative_stress_gene_preserved,-0.015852894634008408,0.015852894634008408
DLPFC,IRF8,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.01970697194337845,0.01970697194337845
DLPFC,IRF8,directed_stage72b,0.25,lysosomal_endolysosomal,-0.04970473051071167,0.04970473051071167
DLPFC,IRF8,directed_stage72b,0.25,complement_phagocytosis,-0.05183287337422371,0.05183287337422371
DLPFC,IRF8,directed_stage72b,0.25,antigen_presentation,-0.07679902017116547,0.07679902017116547
DLPFC,IRF8,directed_stage72b,0.25,interferon_inflammatory,-0.0020189834758639336,0.0020189834758639336
DLPFC,IRF8,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.008606016635894775,0.008606016635894775
DLPFC,IRF8,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.03941395878791809,0.03941395878791809
DLPFC,IRF8,directed_stage72b,0.5,lysosomal_endolysosomal,-0.09940946847200394,0.09940946847200394
DLPFC,IRF8,directed_stage72b,0.5,complement_phagocytosis,-0.10366574674844742,0.10366574674844742
DLPFC,IRF8,directed_stage72b,0.5,antigen_presentation,-0.15359807014465332,0.15359807014465332
DLPFC,IRF8,directed_stage72b,0.5,interferon_inflammatory,-0.0040379674173891544,0.0040379674173891544
DLPFC,IRF8,directed_stage72b,0.5,oxidative_stress_gene_preserved,-0.017212029546499252,0.017212029546499252
DLPFC,IRF8,directed_stage72b,0.75,dam_lipid_trem2_apoe,-0.05912092700600624,0.05912092700600624
DLPFC,IRF8,directed_stage72b,0.75,lysosomal_endolysosomal,-0.1491142064332962,0.1491142064332962
DLPFC,IRF8,directed_stage72b,0.75,complement_phagocytosis,-0.15549860894680023,0.15549860894680023
DLPFC,IRF8,directed_stage72b,0.75,antigen_presentation,-0.2303970754146576,0.2303970754146576
DLPFC,IRF8,directed_stage72b,0.75,interferon_inflammatory,-0.006056950427591801,0.006056950427591801
DLPFC,IRF8,directed_stage72b,0.75,oxidative_stress_gene_preserved,-0.02581804431974888,0.02581804431974888
DLPFC,IRF8,directed_stage72b,1.0,dam_lipid_trem2_apoe,-0.07882791012525558,0.07882791012525558
DLPFC,IRF8,directed_stage72b,1.0,lysosomal_endolysosomal,-0.19881893694400787,0.19881893694400787
DLPFC,IRF8,directed_stage72b,1.0,complement_phagocytosis,-0.20733149349689484,0.20733149349689484
DLPFC,IRF8,directed_stage72b,1.0,antigen_presentation,-0.30719611048698425,0.30719611048698425
DLPFC,IRF8,directed_stage72b,1.0,interferon_inflammatory,-0.008075933903455734,0.008075933903455734
DLPFC,IRF8,directed_stage72b,1.0,oxidative_stress_gene_preserved,-0.034424059092998505,0.034424059092998505
DLPFC,JUN,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.008783211931586266,0.008783211931586266
DLPFC,JUN,directed_stage72b,0.25,lysosomal_endolysosomal,-0.04318815842270851,0.04318815842270851
DLPFC,JUN,directed_stage72b,0.25,complement_phagocytosis,-0.03254135325551033,0.03254135325551033
DLPFC,JUN,directed_stage72b,0.25,antigen_presentation,-0.03393855690956116,0.03393855690956116
DLPFC,JUN,directed_stage72b,0.25,interferon_inflammatory,-0.017829271033406258,0.017829271033406258
DLPFC,JUN,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.010097917169332504,0.010097917169332504
DLPFC,JUN,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.017566420137882233,0.017566420137882233
DLPFC,JUN,directed_stage72b,0.5,lysosomal_endolysosomal,-0.08637633174657822,0.08637633174657822
DLPFC,JUN,directed_stage72b,0.5,complement_phagocytosis,-0.06508271396160126,0.06508271396160126
DLPFC,JUN,directed_stage72b,0.5,antigen_presentation,-0.06787712872028351,0.06787712872028351
DLPFC,JUN,directed_stage72b,0.5,interferon_inflammatory,-0.03565853834152222,0.03565853834152222
DLPFC,JUN,directed_stage72b,0.5,oxidative_stress_gene_preserved,-0.020195838063955307,0.020195838063955307
DLPFC,JUN,directed_stage72b,0.75,dam_lipid_trem2_apoe,-0.026349632069468498,0.026349632069468498
DLPFC,JUN,directed_stage72b,0.75,lysosomal_endolysosomal,-0.12956447899341583,0.12956447899341583
DLPFC,JUN,directed_stage72b,0.75,complement_phagocytosis,-0.09762405604124069,0.09762405604124069
DLPFC,JUN,directed_stage72b,0.75,antigen_presentation,-0.10181566327810287,0.10181566327810287
DLPFC,JUN,directed_stage72b,0.75,interferon_inflammatory,-0.05348781868815422,0.05348781868815422
DLPFC,JUN,directed_stage72b,0.75,oxidative_stress_gene_preserved,-0.030293753370642662,0.030293753370642662
DLPFC,JUN,directed_stage72b,1.0,dam_lipid_trem2_apoe,-0.035132840275764465,0.035132840275764465
DLPFC,JUN,directed_stage72b,1.0,lysosomal_endolysosomal,-0.17275264859199524,0.17275264859199524
DLPFC,JUN,directed_stage72b,1.0,complement_phagocytosis,-0.13016541302204132,0.13016541302204132
DLPFC,JUN,directed_stage72b,1.0,antigen_presentation,-0.13575422763824463,0.13575422763824463
DLPFC,JUN,directed_stage72b,1.0,interferon_inflammatory,-0.07131708413362503,0.07131708413362503
DLPFC,JUN,directed_stage72b,1.0,oxidative_stress_gene_preserved,-0.040391676127910614,0.040391676127910614
DLPFC,MAF,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.0214583370834589,0.0214583370834589
DLPFC,MAF,directed_stage72b,0.25,lysosomal_endolysosomal,-0.04345036670565605,0.04345036670565605
DLPFC,MAF,directed_stage72b,0.25,complement_phagocytosis,-0.048491764813661575,0.048491764813661575
DLPFC,MAF,directed_stage72b,0.25,antigen_presentation,-0.06784223765134811,0.06784223765134811
DLPFC,MAF,directed_stage72b,0.25,interferon_inflammatory,-0.013833669945597649,0.013833669945597649
DLPFC,MAF,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.010953858494758606,0.010953858494758606
DLPFC,MAF,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.042916666716337204,0.042916666716337204
DLPFC,MAF,directed_stage72b,0.5,lysosomal_endolysosomal,-0.0869007483124733,0.0869007483124733
DLPFC,MAF,directed_stage72b,0.5,complement_phagocytosis,-0.09698352217674255,0.09698352217674255
DLPFC,MAF,directed_stage72b,0.5,antigen_presentation,-0.13568447530269623,0.13568447530269623
DLPFC,MAF,directed_stage72b,0.5,interferon_inflammatory,-0.027667339891195297,0.027667339891195297
DLPFC,MAF,directed_stage72b,0.5,oxidative_stress_gene_preserved,-0.021907716989517212,0.021907716989517212
DLPFC,MAF,directed_stage72b,0.75,dam_lipid_trem2_apoe,-0.06437500566244125,0.06437500566244125
DLPFC,MAF,directed_stage72b,0.75,lysosomal_endolysosomal,-0.13035112619400024,0.13035112619400024
DLPFC,MAF,directed_stage72b,0.75,complement_phagocytosis,-0.14547528326511383,0.14547528326511383
DLPFC,MAF,directed_stage72b,0.75,antigen_presentation,-0.20352669060230255,0.20352669060230255
DLPFC,MAF,directed_stage72b,0.75,interferon_inflammatory,-0.04150101915001869,0.04150101915001869
DLPFC,MAF,directed_stage72b,0.75,oxidative_stress_gene_preserved,-0.032861579209566116,0.032861579209566116
DLPFC,MAF,directed_stage72b,1.0,dam_lipid_trem2_apoe,-0.08583333343267441,0.08583333343267441
DLPFC,MAF,directed_stage72b,1.0,lysosomal_endolysosomal,-0.1738014966249466,0.1738014966249466
DLPFC,MAF,directed_stage72b,1.0,complement_phagocytosis,-0.1939670443534851,0.1939670443534851
DLPFC,MAF,directed_stage72b,1.0,antigen_presentation,-0.27136895060539246,0.27136895060539246
DLPFC,MAF,directed_stage72b,1.0,interferon_inflammatory,-0.05533468723297119,0.05533468723297119
DLPFC,MAF,directed_stage72b,1.0,oxidative_stress_gene_preserved,-0.04381544515490532,0.04381544515490532
DLPFC,MAFB,directed_stage72b,0.25,dam_lipid_trem2_apoe,-0.02538289688527584,0.02538289688527584
DLPFC,MAFB,directed_stage72b,0.25,lysosomal_endolysosomal,-0.07285339385271072,0.07285339385271072
DLPFC,MAFB,directed_stage72b,0.25,complement_phagocytosis,-0.06422711908817291,0.06422711908817291
DLPFC,MAFB,directed_stage72b,0.25,antigen_presentation,-0.02194109372794628,0.02194109372794628
DLPFC,MAFB,directed_stage72b,0.25,interferon_inflammatory,-0.01156801450997591,0.01156801450997591
DLPFC,MAFB,directed_stage72b,0.25,oxidative_stress_gene_preserved,-0.018335871398448944,0.018335871398448944
DLPFC,MAFB,directed_stage72b,0.5,dam_lipid_trem2_apoe,-0.05076579749584198,0.05076579749584198
