stage35c_run,stage35c_skipped,best_stage35c_condition,best_stage35c_mean_pooled_oof_spearman,best_real_module_graph_condition,best_real_module_graph_mean_pooled_oof_spearman,stage27c_reference_mean,best_minus_stage27c,best_real_minus_no_graph,best_real_minus_matched_strict,all_five_targets_reported,target_degradation_gate_pass,leakage_audit_pass,stage35c_internal_performance_pass,stage35c_module_graph_specific_pass,n_target_specific_rescue_candidates,controlled_interpretation
True,False,module_graph_real_overlap_aux_weight_0_1_ridge,0.32726536397691613,module_graph_real_overlap_aux_weight_0_1_ridge,0.32726536397691613,0.3267024400121495,0.0005629239647666484,0.0005629239647666484,0.0036731801154197274,True,True,True,True,True,1,Stage 35C completed under guarded internal benchmark rules.
