model,target,module,perturbation,intervention,n_genes_perturbed,genes,mean_delta_model_scale,mean_delta_raw_scale,median_delta_raw_scale,abs_mean_delta_raw_scale,n_donors,n_cells,source_file,target_short,effect_direction
upgrade_fine_08,percent Iba1 positive area_Grey matter,at8_associated_first_pass,DRAM1,global_mean,1,DRAM1,-7.259987614816055e-05,-0.000341162784025,-0.0002205371856689,0.000341162784025,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_iba1.csv,Iba1,down
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,APP,global_mean,1,APP,0.0111058754846453,0.0391351990401744,0.0342936515808105,0.0391351990401744,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,senescence_stress,HSP90AA1,global_mean,1,HSP90AA1,0.0093994867056608,0.0331625379621982,0.0302834510803222,0.0331625379621982,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,STAT3,global_mean,1,STAT3,0.0076953461393713,0.0269622858613729,0.0231498479843139,0.0269622858613729,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,GRB2,global_mean,1,GRB2,0.0072679896838963,0.0257304348051548,0.0222824811935424,0.0257304348051548,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,at8_associated_first_pass;disease_associated_microglia;lysosome_phagocytosis;plaque_response,CTSD,global_mean,1,CTSD,0.0070088002830743,0.024592014029622,0.0214656591415405,0.024592014029622,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,BCL2,global_mean,1,BCL2,0.0069937356747686,0.0245520677417516,0.0227636098861694,0.0245520677417516,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,MAPK1,global_mean,1,MAPK1,0.0064293523319065,0.0226683020591735,0.0201197862625122,0.0226683020591735,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,RHOA,global_mean,1,RHOA,-0.0054543423466384,-0.0193107761442661,-0.0174851417541503,0.0193107761442661,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,down
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,CD4,global_mean,1,CD4,0.0054562957957386,0.0192602612078189,0.0171455144882202,0.0192602612078189,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,HIF1A,global_mean,1,HIF1A,0.0054245418868958,0.0189800355583429,0.0173192024230957,0.0189800355583429,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,chemokine_migration;homeostatic_microglia;synapse_pruning,CX3CR1,global_mean,1,CX3CR1,0.0041455710306763,0.0146571965888142,0.013559341430664,0.0146571965888142,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,antigen_presentation,CD74,global_mean,1,CD74,0.003057935507968,0.0108898505568504,0.0098263025283813,0.0108898505568504,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,at8_associated_first_pass,PTPRG,global_mean,1,PTPRG,0.0030001401901245,0.0105366762727499,0.0086524486541748,0.0105366762727499,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,TLR2,global_mean,1,TLR2,0.0028871304821223,0.010104227811098,0.0091266632080078,0.010104227811098,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,ROCK1,global_mean,1,ROCK1,0.0024926960468292,0.008645225316286,0.0079820156097412,0.008645225316286,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,unannotated,UGCG,global_mean,1,UGCG,0.0024726518895477,0.0086247576400637,0.0079215764999389,0.0086247576400637,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,homeostatic_microglia,CSF1R,global_mean,1,CSF1R,0.0024431277997791,0.0085136238485574,0.0082402229309082,0.0085136238485574,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,homeostatic_microglia,P2RY13,global_mean,1,P2RY13,0.0020106812007725,0.0070418999530375,0.0062376260757446,0.0070418999530375,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,disease_associated_microglia;lipid_metabolism;plaque_response,APOE,global_mean,1,APOE,0.0019073968287557,0.0070380852557718,0.0058741569519042,0.0070380852557718,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,homeostatic_microglia,P2RY12,global_mean,1,P2RY12,0.0017765732482075,0.0059307105839252,0.0061373710632324,0.0059307105839252,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,lipid_metabolism,PLCG2,global_mean,1,PLCG2,0.0009338955278508,0.0030679134652018,0.003198504447937,0.0030679134652018,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,at8_associated_first_pass,CHI3L1,global_mean,1,CHI3L1,-0.0007269878988154,-0.0025349627248942,-0.0023556947708129,0.0025349627248942,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,down
upgrade_fine_08,percent NeuN positive area_Grey matter,at8_associated_first_pass,DRAM1,global_mean,1,DRAM1,0.0004002324130851,0.0013625422725453,0.0009046792984008,0.0013625422725453,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,vascular_barrier_myeloid,F13A1,global_mean,1,F13A1,-0.0001009759434964,-0.0004063220112584,-0.001594066619873,0.0004063220112584,84,11666,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,NeuN,down
