exact_stage69_reproduction_pass,mean_beats_stage27c,mean_reaches_material_rescue_threshold,mean_beats_no_aux,mean_beats_shuffled_aux,bootstrap_delta_vs_stage27c_positive,bootstrap_delta_vs_no_aux_positive,bootstrap_delta_vs_shuffled_aux_positive,target_guards_pass,beats_stage41c_unlocked,mean_rare_aux,mean_no_aux,mean_shuffled_aux,robustness_pass,benchmark_lock_candidate_pass,new_locked_benchmark_pass,clean_external_validation_pass
True,True,True,True,True,False,True,True,True,False,0.33568006174024184,0.31686845403521846,0.3157309457909375,True,False,False,False
