real_graph_model,control_model,metric,real_graph_score,control_score,delta,real_graph_beats_control
real_string_t900_diffusion_jepa,raw_jepa_no_graph,mean_pooled_oof_spearman,0.3042340791738382,0.3042340791738382,0.0,False
real_string_t900_diffusion_jepa,identity_diffusion_jepa,mean_pooled_oof_spearman,0.3042340791738382,0.3042340791738382,0.0,False
real_string_t900_diffusion_jepa,beta0_diffusion_jepa,mean_pooled_oof_spearman,0.3042340791738382,0.3042340791738382,0.0,False
real_string_t900_diffusion_jepa,random_graph_diffusion_jepa,mean_pooled_oof_spearman,0.3042340791738382,0.3042340791738382,0.0,False
real_string_t900_diffusion_jepa,gene_label_shuffled_graph_jepa,mean_pooled_oof_spearman,0.3042340791738382,0.3042340791738382,0.0,False
real_string_t900_diffusion_jepa,degree_preserving_shuffled_graph_jepa,mean_pooled_oof_spearman,0.3042340791738382,0.3042340791738382,0.0,False
