model,target,module,perturbation,intervention,n_genes_perturbed,genes,mean_delta_model_scale,mean_delta_raw_scale,median_delta_raw_scale,abs_mean_delta_raw_scale,n_donors,n_cells
upgrade_fine_08,percent GFAP positive area_Grey matter,homeostatic_microglia,homeostatic_microglia,global_mean,10,CSF1R;CX3CR1;GPR34;HEXB;OLFML3;P2RY12;P2RY13;SALL1;SELPLG;TMEM119,0.016489390283823013,0.09746106714010239,0.08032917976379395,0.09746106714010239,84,11666
upgrade_fine_08,percent GFAP positive area_Grey matter,lysosome_phagocytosis,lysosome_phagocytosis,global_mean,10,CD68;CTSB;CTSD;CTSS;FCGR3A;LAMP1;LAMP2;LAPTM5;MERTK;NPC2,0.014157387427985668,0.08291153609752655,0.07023859024047852,0.08291153609752655,84,11666
upgrade_fine_08,percent GFAP positive area_Grey matter,lipid_metabolism,lipid_metabolism,global_mean,9,ABCA1;ABCA7;APOE;CLU;LPL;MSR1;PLCG2;SORL1;TREM2,0.013173704035580158,0.07849889993667603,0.06730794906616211,0.07849889993667603,84,11666
upgrade_fine_08,percent GFAP positive area_Grey matter,senescence_stress,senescence_stress,global_mean,10,CDKN1A;CDKN2A;DDIT3;FOS;GADD45A;HSP90AA1;HSPA1A;HSPA1B;JUN;SERPINE1,0.010824769735336304,0.06355512142181396,0.05602097511291504,0.06355512142181396,84,11666
upgrade_fine_08,percent GFAP positive area_Grey matter,disease_associated_microglia,disease_associated_microglia,global_mean,13,APOE;AXL;CD9;CLEC7A;CST7;CTSD;GPNMB;ITGAX;LGALS3;LPL;SPP1;TREM2;TYROBP,0.008599319495260715,0.049775369465351105,0.04069852828979492,0.049775369465351105,84,11666
upgrade_fine_08,percent GFAP positive area_Grey matter,plaque_response,plaque_response,global_mean,12,APOE;AXL;CLEC7A;CST7;CTSD;GPNMB;ITGAX;LGALS3;LPL;SPP1;TREM2;TYROBP,0.00827233400195837,0.0478520505130291,0.03874921798706055,0.0478520505130291,84,11666
upgrade_fine_08,percent GFAP positive area_Grey matter,antigen_presentation,antigen_presentation,global_mean,10,B2M;CD74;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;TAP1;TAP2,0.0044385395012795925,0.024083450436592102,0.02225208282470703,0.024083450436592102,84,11666
upgrade_fine_08,percent GFAP positive area_Grey matter,vascular_barrier_myeloid,vascular_barrier_myeloid,global_mean,10,C1QA;C1QB;C1QC;CD163;F13A1;LYVE1;MARCO;MERTK;MRC1;MSR1,0.0025491160340607166,0.01252987515181303,0.019659996032714844,0.01252987515181303,84,11666
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,9,C1QA;C1QB;C1QC;C3;C4A;C4B;CFH;SERPING1;VSIG4,-0.0014524133875966072,-0.009919635020196438,-0.006201744079589844,0.009919635020196438,84,11666
upgrade_fine_08,percent GFAP positive area_Grey matter,inflammatory_signaling,inflammatory_signaling,global_mean,11,CCL2;CCL3;CCL4;CXCL8;IL18;IL1B;IL27RA;IL6;NFKBIA;TNF;TNFRSF11B,-0.0003642439842224121,-0.002931279828771949,0.0002512931823730469,0.002931279828771949,84,11666
