source_path,feature_class_guess,risk_tier,allowed_for_benchmark_candidate,comparator_only,forbidden,reason,recommended_use
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022.log,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022_donor.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022_metadata.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022_normalized.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023.log,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023_donor.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023_metadata.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023_normalized.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024.log,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024_donor.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024_metadata.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024_normalized.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025.log,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025_donor.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025_metadata.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025_normalized.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026.log,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026_donor.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026_metadata.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026_normalized.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027.log,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027_donor.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027_metadata.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027_normalized.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\contiguous_10k_ridge_pathology_500genes.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\discovery_graph_connected_feature_wide_pathology_axis_fingerprints.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\discovery_pathology_axis_gene_fingerprints.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\discovery_pathology_axis_label_changes.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\discovery_pathology_axis_module_fingerprints.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\discovery_pilot_feature_wide_pathology_axis_counterfactuals.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\gse138852_graph_jepa_zero_shot_aligned_predicted_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\gse138852_graph_jepa_zero_shot_baseline_predicted_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\gse138852_graph_jepa_zero_shot_predicted_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\pathology_head_gene_counterfactual_donor.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\pathology_head_gene_counterfactual_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\pathology_head_module_counterfactual_donor.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\pathology_head_module_counterfactual_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\pathology_head_stage_b_frozen_donor_embeddings.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\pathology_head_stage_b_lp_metrics.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\pathology_head_stage_b_lp_oof_predictions.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\pathology_latent_weights.csv,pathology_named_candidate,0,True,False,False,safe internal module/latent reference,reference_or_lock_candidate_baseline
results\tables\sea_ad_low_pathology_anchor_audit_donors.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\sea_ad_low_pathology_anchor_audit_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\sea_ad_low_pathology_microglia_pvm_relaxed_subset_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\sea_ad_low_pathology_microglia_pvm_strict_subset_summary.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage38a_pathology_metadata_summary_v1.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage39a_pathology_label_harmonization_v1.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_a_frozen_sea_ad_low_pathology_relaxed_coordinates.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_a_frozen_sea_ad_low_pathology_strict_coordinates.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_b_rehearsal_sea_ad_low_pathology_relaxed_coordinates.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_b_rehearsal_sea_ad_low_pathology_relaxed_drift.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_elastic_cov001_epoch_005_donor_embedding_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_elastic_cov001_epoch_010_donor_embedding_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_elastic_w005_epoch_005_donor_embedding_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_elastic_w005_epoch_010_donor_embedding_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_epoch_005_donor_embedding_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_epoch_010_donor_embedding_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_epoch_015_donor_embedding_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_rehearsal_donor_embedding_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_rehearsal_sea_ad_low_pathology_relaxed_coordinates.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_rehearsal_sea_ad_low_pathology_relaxed_drift.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_01_base_elastic_epoch_005_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_01_base_elastic_epoch_010_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_02_goldilocks_epoch_005_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_02_goldilocks_epoch_010_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_03_mod_cov_epoch_005_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_03_mod_cov_epoch_010_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_04_loose_anchor_epoch_005_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_04_loose_anchor_epoch_010_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_05_tight_anchor_epoch_005_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_sweep_05_tight_anchor_epoch_010_ridge_pathology.csv,pathology_named_candidate,3,False,True,False,pathology-named file may encode target burden directly,comparator_or_manual_review_only
results\tables\stage_c_upgrade_fine_08_pathology_latent_weights.csv,pathology_named_candidate,0,True,False,False,safe internal module/latent reference,reference_or_lock_candidate_baseline
results\reports\discovery_graph_neighborhood_coherence.md,spatial_or_neighborhood_candidate,2,False,False,False,biologically meaningful but target-adjacent feature class,caution_candidate_after_proxy_audit
results\reports\discovery_scorecard_v2_graph_neighborhood_coherence.md,spatial_or_neighborhood_candidate,2,False,False,False,biologically meaningful but target-adjacent feature class,caution_candidate_after_proxy_audit
results\tables\discovery_graph_neighborhood_coherence.csv,spatial_or_neighborhood_candidate,2,False,False,False,biologically meaningful but target-adjacent feature class,caution_candidate_after_proxy_audit
results\tables\discovery_scorecard_v2_graph_neighborhood_coherence.csv,spatial_or_neighborhood_candidate,2,False,False,False,biologically meaningful but target-adjacent feature class,caution_candidate_after_proxy_audit
