candidate_id,source_stage,model_name,mean_pooled_oof_spearman,delta_vs_stage27c,delta_vs_material_threshold_0_3317,score_recomputed_from_oof_predictions,oof_predictions_available,confirmation_status,interpretation
stage27c_locked_reference,Stage 27C,module_pca_ridge,0.3267024400121495,0.0,-0.0050000000000000044,True,True,recomputed_from_oof,does_not_beat_stage27c
stage39c_rank_int_module_pca_ridge,Stage 39C,rank_int_module_pca_ridge,0.34580945631264554,0.01910701630049605,0.014107016300496045,True,True,recomputed_from_oof,point_estimate_above_stage27c
stage39d_no_pseudo_no_seaad_restricted,Stage 39D,sensitivity_no_pseudo_no_seaad_latent_composition_ridge,0.31541966184063985,-0.011282778171509633,-0.016282778171509638,False,False,summary_only,does_not_beat_stage27c
stage39d_rank_int_latent_composition_ridge_proxy_risk,Stage 39D,rank_int_latent_composition_ridge,0.5048658499544396,0.17816340994229013,0.17316340994229013,True,True,recomputed_from_oof,point_estimate_above_stage27c
stage39e_rank_inverse_normal_module_direct_elasticnet,Stage 39E,rank_inverse_normal_module_direct_elasticnet,0.3785125675672884,0.05181012755513892,0.046810127555138914,True,True,recomputed_from_oof,point_estimate_above_stage27c
stage39e_rank_inverse_normal_module_pca8_ridge,Stage 39E,rank_inverse_normal_module_pca8_ridge,0.35808116279206914,0.031378722779919654,0.02637872277991965,True,True,recomputed_from_oof,point_estimate_above_stage27c
