dataset_id,local_path,obs_column
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,source_obs_id
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,dataset_id
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,assay
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,cell_type
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,tissue
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,disease
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,donor_id
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,species
b165f033-9dec-468a-9248-802fc6902a74,data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,stage32c_source_dataset_id
