model_variant,latent_dim,seed,fold_id,target,donor_id,chosen_branch,y_true,y_pred
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H20.33.024,programming_plus_state_module,1.877288571,1.3165153499215876
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H20.33.026,programming_plus_state_module,6.760132171,2.476751449073889
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H20.33.027,programming_plus_state_module,0.622260668,2.814050669320792
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H20.33.032,programming_plus_state_module,2.207219434,1.7612879165566955
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H20.33.034,programming_plus_state_module,0.233687244,2.6225442730301554
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H20.33.043,programming_plus_state_module,2.153060603,1.7313413620396072
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H21.33.001,programming_plus_state_module,0.003928574,2.9534133340265685
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H21.33.013,programming_plus_state_module,3.514674635,2.7551227788475936
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H21.33.020,programming_plus_state_module,8.195152303,4.817043497295787
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H21.33.022,programming_plus_state_module,3.217809436,1.9358457446430082
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H21.33.023,programming_plus_state_module,0.001626802,1.77465019658114
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H21.33.032,programming_plus_state_module,0.08114139,1.5224872213174998
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H21.33.033,programming_plus_state_module,10.75596125,2.375452063561391
nested_target_gated_programming_vs_state_module,8,307,1,6e10/A_beta,H21.33.047,programming_plus_state_module,0.001590433,2.1852815259950864
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H20.33.002,programming_plus_state_module,3.379974299,6.160472816126154
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H20.33.008,programming_plus_state_module,2.155014287,3.961035564579563
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H20.33.015,programming_plus_state_module,9.656225494,7.772082675745336
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H20.33.024,programming_plus_state_module,6.601573648,4.510405444971735
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H20.33.026,programming_plus_state_module,11.39068302,5.3217021982178965
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H20.33.027,programming_plus_state_module,1.717142698,6.3218425616834395
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H20.33.032,programming_plus_state_module,1.848252153,8.696899569976065
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H20.33.034,programming_plus_state_module,2.383895376,9.126449871838417
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H20.33.043,programming_plus_state_module,5.608852809,3.8761421783492236
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H21.33.001,programming_plus_state_module,4.619277341,10.899360309921388
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H21.33.013,programming_plus_state_module,13.36740458,4.083690588969864
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H21.33.020,programming_plus_state_module,5.752502989,12.076955946871788
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H21.33.022,programming_plus_state_module,3.046703769,3.9797584630741194
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H21.33.023,programming_plus_state_module,3.241905333,5.724299477072839
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H21.33.032,programming_plus_state_module,4.244030201,5.061135997472665
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H21.33.033,programming_plus_state_module,6.146626863,4.40827371278117
nested_target_gated_programming_vs_state_module,8,307,1,GFAP,H21.33.047,programming_plus_state_module,8.048915911,9.421615537261431
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H20.33.002,programming_plus_state_module,2.475174768,3.799391654290403
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H20.33.008,programming_plus_state_module,1.423919869,4.1415305252279575
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H20.33.015,programming_plus_state_module,5.072148371,4.9508038126094185
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H20.33.024,programming_plus_state_module,3.528520219,4.658574584751626
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H20.33.026,programming_plus_state_module,3.567180647,4.7264083536623405
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H20.33.027,programming_plus_state_module,2.851270194,3.843354006698789
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H20.33.032,programming_plus_state_module,2.299509752,2.809245728982939
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H20.33.034,programming_plus_state_module,2.076656194,3.8962409319169344
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H20.33.043,programming_plus_state_module,3.951066127,3.8858432042683058
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H21.33.001,programming_plus_state_module,3.213022413,4.7409488325863105
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H21.33.013,programming_plus_state_module,9.513231434,4.5237512327632246
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H21.33.020,programming_plus_state_module,10.14681443,4.107595091894779
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H21.33.022,programming_plus_state_module,3.780249904,4.690880000868383
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H21.33.023,programming_plus_state_module,3.724480169,4.036464612953151
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H21.33.032,programming_plus_state_module,2.403797472,3.094689970561263
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H21.33.033,programming_plus_state_module,3.937066762,2.928219124974513
nested_target_gated_programming_vs_state_module,8,307,1,Iba1,H21.33.047,programming_plus_state_module,2.546147942,4.227421978069827
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H20.33.002,programming_only,3.694813579,2.9734931427973743
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H20.33.008,programming_only,1.157823796,1.9214280911761001
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H20.33.015,programming_only,0.222454051,2.731709166837735
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H20.33.024,programming_only,4.852197655,3.051442358731684
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H20.33.026,programming_only,0.632040347,2.5540197882204936
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H20.33.027,programming_only,1.741962681,1.797158583791152
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H20.33.032,programming_only,1.843221649,4.7175000577028126
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H20.33.034,programming_only,3.717418763,3.7316933000835033
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H20.33.043,programming_only,5.642300952,3.6688812103007935
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H21.33.001,programming_only,8.798228889,2.9343127565644886
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H21.33.013,programming_only,0.789576499,1.233700923917669
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H21.33.020,programming_only,0.001337497,0.8152107050413773
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H21.33.022,programming_only,2.259453834,2.605594823562818
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H21.33.023,programming_only,1.626264866,3.4562240274212175
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H21.33.032,programming_only,3.987261948,3.890146646416337
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H21.33.033,programming_only,2.225609088,2.469260988048018
nested_target_gated_programming_vs_state_module,8,307,1,NeuN,H21.33.047,programming_only,6.072337602,4.479755374022969
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H19.33.004,programming_plus_state_module,0.017713481,1.5776526101341448
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H20.33.011,programming_plus_state_module,0.903202772,0.342193090204704
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H20.33.012,programming_plus_state_module,0.118152115,0.994496088818761
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H20.33.013,programming_plus_state_module,0.048465869,0.40143952463084986
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H20.33.016,programming_plus_state_module,0.076823969,0.08353202221639644
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H20.33.017,programming_plus_state_module,1.978833129,1.7253773985866636
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H20.33.018,programming_plus_state_module,2.011315673,2.112012680462466
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.002,programming_plus_state_module,2.588241585,1.8034412592675304
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.014,programming_plus_state_module,0.045866304,0.5011357486781046
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.015,programming_plus_state_module,0.266903579,-0.020600268587799064
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.021,programming_plus_state_module,0.019594538,1.979451818485794
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.031,programming_plus_state_module,2.497302798,1.5317575686517537
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.034,programming_plus_state_module,3.857216337,2.85248388142902
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.040,programming_plus_state_module,3.173003567,1.7625397577320037
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.043,programming_plus_state_module,0.028482753,1.0194061987314393
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.044,programming_plus_state_module,0.929310786,1.1263871706393314
nested_target_gated_programming_vs_state_module,8,307,2,AT8,H21.33.046,programming_plus_state_module,0.536235038,2.346151321992158
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H19.33.004,programming_plus_state_module,0.001294962,2.9490844294835843
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H20.33.011,programming_plus_state_module,6.44630744,1.5561323160620943
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H20.33.012,programming_plus_state_module,0.000764286,2.6916611959678693
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H20.33.013,programming_plus_state_module,2.249172799,1.7258615355300253
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H20.33.016,programming_plus_state_module,1.869931936,1.7713002132445708
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H20.33.017,programming_plus_state_module,2.357342442,3.3796915594463437
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H20.33.018,programming_plus_state_module,3.000509274,4.0664753247840455
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.002,programming_plus_state_module,3.362636896,3.2122219719850102
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.014,programming_plus_state_module,2.889335118,2.2396037416731294
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.015,programming_plus_state_module,0.242039104,1.5286331323780107
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.021,programming_plus_state_module,1.290035963,3.1587201355503396
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.031,programming_plus_state_module,3.707978047,1.5849458111134314
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.034,programming_plus_state_module,2.60783311,4.7041727573967425
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.040,programming_plus_state_module,3.044747366,3.411579917205822
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.043,programming_plus_state_module,1.577091086,1.2261236503882607
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.044,programming_plus_state_module,1.307675521,3.0890147567962574
nested_target_gated_programming_vs_state_module,8,307,2,6e10/A_beta,H21.33.046,programming_plus_state_module,2.584244759,3.0661599509796003
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H19.33.004,programming_only,1.84526138,5.863236610214802
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H20.33.011,programming_only,3.40095757,4.242627698382521
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H20.33.012,programming_only,11.55416389,5.437928513957862
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H20.33.013,programming_only,3.945617616,4.97939085965272
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H20.33.016,programming_only,2.013340932,3.4448308997232617
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H20.33.017,programming_only,6.537560306,6.730489543543097
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H20.33.018,programming_only,16.8535109,6.628125361364219
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.002,programming_only,3.377951777,7.079372369649741
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.014,programming_only,12.81945045,8.114242608784863
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.015,programming_only,2.466604898,5.201836298228806
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.021,programming_only,4.774133129,6.570388161550702
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.031,programming_only,10.89711158,8.13109048963862
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.034,programming_only,6.591040015,9.216958753886502
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.040,programming_only,8.154648483,6.894148230092913
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.043,programming_only,1.676257874,5.205977465485232
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.044,programming_only,10.09176194,5.786308981824255
nested_target_gated_programming_vs_state_module,8,307,2,GFAP,H21.33.046,programming_only,18.10955287,6.404208285082094
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H19.33.004,programming_plus_state_module,6.048013586,3.0030955439374734
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H20.33.011,programming_plus_state_module,7.445298151,2.768797057330887
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H20.33.012,programming_plus_state_module,2.567704324,3.7347909699688735
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H20.33.013,programming_plus_state_module,4.123424188,2.7271514682475626
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H20.33.016,programming_plus_state_module,1.378781196,2.6395955283851698
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H20.33.017,programming_plus_state_module,5.778139261,4.452347231639951
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H20.33.018,programming_plus_state_module,4.495065804,4.7875188842966185
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.002,programming_plus_state_module,4.998530112,4.827028970917665
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.014,programming_plus_state_module,5.816597407,3.342088598350537
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.015,programming_plus_state_module,3.975261562,3.0867156264098936
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.021,programming_plus_state_module,3.86278641,4.140524307534383
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.031,programming_plus_state_module,5.7200832,3.135461334484619
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.034,programming_plus_state_module,1.10601287,4.671714583808531
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.040,programming_plus_state_module,3.13064423,3.567207920244278
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.043,programming_plus_state_module,2.552773483,3.7485664489322876
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.044,programming_plus_state_module,5.702373748,3.8813614476904745
nested_target_gated_programming_vs_state_module,8,307,2,Iba1,H21.33.046,programming_plus_state_module,2.26740914,4.750967705162481
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H19.33.004,programming_only,3.171711124,3.1283269873510746
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H20.33.011,programming_only,3.940296476,2.5082102235194137
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H20.33.012,programming_only,4.57951719,2.1549336153452208
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H20.33.013,programming_only,0.342434319,2.7132444287606896
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H20.33.016,programming_only,1.797732397,2.8007659734491877
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H20.33.017,programming_only,2.983323852,1.7701491180450923
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H20.33.018,programming_only,0.120715201,2.0831289259403887
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.002,programming_only,1.473411418,2.872299046076893
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.014,programming_only,2.39512303,3.779998381351013
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.015,programming_only,7.0412262,4.84468889183794
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.021,programming_only,1.757733968,1.6567088983371527
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.031,programming_only,4.913425721,4.166693972384696
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.034,programming_only,1.240944969,1.877156234164615
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.040,programming_only,4.403509,3.2524338769261245
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.043,programming_only,4.33890965,3.4856100954830604
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.044,programming_only,0.177981557,2.435436449206491
nested_target_gated_programming_vs_state_module,8,307,2,NeuN,H21.33.046,programming_only,3.267053626,4.383175507958213
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H20.33.001,programming_only,0.053114626,0.4052578078809481
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H20.33.004,programming_only,0.9100716,2.301969791825004
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H20.33.005,programming_only,0.113147487,1.331056276936983
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H20.33.028,programming_only,1.683492812,2.0501150348599895
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H20.33.033,programming_only,1.200098662,1.6878811219762713
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H20.33.036,programming_only,0.214959723,1.774817609595663
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H20.33.039,programming_only,0.274923388,0.22251783983510598
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.004,programming_only,0.015822854,-0.11969746136360182
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.006,programming_only,0.072875885,0.3636270550086126
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.007,programming_only,5.382839956,2.104539196496334
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.008,programming_only,0.400661396,1.102981312269586
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.016,programming_only,0.081182247,-0.12967236362856782
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.018,programming_only,0.007338071,0.9028531845051481
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.037,programming_only,0.028657524,0.8517204855842182
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.039,programming_only,4.201246422,1.25828330226274
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.042,programming_only,4.509271665,-0.13511327036810694
nested_target_gated_programming_vs_state_module,8,307,3,AT8,H21.33.045,programming_only,6.924529518,3.192650454078361
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H20.33.001,programming_only,0.12824423,1.6845635958784262
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H20.33.004,programming_only,1.678467763,4.950227494975987
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H20.33.005,programming_only,0.168045591,2.761560816147138
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H20.33.028,programming_only,0.377332871,4.198366865512505
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H20.33.033,programming_only,6.495166629,2.721494856800472
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H20.33.036,programming_only,6.546090886,3.5717760326364774
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H20.33.039,programming_only,0.570678226,1.1208646054950078
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.004,programming_only,0.000191268,0.9681160891181289
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.006,programming_only,6.975808464,1.745505422264412
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.007,programming_only,1.472427711,4.19480522637445
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.008,programming_only,2.50434235,2.284294179645293
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.016,programming_only,0.001530732,0.8128133949634722
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.018,programming_only,0.630034814,2.542921141089764
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.037,programming_only,0.000203861,2.1839231727786084
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.039,programming_only,1.291883589,2.760132920899676
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.042,programming_only,4.727165529,0.4444269686249869
nested_target_gated_programming_vs_state_module,8,307,3,6e10/A_beta,H21.33.045,programming_only,3.261146895,5.867321644771922
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H20.33.001,programming_only,1.297575839,6.471931840527363
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H20.33.004,programming_only,7.764711727,9.219296000969766
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H20.33.005,programming_only,1.954204394,6.325499266081013
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H20.33.028,programming_only,8.688608943,5.781460461648523
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H20.33.033,programming_only,8.476540658,9.754312997284377
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H20.33.036,programming_only,6.731466796,6.223864206077319
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H20.33.039,programming_only,5.322359731,5.680301971568307
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.004,programming_only,1.545604977,3.569272499651312
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.006,programming_only,3.008537864,4.34365861429203
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.007,programming_only,5.521039863,10.278311922478661
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.008,programming_only,0.975268257,6.296363684583237
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.016,programming_only,3.071835549,3.2102663013353334
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.018,programming_only,2.823146618,4.200391450550076
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.037,programming_only,1.84778157,4.789086126561131
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.039,programming_only,3.126983745,5.4744190411766915
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.042,programming_only,11.55087801,5.036372322377842
nested_target_gated_programming_vs_state_module,8,307,3,GFAP,H21.33.045,programming_only,16.31359485,8.809204579460047
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H20.33.001,programming_plus_state_module,4.510429237,4.160674561634921
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H20.33.004,programming_plus_state_module,5.348567263,4.689895912363234
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H20.33.005,programming_plus_state_module,3.799753301,3.9360143192323633
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H20.33.028,programming_plus_state_module,6.49415367,3.3537388050026955
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H20.33.033,programming_plus_state_module,0.889626131,3.540114139757188
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H20.33.036,programming_plus_state_module,6.884660471,3.297987565557479
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H20.33.039,programming_plus_state_module,6.097387985,2.505587405323398
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.004,programming_plus_state_module,1.222678946,2.5236557610133135
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.006,programming_plus_state_module,4.362645253,2.932319420850316
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.007,programming_plus_state_module,4.49607682,4.25426701372977
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.008,programming_plus_state_module,3.319630794,4.129695379763675
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.016,programming_plus_state_module,2.286564722,2.2829865710173616
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.018,programming_plus_state_module,3.842750143,3.8467060108681665
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.037,programming_plus_state_module,2.706449592,2.868114982758853
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.039,programming_plus_state_module,3.724230816,4.710683291895769
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.042,programming_plus_state_module,4.040954188,4.045634127602562
nested_target_gated_programming_vs_state_module,8,307,3,Iba1,H21.33.045,programming_plus_state_module,6.44983744,4.429524278697715
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H20.33.001,programming_only,2.473382929,2.9983043977264865
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H20.33.004,programming_only,2.930781351,2.4561065428473867
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H20.33.005,programming_only,0.04433574,2.457029123358743
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H20.33.028,programming_only,0.089542907,1.398737967001328
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H20.33.033,programming_only,0.321992175,2.1381974394179672
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H20.33.036,programming_only,2.109048785,1.4717938934707782
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H20.33.039,programming_only,5.671994934,3.915814906014104
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.004,programming_only,1.526070299,3.7294593435570915
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.006,programming_only,2.548992264,2.9522877258086266
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.007,programming_only,4.624630672,2.4202558152227467
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.008,programming_only,1.625088665,1.7514316031566701
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.016,programming_only,2.591059849,3.4404405219525596
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.018,programming_only,0.688790683,2.4874982999659636
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.037,programming_only,4.550019022,4.223300640520781
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.039,programming_only,3.829561617,1.5559812843544123
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.042,programming_only,4.57310759,3.538328529941495
nested_target_gated_programming_vs_state_module,8,307,3,NeuN,H21.33.045,programming_only,1.517992716,1.570369573843858
nested_target_gated_programming_vs_state_module,8,307,4,AT8,H20.33.014,programming_only,0.235346855,-0.5017123234501011
nested_target_gated_programming_vs_state_module,8,307,4,AT8,H20.33.019,programming_only,0.043412911,1.403722560218416
nested_target_gated_programming_vs_state_module,8,307,4,AT8,H20.33.029,programming_only,0.093844431,0.4573435594856632
