stage50_run,input_inventory_written,expression_matrix_inventory_written,graph_source_inventory_written,graph_controls_written,graph_diffusion_views_written_or_gap,jepa_pretraining_run_or_gap,frozen_probe_results_written_or_gap,graph_specific_comparison_written_or_gap,negative_controls_written_or_gap,leakage_audit_written,model_selection_audit_written,graph_claim_decision_written,manual_acquisition_gaps_written,pi_decision_table_written,reports_written,docs_updated,stage27c_locked_benchmark_preserved,stage41c_not_rebranded_as_locked,stage45_not_rebranded_as_improvement,stage47_stage49_framing_preserved,no_pathology_targets_used_in_pretraining,no_diagnosis_used_in_pretraining,no_cognitive_labels_used_in_pretraining,no_target_derived_gene_selection,no_target_guided_beta_selection,no_target_guided_graph_selection,no_target_guided_architecture_selection,donor_held_out_evaluation_used_or_gap,negative_controls_run_or_gap,raw_data_not_committed,no_causal_claim,no_therapeutic_claim,no_validated_ablation_claim,leakage_audit_pass,safety_audit_pass,stage50_run_pass
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
