stage61_model,stage61_best_latent_dim,stage61_best_seed,stage61_corrected_best_score,stage62_model,stage62_aggregate_score,stage62_same80_mtg_score,stage62_best_negative_control,stage62_best_negative_control_score,stage27c_locked_score,stage62_minus_stage61,diagnosis
mtg_programming_plus_dlpfc_state_modules,16,307,0.3433239568682606,mtg_programming_plus_dlpfc_state_modules_full,0.2773150492264417,0.2661242381622128,negative_control_state_label_shuffled_within_donor,0.2813907641819034,0.3267024400121495,-0.06600890764181894,single_seed_dim_stage61_gain_not_stable_under_repeated_stage62_audit
