stage41full_run,inputs_inventoried,stage41_existing_outputs_audited,stage41b_best_candidate_preserved,metadata_stability_audit_written,stage41c_candidates_run_or_missing_inputs_reported,stage41c_oof_results_written,stage41c_target_results_written,stage41c_bootstrap_ci_written,stage41c_fold_sensitivity_written,stage41c_donor_influence_written,stage41c_negative_controls_written,stage41c_proxy_leakage_written,stage41c_decision_written,stage41de_lock_confirmation_written,stage41full_final_decision_written,reports_written,docs_updated,no_raw_data_committed,no_forbidden_predictors_used,no_external_model_selection,no_clean_external_validation_claim,no_causal_claim,no_therapeutic_claim,no_gene_ablation_claim,safety_audit_pass,stage41full_run_pass
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
