stage72a_run,resource_inventory_written,acquisition_manifest_written,download_attempt_log_written,grn_readiness_decision_written,protected_external_test_decision_written,reports_written,docs_updated,download_missing_requested,any_download_attempted,all_requested_downloads_succeeded_or_already_present,stage72a_is_resource_audit_and_acquisition_only,no_graph_constructed,no_model_training,no_external_validation_claim,no_causal_claim,no_therapeutic_claim,raw_or_large_data_not_committed,downloaded_data_under_data_dir_only,safety_audit_pass,stage72a_run_pass
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
