stage33c_run,stage32c_ready,stage33b_results_loaded,matrix_path_exists,n_external_conditions_run,best_stage33c_condition,best_stage33c_mean_pooled_oof_spearman,stage33b_best_mean,stage27c_reference_mean,stage31_reference_mean,best_minus_stage33b,best_minus_stage27c,minimum_success_threshold,all_five_targets_reported,target_degradation_gate_pass,stage33c_run_pass,stage33c_rescue_performance_pass,stage33c_graph_specific_pass,controlled_interpretation,graph_interpretation
True,True,True,True,10,ext_svd32_raw_count_size_factor_log1p_direct_no_graph,0.3049387465829706,0.27114710944618814,0.3267024400121495,0.32637035537106407,0.03379163713678246,-0.021763693429178887,0.3228,True,False,True,False,False,Stage 33C rescued part of the external-pretraining deficit but did not improve over the Stage 27C internal no-graph reference.,Real topology outperformed shuffled topology but did not improve over the no-graph identity reference.
