control_graph_id,control_type,seed,edge_count,edge_set_sha256,ordered_tf_target_pair_sha256,edge_set_overlap_with_real_graph,edge_set_jaccard_with_real_graph,changed_edge_count,per_tf_target_set_overlap_json,per_tf_target_set_overlap_sha256,validated_regulation,validated_grn_claim,causal_validation_pass,therapeutic_target_claim,biological_benefit_claim
degree_preserving_edge_shuffle_seed_79032,degree_preserving_edge_shuffle,79032.0,53,63d47829a8ddd48df8b2cf462b2ca84f01686c294c26912f90bb6ef08ee50e95,cc9587b5a8316f4bd7433b8bdfd8573584de827821c840f2153cb1932f01a058,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79033,degree_preserving_edge_shuffle,79033.0,53,8d02a2a0120519588016719081535b1984b44fe9db72c2a441d6d7b6eb3ca676,cb18eaec42237acddb6afc75bc5770a86c4e15985491693a6aeca04c14fa952f,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79034,degree_preserving_edge_shuffle,79034.0,53,cbb3100d7e797072d018168a77f45905e9aa613ece6a41f681288551a9ced469,2c1d8c45ac03060efaaee468d169eed6bd79b10b5fe923cd0e0eec97bad6fc52,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79035,degree_preserving_edge_shuffle,79035.0,53,dbbd903f6fc9ec32c981faf8748776f8e09408db5943764584ab918b541a56f3,36964c377e768161aeda6454af377e0f4bfbb36d1ce7981f78ab3540ab1a2906,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79036,degree_preserving_edge_shuffle,79036.0,53,2d65ba2df084a184b313ef43081bde11a4baec573bbd526603b792c3b0b8b3c4,2537dd3b359dd0d0bed604479a4332b5bfc7aca34baf572b5ac2be8f5a4f8aad,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79037,degree_preserving_edge_shuffle,79037.0,53,c13ab2d29c2e9bf74ea15580c6c21554d4c2a432e29ccf1161ae7a8a9e2b996f,cd04a246fff969f628cf580b07f22e09cf75082bd9153c4258d44686fe29d72d,49,0.8596491228070176,8,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":12,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":14,""real_targets"":16}}",f91579afc95b2c8fff1b73f8aa0ae52ea2dea62b59b6aba5419e8b743671a754,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79038,degree_preserving_edge_shuffle,79038.0,53,3894e20065c213fb6b31e6ddb95580b8f1145ebb925fbf4ee7c0b5e12982ca32,f8f11ad9a2cb9e7206ae5dd26a38f9ebd5afcdaf52438044c82b74751d83a84f,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79039,degree_preserving_edge_shuffle,79039.0,53,5d59114e5cb7b5962e04b2292ac04e534d3a47717afdc86ebfae065eb5586658,0552a709327fab87e2e14b34e12452801bc0d9a125126888b490dd77473c0905,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79040,degree_preserving_edge_shuffle,79040.0,53,804b9469cdeb12a7c0ae3b60c719f8eb3e4e7ef9284145250b40d91328300c48,764af5057166c50515a7448efbf6adfef3c29e5146289a7b67a19f3579418779,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79041,degree_preserving_edge_shuffle,79041.0,53,a7f219832ef0f1dee7d317eebace326581c5efdc39b3097b9a00ee31463a5c09,632588ec338fb38936a281181467d47bf6a49035b074604eb21ae774ea006e5f,49,0.8596491228070176,8,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":12,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":14,""real_targets"":16}}",f91579afc95b2c8fff1b73f8aa0ae52ea2dea62b59b6aba5419e8b743671a754,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79042,degree_preserving_edge_shuffle,79042.0,53,352ac1f2d188d177c1a71f99bc7f23190ae7feb28a41c8ee85973bdd781c3c96,3a93017825c56006525b3bc4f6802a1ab480c7a2ba2f13a4cac41ecdc741adba,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79043,degree_preserving_edge_shuffle,79043.0,53,dcb45a5a541e3a78648130e5018595573799d864dbf6c80a643fd369819fe5a4,9175e0578db3689a4a3ca1c42e01fbd5521dfb28d712d59ad187bc0ece2add8e,49,0.8596491228070176,8,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":12,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":14,""real_targets"":16}}",f91579afc95b2c8fff1b73f8aa0ae52ea2dea62b59b6aba5419e8b743671a754,False,False,False,False,False
degree_preserving_edge_shuffle_seed_79044,degree_preserving_edge_shuffle,79044.0,53,d3d4062a9f21597d9f7faeadfea2467fc53d4d01f4aecb13ce3fc22b3ccf73e4,7aa3444e789af10aa5a2dea2d27f39df43bcdbff9350854a81d68f39faf2e61d,51,0.9272727272727272,4,"{""ELF1"":{""control_targets"":23,""overlap"":23,""real_targets"":23},""SPI1"":{""control_targets"":14,""overlap"":13,""real_targets"":14},""STAT1"":{""control_targets"":16,""overlap"":15,""real_targets"":16}}",d130b46e601f504c939c26fae00df270482eb88228f3963e49d61e138350e7ca,False,False,False,False,False
