epoch,checkpoint,composite_rank,loss,jepa_loss,domain_loss,domain_accuracy,domain_gap_from_chance,effective_dims,top_sv_ratio,mean_dim_std,selected_sea_ad_cells,selected_rexach_cells,selected_olah_cells
20,results/models/v2_2_stage_b_adversarial/stage_b_adversarial.pt,1.6,0.0855673080490481,0.0099132514949287,0.7565405561077979,0.6246639784946236,0.2913306451612903,64.5789566040039,0.1414059847593307,0.0073369173333048,6263,3605,2013
15,results/models/v2_2_stage_b_adversarial/stage_b_adversarial_epoch_015.pt,2.6500000000000004,0.0794935538884132,0.0108094948133633,0.686840582278467,0.6535618279569892,0.32022849462365593,64.06008911132812,0.1466320008039474,0.0075393561273813,6263,3605,2013
10,results/models/v2_2_stage_b_adversarial/stage_b_adversarial_epoch_010.pt,2.75,0.0880887892938429,0.0118637146548398,0.7622507253000813,0.6234879032258065,0.2901545698924732,61.25044631958008,0.1533210426568985,0.0080648381263017,6263,3605,2013
5,results/models/v2_2_stage_b_adversarial/stage_b_adversarial_epoch_005.pt,3.0,0.0887650722457516,0.012786186750858,0.7597888419705052,0.625,0.2916666666666667,50.69878387451172,0.1373297721147537,0.0109434099867939,6263,3605,2013
