representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514390268241878,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462903726335716,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.0057228264986764555,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581298061509816,-0.01210893996152678,-0.12774438557130408,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.0116200453828424,-0.04355573554723094,-0.17148770649616263,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06438230848698263,0.023205426749012856,-0.09770782030940595,1.15103280544281
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04706936180706313,0.2770071884175357,0.06886798115457415,1.4667637348175049
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.059477857188117635,0.14546927204616786,-0.07867695052156476,1.976505994796753
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06620694716400205,-0.1341095474334312,-0.27821007017205845,4.040131568908691
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.059201774974026906,-0.08990584185481422,-0.24769137854818934,1.7980772256851196
