dataset,embedding_space,n_cells,external_donor_id,condition,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104,z_105,z_106,z_107,z_108,z_109,z_110,z_111,z_112,z_113,z_114,z_115,z_116,z_117,z_118,z_119,z_120,z_121,z_122,z_123,z_124,z_125,z_126,z_127,n_cells_before_filter,n_cells_after_filter,n_external_groups,n_jepa_genes,n_matched_genes,gene_overlap_fraction
GSE138852_Grubman_Leng,projector,21,AD1_AD2,AD,-0.0051496723,0.40739083,-0.25428224,0.08897788,-0.2776395,-0.10494331,-0.15944357,0.3859436,0.2920844,0.6175973,0.37844992,0.16251253,0.14666137,-0.32310912,0.2541065,0.3300176,-0.5629104,0.42683712,-0.18182008,0.1733182,0.09428101,0.003118643,0.2877215,0.26140457,0.20754783,-0.43576217,-0.60707545,0.22826222,-0.5621219,-0.24454571,0.06620375,0.030580748,0.41762796,-0.007931561,-0.04466774,0.30362248,-0.6048015,-0.17768373,-0.12932497,0.48290372,-0.41543943,-0.25205773,-0.23330815,0.2902182,0.3697707,-0.4746373,-0.20504354,0.43235433,-0.20480235,-0.30942848,0.43308076,-0.35274658,0.13867126,0.3134671,-0.19411966,-0.30488467,-0.1860172,-0.25376245,-0.7590276,-0.20062616,-0.44640914,0.527665,-0.17959002,0.23168153,-0.18902299,-0.24315292,0.10322107,-0.23969738,0.004775215,-0.16018128,0.12659551,0.2380473,0.7380028,-0.13997701,-0.08194033,0.03166621,0.34787008,-0.3150211,-0.038685877,0.372648,0.27433014,-0.71312577,-0.18662527,0.06146287,0.02477024,0.5130124,-0.32553372,0.045334272,-0.3773445,-0.4463514,-0.754585,-0.21310589,0.055860292,-0.02255486,0.024065705,-0.31371254,-0.24585411,0.15172668,-0.093444385,0.298807,-0.005777736,-0.26212624,-0.022013087,0.15154749,0.12969889,-0.369747,-0.29357734,0.39306873,-0.4331938,-0.27025354,0.25172287,-0.09153576,-0.09146652,-0.53905976,0.09267959,-0.14244568,-0.33567968,0.3871158,0.48987544,0.31617823,0.17455561,0.7631182,-0.14590235,-0.22712323,0.28167287,-0.08012063,-0.2466334,-0.24143894,13214,449,6,2957,2626,0.8880622252282719
GSE138852_Grubman_Leng,projector,87,AD3_AD4,AD,-0.0003451157,0.41358083,-0.15064515,0.241955,-0.24318503,-0.20719951,-0.16809314,0.33720627,0.29846478,0.6929729,0.3995798,0.05802128,0.11097509,-0.3732003,0.18850109,0.33174103,-0.58382803,0.38609537,-0.183414,0.03862823,-0.03906972,0.036866784,0.2541887,0.39680305,0.056536313,-0.3932527,-0.4110833,0.32100564,-0.3833111,-0.14800738,0.07431307,-0.017519642,0.16602379,0.122309685,-0.059934836,0.36797452,-0.6027573,-0.1860541,-0.16640596,0.57336605,-0.36134616,-0.20231155,-0.34864223,0.39314234,0.40967712,-0.48986432,-0.07013039,0.39521846,-0.026421728,-0.2689435,0.35522634,-0.24821433,0.333961,0.10380997,-0.11918821,-0.3278091,-0.20887896,-0.16520673,-0.6349385,-0.060137562,-0.4109056,0.4888969,-0.058773644,0.20284736,-0.1287656,-0.35001656,0.08651335,-0.2261179,0.10613295,-0.2454011,0.10073539,0.116312906,0.6213912,0.007569402,0.04917682,-0.0752019,0.38235056,-0.09105378,-0.13244887,0.42323965,0.13509022,-0.8448445,-0.19289398,0.024895448,-0.02381764,0.31923097,-0.18895487,0.06319026,-0.35536173,-0.40373304,-0.52682954,-0.12677017,0.02439909,0.09163656,0.23463398,-0.32891765,-0.25659218,0.3847649,0.12707902,0.26702693,0.034183305,-0.15795742,0.006102751,0.13570838,0.021277223,-0.41482264,-0.28854942,0.36475107,-0.4529846,-0.16428035,0.07282524,-0.18495284,-0.10839252,-0.39989212,0.07777101,-0.09926762,-0.35775226,0.3815598,0.49963734,0.3300253,0.17813838,0.6172844,-0.12533708,-0.111150675,0.17689353,0.03582145,-0.07380771,-0.29580978,13214,449,6,2957,2626,0.8880622252282719
GSE138852_Grubman_Leng,projector,64,AD5_AD6,AD,-0.010864746,0.39680153,-0.24734631,0.091199,-0.26882774,-0.11385767,-0.16616476,0.38424748,0.28667313,0.6140839,0.3818516,0.15626769,0.14985289,-0.3209429,0.24518485,0.32829487,-0.56123924,0.41688386,-0.1774717,0.1687412,0.09025363,0.004400268,0.28467986,0.26744103,0.19790381,-0.42834222,-0.6009609,0.22267412,-0.55288196,-0.2391322,0.070588805,0.026974509,0.3970626,0.0053294357,-0.049624104,0.30498615,-0.5983541,-0.1779261,-0.12872933,0.4819607,-0.4171773,-0.25365052,-0.23304488,0.28992066,0.37628856,-0.47133216,-0.1927416,0.42927837,-0.19995543,-0.29627168,0.42643264,-0.34369513,0.14885233,0.2982773,-0.1852087,-0.29870114,-0.18207377,-0.24881697,-0.75092095,-0.18935002,-0.43801764,0.5300947,-0.17187911,0.22321147,-0.18339756,-0.24089386,0.10559322,-0.23219702,0.0061530275,-0.16633229,0.120745435,0.2343495,0.7273566,-0.12968896,-0.06811486,0.025664257,0.33989275,-0.29782757,-0.04475263,0.37550485,0.2592199,-0.71515745,-0.1887151,0.057015017,0.018276358,0.50145954,-0.32495144,0.04334692,-0.38089076,-0.44259503,-0.72941417,-0.21169728,0.05396531,-0.01683283,0.030997977,-0.31808323,-0.25017387,0.15745586,-0.068675384,0.30217236,-0.0074065425,-0.25876567,-0.020718394,0.15607041,0.1143004,-0.36507997,-0.2941943,0.38726762,-0.42998278,-0.27015856,0.252276,-0.100559026,-0.09202677,-0.5331906,0.08376065,-0.14529116,-0.33130285,0.37774637,0.4869285,0.32188866,0.16944973,0.74096674,-0.14457351,-0.2219465,0.27698275,-0.069939226,-0.24178015,-0.24878374,13214,449,6,2957,2626,0.8880622252282719
GSE138852_Grubman_Leng,projector,54,Ct1_Ct2,Control,-0.008941588,0.4001608,-0.24750967,0.09174783,-0.2722251,-0.111961834,-0.16484717,0.38446218,0.28858274,0.6153678,0.3816937,0.156656,0.14862052,-0.321989,0.24751692,0.32860738,-0.5613801,0.42038795,-0.17859566,0.1688491,0.090280324,0.0037242738,0.2855332,0.26740664,0.19917956,-0.43059376,-0.60123986,0.22571765,-0.5537896,-0.23962499,0.068918,0.028374808,0.40084827,0.0030247737,-0.048556145,0.30595806,-0.60047126,-0.17781256,-0.12915875,0.48321518,-0.41570207,-0.25299668,-0.23355639,0.29150185,0.3739464,-0.47271997,-0.19468634,0.42978796,-0.19905022,-0.29950407,0.42767888,-0.34455788,0.14824313,0.3006327,-0.18695214,-0.2997883,-0.18316948,-0.25058255,-0.7517034,-0.19153431,-0.44035995,0.52880466,-0.17286521,0.22596177,-0.18578285,-0.24295412,0.1041515,-0.23425099,0.006846175,-0.16611427,0.1241793,0.23470125,0.73020786,-0.13065334,-0.07101146,0.02578072,0.34308067,-0.30058745,-0.044195984,0.3743258,0.2628594,-0.71643,-0.18753587,0.057697143,0.019963412,0.5022821,-0.3233693,0.044108838,-0.37950203,-0.4433685,-0.73454887,-0.21111156,0.054043356,-0.017737184,0.03143924,-0.3167049,-0.248405,0.15839994,-0.07354472,0.30143827,-0.006857808,-0.259323,-0.021136867,0.1535794,0.1175088,-0.36735606,-0.29329315,0.38838628,-0.4311426,-0.26980245,0.25020006,-0.09868628,-0.09272842,-0.5335748,0.08616467,-0.14361344,-0.33260712,0.38004708,0.48876646,0.31966177,0.1711929,0.74553055,-0.14435075,-0.22253644,0.27746564,-0.07081643,-0.24038021,-0.24569327,13214,449,6,2957,2626,0.8880622252282719
GSE138852_Grubman_Leng,projector,142,Ct3_Ct4,Control,-0.0023535225,0.41306108,-0.12127871,0.28013837,-0.23049358,-0.23632117,-0.17055711,0.32271343,0.29719913,0.70945495,0.40493396,0.02896093,0.09804562,-0.38306984,0.16688088,0.32951126,-0.5883083,0.37065437,-0.18374866,0.0014225281,-0.075802565,0.04672157,0.24469365,0.43110162,0.01579042,-0.37731123,-0.3564114,0.3415771,-0.33461487,-0.11952678,0.07965778,-0.033403806,0.09732925,0.15690817,-0.06253763,0.38102368,-0.5979589,-0.1863667,-0.17779468,0.59892803,-0.34507057,-0.18945691,-0.37775487,0.41660443,0.4181718,-0.49160632,-0.03514016,0.38085133,0.021728072,-0.25619766,0.33181557,-0.21606351,0.38607383,0.04787365,-0.09948707,-0.33257362,-0.21452568,-0.13989663,-0.6002409,-0.020584445,-0.39974356,0.4804452,-0.023819933,0.1931175,-0.111309215,-0.37610587,0.083313905,-0.22039975,0.13489757,-0.2663313,0.09171891,0.08546099,0.5861484,0.045463428,0.090538524,-0.101061456,0.38635635,-0.028247619,-0.15934971,0.43269208,0.09638149,-0.87524813,-0.19611971,0.016406408,-0.038189437,0.2647403,-0.1532733,0.06978089,-0.35049415,-0.39101171,-0.45903763,-0.10209796,0.015399921,0.12301475,0.29118422,-0.3313568,-0.25853404,0.4451825,0.18900606,0.25741646,0.045982584,-0.12700969,0.013458765,0.13342412,-0.010266666,-0.4237749,-0.2878883,0.35567403,-0.45865196,-0.13353178,0.026678083,-0.2129683,-0.1142814,-0.36074695,0.072418235,-0.088167354,-0.3598736,0.3766484,0.50027436,0.33651647,0.17786755,0.5712987,-0.118904665,-0.07696883,0.1478935,0.06679699,-0.029031185,-0.31227484,13214,449,6,2957,2626,0.8880622252282719
GSE138852_Grubman_Leng,projector,81,Ct5_Ct6,Control,-0.0013855122,0.41567472,-0.21308494,0.15073584,-0.2701367,-0.14375512,-0.1609545,0.3656692,0.2966674,0.65251404,0.38639233,0.12165431,0.1324641,-0.3469378,0.23067938,0.33204272,-0.5734153,0.41497535,-0.18837434,0.11865882,0.039314628,0.016858181,0.2744444,0.315463,0.14774968,-0.42325673,-0.5274398,0.27052245,-0.49245057,-0.20538546,0.06838944,0.011947465,0.3222619,0.039810967,-0.04961996,0.33267155,-0.6093723,-0.18257402,-0.14543727,0.5214997,-0.3936046,-0.23106031,-0.28449422,0.3350164,0.38142204,-0.4817288,-0.15297353,0.41779634,-0.13030885,-0.29859054,0.40389997,-0.31395033,0.21620734,0.23421408,-0.16893536,-0.31557953,-0.19853686,-0.21841204,-0.71057343,-0.14843869,-0.4380606,0.5123421,-0.13371155,0.22465637,-0.16683502,-0.29052725,0.09545884,-0.23850712,0.049467146,-0.19399461,0.119914584,0.1902674,0.69734764,-0.08237863,-0.03436073,-0.011571498,0.3678507,-0.23265834,-0.07522748,0.39386207,0.22440627,-0.76798123,-0.18550508,0.04852393,0.008249036,0.43768528,-0.267604,0.055542264,-0.36600217,-0.43087178,-0.6712616,-0.1740611,0.043649346,0.025300974,0.1105088,-0.31842214,-0.24748872,0.25017634,-0.012431829,0.28255492,0.008482384,-0.22113062,-0.010029245,0.14166237,0.091934256,-0.39307928,-0.29029694,0.3840463,-0.443762,-0.22402759,0.17507821,-0.12614574,-0.099671125,-0.48569083,0.09180533,-0.12426983,-0.34590688,0.38950095,0.49558264,0.31600544,0.17922199,0.7149213,-0.13586962,-0.1813813,0.24311075,-0.03540466,-0.1753544,-0.25961635,13214,449,6,2957,2626,0.8880622252282719
