representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514374768760766,0.2186493874658297,-0.010721592182692197,1.0152854919433594
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.00384628085348612,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722840006819613,0.0989774222942189,-0.35730082960195686,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581282578198353,-0.01210893996152678,-0.12774425074560303,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620053000335858,-0.04355573554723094,-0.17148778744290927,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.0633779721118689,0.0045965374101447805,-0.1271464650792853,1.1827528476715088
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.045429886284672906,0.2437784752455199,0.005468255119095766,1.5411148071289062
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.05993764231891453,0.1643211501468057,-0.1046661594502778,1.991530418395996
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06565890990460489,-0.12807532651614864,-0.3392472829419131,4.09697151184082
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.058316805266841944,0.026607269413789613,-0.18643419948241036,1.750367283821106
