stage33a_run,stage33a_skipped,skip_reason,stage32b_ready_for_stage33a,stage32b_matrix_path_exists,best_stage33a_condition,best_mean_pooled_oof_spearman,stage27c_reference_mean,stage31_best_reference_mean,best_minus_stage27c_reference,best_minus_stage31_reference,graph_specific_pass,stage33a_full_pass,controlled_interpretation,external_validation_claim,manuscript_claim_update,clean_holdout_used,external_labels_used_for_supervision
False,True,stage32b_ready_for_stage33a_false_or_matrix_missing,False,False,,,0.3267024400121495,0.32637035537106407,,,False,False,Stage 33A skipped because no approved external pretraining matrix was available,False,False,False,False
