input_id,source_version,expected_path,found,input_type,used_in_stage47,notes
I001,v1,results\reports\discovery_final_candidate_shortlist_v1.md,True,candidate_or_mechanism,True,read as local evidence only; no raw/intermediate file is staged
I002,v2,results\reports\discovery_final_candidate_shortlist_v2.md,True,candidate_or_mechanism,True,read as local evidence only; no raw/intermediate file is staged
I003,v3,results\reports\discovery_final_candidate_shortlist_v3.md,True,candidate_or_mechanism,True,read as local evidence only; no raw/intermediate file is staged
I004,unknown,results\reports\external_validation_gse174367.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I005,unknown,results\reports\external_validation_gse174367_smoke.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I006,unknown,results\reports\stage27_external_pretraining_readiness_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I007,v3,results\reports\stage32_external_pretraining_matrix_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I008,v3,results\reports\stage32b_approved_external_pretraining_matrix_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I009,v3,results\reports\stage32c_bulk_approved_external_acquisition_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I010,v3,results\reports\stage33a_external_pretrained_jepa_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I011,v3,results\reports\stage33b_external_pretrained_jepa_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I012,v3,results\reports\stage33c_external_pretrained_diagnostic_rescue_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I013,v3,results\reports\stage34a_hbca_microglia_filtered_external_pretraining_report_v1.md,True,cell_state_or_disease_axis,True,read as local evidence only; no raw/intermediate file is staged
I014,v3,results\reports\stage34b_hbcc_external_pretraining_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I015,v3,results\reports\stage35d_perturbation_graph_diagnostic_report_v1.md,True,in_silico_perturbation_or_counterfactual,True,read as local evidence only; no raw/intermediate file is staged
I016,v3,results\reports\stage37c_f_multidataset_external_support_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I017,v3,results\reports\stage38a_external_data_acquisition_preprocessing_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I018,v3,results\reports\stage38b_pi_external_support_summary_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I019,v3,results\reports\stage38b_prepared_external_support_analysis_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I020,v3,results\reports\stage38c_external_support_prioritization_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I021,v3,results\reports\stage39a_external_metadata_rescue_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I022,v3,results\reports\stage42_manual_external_acquisition_gaps_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I023,v3,results\reports\stage42_manuscript_synthesis_report_v1.md,True,other_context,False,read as local evidence only; no raw/intermediate file is staged
I024,v3,results\reports\stage42_safe_external_support_report_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I025,v3,results\reports\stage43_manuscript_draft_v1.md,True,other_context,False,read as local evidence only; no raw/intermediate file is staged
I026,v2,results\reports\stage44_manuscript_v2_polished_v1.md,True,other_context,False,read as local evidence only; no raw/intermediate file is staged
I027,v3,results\reports\stage47_candidate_gene_network_summary_v1.md,True,candidate_or_mechanism,True,read as local evidence only; no raw/intermediate file is staged
I028,v3,results\reports\stage47_cross_version_candidate_network_drug_synthesis_report_v1.md,True,druggability_or_drug_mapping,True,read as local evidence only; no raw/intermediate file is staged
I029,v3,results\reports\stage47_druggability_and_drug_candidate_summary_v1.md,True,druggability_or_drug_mapping,True,read as local evidence only; no raw/intermediate file is staged
I030,v3,results\reports\stage47_external_support_and_limitations_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I031,v3,results\reports\stage47_in_silico_perturbation_summary_v1.md,True,in_silico_perturbation_or_counterfactual,True,read as local evidence only; no raw/intermediate file is staged
I032,v3,results\reports\stage47_manuscript_update_note_v1.md,True,other_context,False,read as local evidence only; no raw/intermediate file is staged
I033,v1,results\reports\v3_external_dataset_role_assignment_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I034,v1,results\reports\v3_public_external_dataset_schema_audit_v1.md,True,external_support_or_readiness,True,read as local evidence only; no raw/intermediate file is staged
I035,unknown,results\tables\ablation_no_graph_stage_a_v1_history.csv,True,in_silico_perturbation_or_counterfactual,True,read as local evidence only; no raw/intermediate file is staged
I036,unknown,results\tables\ablation_no_graph_stage_b_v1_history.csv,True,in_silico_perturbation_or_counterfactual,True,read as local evidence only; no raw/intermediate file is staged
I037,unknown,results\tables\ablation_strict_shuffled_graph_stage_a_v1_history.csv,True,in_silico_perturbation_or_counterfactual,True,read as local evidence only; no raw/intermediate file is staged
I038,unknown,results\tables\ablation_strict_shuffled_graph_stage_b_v1_history.csv,True,in_silico_perturbation_or_counterfactual,True,read as local evidence only; no raw/intermediate file is staged
I039,unknown,results\tables\cellxgene_normal_microglia_anchor_qc.csv,True,cell_state_or_disease_axis,True,read as local evidence only; no raw/intermediate file is staged
I040,unknown,results\tables\cellxgene_normal_microglia_assay_counts.csv,True,cell_state_or_disease_axis,True,read as local evidence only; no raw/intermediate file is staged
