epoch,loss,jepa_loss,sea_rehearsal_loss,cellxgene_rehearsal_loss,sea_anchor_cosine,cellxgene_anchor_cosine,pathology_contrastive_loss,pathology_contrastive_weight,pathology_contrastive_temperature,pathology_latent_temperature,pathology_loss_mode,pathology_regression_loss,pathology_head_lr,embedding_effective_dims,embedding_top_sv_ratio,embedding_mean_dim_std,predictor_effective_dims,predictor_top_sv_ratio,mask_fraction,ema_decay,base_lr,head_lr,steps
1,0.9890594899654388,0.9890594899654388,3.064617559722649e-09,3.064621345583163e-09,0.9999817460775375,0.9999817371368408,0.7556922197341919,0.0,0.75,0.1,regression,0.7556922197341919,0.001,75.57415008544922,0.0983707457780838,0.0055860551074147224,30.208194732666016,0.1811610758304596,0.2,0.995,1e-06,2e-05,20
2,1.1174399971961975,0.9890984177589417,3.122839853375581e-09,3.122748215567128e-09,0.9997948616743088,0.9997951507568359,0.5133663430809975,0.25,0.75,0.1,regression,0.5133663430809975,0.001,47.782737731933594,0.23138992488384247,0.0121327955275774,40.599552154541016,0.16450858116149902,0.275,0.996125,1e-06,2e-05,20
3,1.1934526801109313,0.9891343384981155,3.1625020380232627e-09,3.1625560947823315e-09,0.9996675699949265,0.9996674090623856,0.40863668769598005,0.5,0.75,0.1,regression,0.40863668769598005,0.001,66.87224578857422,0.10818181186914444,0.006680876482278109,45.497657775878906,0.14173617959022522,0.35,0.99725,1e-06,2e-05,20
4,1.27792831659317,0.9891388207674027,3.1685074342036047e-09,3.16839181557782e-09,0.9996483772993088,0.9996487498283386,0.38505264967679975,0.75,0.75,0.1,regression,0.38505264967679975,0.001,75.23297119140625,0.10485074669122696,0.00537650054320693,52.96955108642578,0.07692902535200119,0.425,0.998375,1e-06,2e-05,20
5,1.3745743870735168,0.9891568213701248,3.1701579028542424e-09,3.169966045213357e-09,0.9996431857347489,0.9996437877416611,0.38541755378246306,1.0,0.75,0.1,regression,0.38541755378246306,0.001,75.8385009765625,0.10404564440250397,0.005308619234710932,53.57393264770508,0.07251812517642975,0.5,0.9995,1e-06,2e-05,20
6,1.378667140007019,0.9891646355390549,3.1726347327065695e-09,3.172638662896077e-09,0.9996353626251221,0.9996353387832642,0.3895025014877319,1.0,0.75,0.1,regression,0.3895025014877319,0.001,75.71810913085938,0.10467682778835297,0.005265605170279741,54.858463287353516,0.05899481102824211,0.5,0.9995,1e-06,2e-05,20
7,1.3835646152496337,0.9891699910163879,3.1738314643092734e-09,3.173896145902688e-09,0.9996315896511078,0.9996313959360122,0.39439463466405866,1.0,0.75,0.1,regression,0.39439463466405866,0.001,75.14276123046875,0.10304663330316544,0.005359181202948093,53.83436965942383,0.06577759981155396,0.5,0.9995,1e-06,2e-05,20
8,1.3819990754127502,0.9891734898090363,3.1769800568071103e-09,3.1769838759743153e-09,0.9996216803789139,0.9996216595172882,0.39282558411359786,1.0,0.75,0.1,regression,0.39282558411359786,0.001,75.5140609741211,0.10445870459079742,0.00530459638684988,54.477508544921875,0.05909733846783638,0.5,0.9995,1e-06,2e-05,20
