representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.00751439045240936,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462926446276697,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.00572283638492315,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581305379421856,-0.01210893996152678,-0.12774425074560303,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620077966495236,-0.04355573554723094,-0.171487625549416,1.7882497310638428
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06386405423806035,0.0013161891262529108,-0.15479856799071823,1.1956281661987305
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.04523784180465829,0.262387364584388,0.016031318010269247,1.4949638843536377
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.059295121797254456,0.21830515338665588,-0.06872075911519349,1.9175318479537964
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06591465815541515,-0.15508757719955452,-0.2770732198608774,3.9895401000976562
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.05892338733566033,-0.10175154399109042,-0.281082154391187,1.8377580642700195
