model,target,module,perturbation,intervention,Donor ID,prediction_model_scale_baseline,prediction_raw_scale_baseline,prediction_model_scale_perturbed,prediction_raw_scale_perturbed,delta_model_scale,delta_raw_scale
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H19.33.004,1.6277814,4.0925636,1.6230633,4.0685935,-0.0047180653,-0.023970127
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.001,1.674095,4.333966,1.6777197,4.353335,0.0036246777,0.019369125
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.002,1.7074157,4.5146914,1.7122763,4.5415616,0.0048606396,0.02687025
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.004,1.8573624,5.406816,1.8448724,5.327292,-0.012490034,-0.07952404
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.005,1.733035,4.6577992,1.730855,4.6454787,-0.0021799803,-0.0123205185
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.008,1.6433778,4.172612,1.6402242,4.1563253,-0.0031535625,-0.01628685
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.011,1.5313878,3.6245904,1.5422213,3.6749635,0.010833502,0.050373077
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.012,1.9702173,6.172235,1.9614727,6.1097903,-0.008744597,-0.062444687
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.013,1.5877558,3.8927565,1.5894893,3.9012456,0.0017335415,0.008489132
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.014,1.6883147,4.4103546,1.6828775,4.3810177,-0.0054371357,-0.02933693
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.015,1.5816236,3.8628445,1.5871973,3.8900247,0.0055737495,0.027180195
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.016,1.4271495,3.1668048,1.4188228,3.1322532,-0.008326769,-0.03455162
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.017,1.7005335,4.4768686,1.6988113,4.4674444,-0.0017222166,-0.00942421
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.018,1.7883381,4.9795065,1.784851,4.9586916,-0.0034871101,-0.020814896
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.019,1.6322641,4.1154437,1.6305294,4.1065774,-0.0017347336,-0.00886631
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.020,1.7021518,4.4857388,1.7017299,4.483425,-0.00042188168,-0.002313614
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.024,1.3729777,2.9470866,1.3731439,2.9477425,0.00016617775,0.0006558895
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.025,1.977052,6.2214227,1.9614658,6.109741,-0.015586138,-0.11168146
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.026,1.7162368,4.5635524,1.7155033,4.559473,-0.00073349476,-0.004079342
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.027,1.7240106,4.606971,1.7109382,4.534151,-0.0130723715,-0.07281971
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.028,1.5505711,3.7141614,1.55212,3.721469,0.0015488863,0.0073075294
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.029,1.7140865,4.551602,1.713287,4.547165,-0.0007995367,-0.0044369698
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.030,1.7821845,4.9428244,1.7790678,4.9243307,-0.0031167269,-0.018493652
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.031,1.6586503,4.252217,1.6619219,4.2694283,0.0032715797,0.017211437
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.032,2.0314057,6.624797,2.0476923,6.7499957,0.016286612,0.12519884
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.033,2.331303,9.291341,2.3170254,9.145451,-0.014277458,-0.14589024
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.034,1.7880809,4.977969,1.786071,4.9659657,-0.0020099878,-0.012003422
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.035,1.5541406,3.731019,1.5560707,3.740159,0.0019301176,0.009140015
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.036,1.7823454,4.943781,1.7834225,4.950186,0.0010770559,0.0064048767
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.037,2.0364203,6.663129,2.041916,6.7053576,0.0054955482,0.0422287
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.038,1.6116424,4.0110345,1.6082063,3.9938455,-0.0034360886,-0.017189026
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.039,1.4134052,3.1099267,1.4063665,3.0810995,-0.0070387125,-0.02882719
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.040,1.715923,4.561806,1.716937,4.567449,0.0010139942,0.005642891
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,H20.33.041,1.8407058,5.3009834,1.8445545,5.3252816,0.0038487911,0.024298191
