gene,module,mean_donor_delta,bootstrap_ci_low,bootstrap_ci_high,adjusted_slope,partial_spearman,model_implied_at8_reducing_knockout,confounder_adjusted_abs_partial_spearman,at8_pseudobulk_score,is_hpa_fda_drug_target,is_hpa_predicted_secreted,is_hpa_predicted_membrane,biology_score,translational_bonus,translational_priority_score,translational_category
PTPRG,at8_associated_first_pass,-0.004661226645112,-0.0077993415296077,-0.0018228481116238,1.892717957496643,0.3551078262630353,True,0.3551078262630353,0.70768356,0,0,1,0.9273404713225009,0.2,1.1273404713225008,surface_target_candidate
CHI3L1,at8_associated_first_pass,-0.004308036994189,-0.0087369370041415,-0.0006146715284558,4.046985626220703,0.4158752657689581,True,0.4158752657689581,0.6525925,0,1,0,0.9579087626474166,0.15,1.1079087626474167,secreted_biomarker_candidate
MRC1,vascular_barrier_myeloid,-0.0035524046979844,-0.005808620119933,-0.0010068400850286,-1.1011844873428345,-0.1374101447808038,True,0.1374101447808038,-0.20624317,1,0,1,0.4420597063461221,0.45,0.8920597063461222,actionable_surface_drug_target
DRAM1,at8_associated_first_pass,-0.0023238535504788,-0.0043486723909154,-0.0007127151096938,4.37706995010376,0.2810974992406601,True,0.2810974992406601,0.6452604,0,0,1,0.6456887063126954,0.2,0.8456887063126954,surface_target_candidate
S100A4,at8_associated_first_pass,-0.0017934101633727,-0.0034777427266817,-0.0004110288631636,9.555667877197266,0.3326718639262934,True,0.3326718639262934,0.6781692,0,1,0,0.6768252821839794,0.15,0.8268252821839794,secreted_biomarker_candidate
P2RY12,homeostatic_microglia,-0.0023165594320744,-0.0036262596608139,-0.0009767180992639,-1.0541304349899292,-0.1527184367722993,True,0.1527184367722993,-0.22250336,1,0,1,0.37215843080057776,0.45,0.8221584308005778,actionable_surface_drug_target
TNFRSF11B,at8_associated_first_pass; inflammatory_signaling,-0.001194474985823,-0.0021436712937429,-0.0003567934138118,10.497906684875488,0.3057811076237724,True,0.3057811076237724,0.64164394,0,1,0,0.5893746172270672,0.15,0.7393746172270672,secreted_biomarker_candidate
CSF2RA,,,,,,,,,-0.28464565,1,1,1,0.0804407037490222,0.6,0.6804407037490222,actionable_surface_drug_target
TNFRSF1A,,,,,,,,,0.26145223,1,1,1,0.07388576172774246,0.6,0.6738857617277424,actionable_surface_drug_target
IL6R,,,,,,,,,-0.21295446,1,1,1,0.060179285041192604,0.6,0.6601792850411926,actionable_surface_drug_target
APP,,,,,,,,,0.108677976,1,1,1,0.030708585730659533,0.6,0.6307085857306595,actionable_surface_drug_target
IL6,inflammatory_signaling,6.210947844920156e-07,-3.2264228684653064e-05,3.0087675759205e-05,,,False,,0.09711445,1,1,1,0.0274710152937384,0.6,0.6274710152937384,actionable_surface_drug_target
TGFBR2,,,,,,,,,-0.095755555,1,1,1,0.027056441267722733,0.6,0.6270564412677228,actionable_surface_drug_target
NFKBIA,at8_associated_first_pass; inflammatory_signaling,-0.0010495042661204,-0.0020539476652629,-0.0001595178884599,6.192605972290039,0.3488103675205021,True,0.3488103675205021,0.62326634,0,0,0,0.6247447474123291,0.0,0.6247447474123291,biology_first_hard_target
TNFSF13B,,,,,,,,,0.08203053,1,1,1,0.023177464251154464,0.6,0.6231774642511544,actionable_surface_drug_target
SLC38A2,,,,,,,,,0.5992571,1,0,1,0.16935643131230296,0.45,0.619356431312303,actionable_surface_drug_target
IFNAR2,,,,,,,,,0.062332515,1,1,1,0.017610396252588555,0.6,0.6176103962525885,actionable_surface_drug_target
FCGR3A,,,,,,,,,-0.03916036,1,1,1,0.011061464161801286,0.6,0.6110614641618013,actionable_surface_drug_target
IL4R,,,,,,,,,-0.025110284,1,1,1,0.007090620984099425,0.6,0.6070906209840994,actionable_surface_drug_target
MT-ND1,,,,,,,,,0.53318995,1,0,1,0.1506844830717593,0.45,0.6006844830717593,actionable_surface_drug_target
CCR5,,,,,,,,,0.33155018,1,0,1,0.09369689773358231,0.45,0.5436968977335823,actionable_surface_drug_target
ITGB1,,,,,,,,,0.31597418,1,0,1,0.08929479675306916,0.45,0.5392947967530691,actionable_surface_drug_target
SOAT1,,,,,,,,,0.2926943,1,0,1,0.08271541934075353,0.45,0.5327154193407535,actionable_surface_drug_target
BCL2,,,,,,,,,0.2913619,1,0,1,0.08233885543818319,0.45,0.5323388554381832,actionable_surface_drug_target
IFNAR1,,,,,,,,,0.2691652,1,0,1,0.07606560718226663,0.45,0.5260656071822667,actionable_surface_drug_target
OPRM1,,,,,,,,,-0.25570711,1,0,1,0.0722620715386589,0.45,0.5222620715386589,actionable_surface_drug_target
CTSD,at8_associated_first_pass,-0.0024906557518988,-0.0045670188497751,-0.0007294043767615,0.274726390838623,0.0395261719145489,True,0.0395261719145489,0.63930154,0,1,0,0.36768350739567923,0.15,0.5176835073956793,secreted_biomarker_candidate
IFNGR1,,,,,,,,,-0.2304157,1,0,1,0.06511419398604207,0.45,0.5151141939860421,actionable_surface_drug_target
BMPR2,,,,,,,,,0.22791156,1,0,1,0.06440647203243767,0.45,0.5144064720324377,actionable_surface_drug_target
ATP2B4,,,,,,,,,0.2175584,1,0,1,0.06148045406971236,0.45,0.5114804540697123,actionable_surface_drug_target
CACNB4,,,,,,,,,-0.2120289,1,0,1,0.05991770256921496,0.45,0.509917702569215,actionable_surface_drug_target
ATP2C1,,,,,,,,,-0.20840968,1,0,1,0.058894835856920874,0.45,0.5088948358569209,actionable_surface_drug_target
CACNA1D,,,,,,,,,-0.20572147,1,0,1,0.05813509189975438,0.45,0.5081350918997544,actionable_surface_drug_target
ITGAV,,,,,,,,,0.2056809,1,0,1,0.05812362597546192,0.45,0.5081236259754619,actionable_surface_drug_target
AXL,,,,,,,,,0.19861953,1,0,1,0.05612793620910559,0.45,0.5061279362091056,actionable_surface_drug_target
CSF3R,,,,,,,,,-0.18877847,1,0,1,0.053346648338324344,0.45,0.5033466483383243,actionable_surface_drug_target
TRPM7,,,,,,,,,0.17895351,1,0,1,0.05056991066180262,0.45,0.5005699106618027,actionable_surface_drug_target
GRIK2,,,,,,,,,-0.17651223,1,0,1,0.04987995424926364,0.45,0.4998799542492637,actionable_surface_drug_target
CD4,,,,,,,,,-0.17483108,1,0,1,0.04940482635613385,0.45,0.49940482635613387,actionable_surface_drug_target
PTAFR,,,,,,,,,0.16452023,1,0,1,0.04649076607782594,0.45,0.49649076607782594,actionable_surface_drug_target
CACNA1A,,,,,,,,,0.1559285,1,0,1,0.0440625648029605,0.45,0.4940625648029605,actionable_surface_drug_target
ITGAX,,,,,,,,,-0.14751808,1,0,1,0.04168560549835551,0.45,0.4916856054983555,actionable_surface_drug_target
MAP3K1,,,,,,,,,0.14725733,1,0,1,0.041611912134804606,0.45,0.4916119121348046,actionable_surface_drug_target
BMPR1A,,,,,,,,,0.14313367,1,0,1,0.04044648020559924,0.45,0.4904464802055992,actionable_surface_drug_target
LPL,,,,,,,,,0.3200483,1,1,0,0.09044622764975176,0.4,0.49044622764975176,known_drug_target
ATP2B1,,,,,,,,,-0.14028054,1,0,1,0.03964012643245264,0.45,0.48964012643245264,actionable_surface_drug_target
P2RX4,,,,,,,,,-0.12138925,1,0,1,0.034301055667676175,0.45,0.4843010556676762,actionable_surface_drug_target
ALCAM,,,,,,,,,0.47300988,0,1,1,0.13367634586359609,0.35,0.4836763458635961,surface_target_candidate
RYR1,,,,,,,,,-0.11690006,1,0,1,0.03303231737153405,0.45,0.48303231737153407,actionable_surface_drug_target
TLR2,,,,,,,,,0.11346339,1,0,1,0.032061043079244615,0.45,0.48206104307924463,actionable_surface_drug_target
VKORC1L1,,,,,,,,,-0.110796675,1,0,1,0.03130737405534573,0.45,0.48130737405534574,actionable_surface_drug_target
NNT,,,,,,,,,-0.098208226,1,0,1,0.027749617013355512,0.45,0.4777496170133555,actionable_surface_drug_target
C3,complement,0.0003881930024363,0.0002795739506836,0.0004986408312106,,,False,,-0.17008413,1,1,0,0.0771969194901827,0.4,0.4771969194901827,known_drug_target
CACNA1C,,,,,,,,,0.09264941,1,0,1,0.026178580202615133,0.45,0.47617858020261516,actionable_surface_drug_target
FCGRT,,,,,,,,,0.08916821,1,0,1,0.025194720807817858,0.45,0.4751947208078179,actionable_surface_drug_target
ABCA1,,,,,,,,,0.08644584,1,0,1,0.024425322525439868,0.45,0.4744253225254399,actionable_surface_drug_target
PDE3B,,,,,,,,,-0.08117063,1,0,1,0.022934438658374332,0.45,0.47293443865837437,actionable_surface_drug_target
CKLF,,,,,,,,,0.4311287,0,1,1,0.12183985488112002,0.35,0.47183985488112,surface_target_candidate
RYR2,,,,,,,,,-0.074794024,1,0,1,0.021132277415118944,0.45,0.471132277415119,actionable_surface_drug_target
KCNMA1,,,,,,,,,0.07156945,1,0,1,0.020220945855852306,0.45,0.47022094585585233,actionable_surface_drug_target
CD163,vascular_barrier_myeloid,-0.0006462618475779,-0.0008756517883739,-0.0004233540530549,,,True,,0.25179154,0,1,1,0.1196677746113582,0.35,0.46966777461135817,surface_target_candidate
FCGR1A,,,,,,,,,-0.06870042,1,0,1,0.019410098412598473,0.45,0.4694100984125985,actionable_surface_drug_target
UGCG,,,,,,,,,0.05764516,1,0,1,0.016285652413251552,0.45,0.46628565241325154,actionable_surface_drug_target
KCND2,,,,,,,,,0.0549573,1,0,1,0.015526007373351573,0.45,0.4655260073733516,actionable_surface_drug_target
KCNQ1,,,,,,,,,-0.049148083,1,0,1,0.013884202041320653,0.45,0.46388420204132064,actionable_surface_drug_target
HRH2,,,,,,,,,-0.0455572,1,0,1,0.012869343953544075,0.45,0.46286934395354407,actionable_surface_drug_target
SLC7A7,,,,,,,,,0.043202385,1,0,1,0.012203824345144804,0.45,0.46220382434514484,actionable_surface_drug_target
FCGR2A,,,,,,,,,0.035863366,1,0,1,0.010129665206989656,0.45,0.46012966520698967,actionable_surface_drug_target
INSR,,,,,,,,,0.035387665,1,0,1,0.009995222228142,0.45,0.459995222228142,actionable_surface_drug_target
CSF1R,homeostatic_microglia,6.087151632527821e-05,-4.643434622266796e-05,0.000173448852729,,,False,,-0.018142227,1,0,1,0.009676089207959909,0.45,0.45967608920795994,actionable_surface_drug_target
CD86,,,,,,,,,-0.029435286,1,0,1,0.008312956342658832,0.45,0.45831295634265884,actionable_surface_drug_target
IFNGR2,,,,,,,,,-0.026138108,1,0,1,0.007381105385627092,0.45,0.4573811053856271,actionable_surface_drug_target
HLA-E,,,,,,,,,0.37274536,0,1,1,0.1053395108736963,0.35,0.4553395108736963,surface_target_candidate
ATP2A2,,,,,,,,,0.01853017,1,0,1,0.005230944154920671,0.45,0.45523094415492066,actionable_surface_drug_target
TLR4,,,,,,,,,-0.01410916,1,0,1,0.0039814749422949405,0.45,0.45398147494229496,actionable_surface_drug_target
CHRM3,,,,,,,,,-0.007932401,1,0,1,0.002235794610355201,0.45,0.45223579461035524,actionable_surface_drug_target
ERBB4,,,,,,,,,0.0078121717,1,0,1,0.0022018153140393043,0.45,0.4522018153140393,actionable_surface_drug_target
GRM5,,,,,,,,,-0.0034320008,1,0,1,0.0009638880789529449,0.45,0.45096388807895293,actionable_surface_drug_target
IGF1R,,,,,,,,,0.0027172326,1,0,1,0.0007618797460009922,0.45,0.450761879746001,actionable_surface_drug_target
CD74,antigen_presentation,0.0005184445763006,0.0001935926469741,0.0008656349076773,,,False,,0.20583871,0,1,1,0.09708262555430391,0.35,0.4470826255543039,surface_target_candidate
C1QB,complement; vascular_barrier_myeloid,0.0007844974170438,0.0005534042385988,0.0010118338133906,,,False,,0.13373768,0,1,1,0.09668354836571257,0.35,0.44668354836571256,surface_target_candidate
PILRA,,,,,,,,,0.32018685,0,1,1,0.09048538475625216,0.35,0.44048538475625215,surface_target_candidate
IL1B,inflammatory_signaling,-0.000167441132362,-0.0006451826819102,0.0003764714681892,,,True,,-0.096758395,1,1,0,0.03989706828650589,0.4,0.43989706828650593,known_drug_target
SERPINE1,,,,,,,,,0.13453229,1,1,0,0.0380155516403857,0.4,0.43801555164038575,known_drug_target
ADAM28,,,,,,,,,-0.30794436,0,1,1,0.08702540291027613,0.35,0.43702540291027614,surface_target_candidate
F13A1,vascular_barrier_myeloid,-0.0002327182010049,-0.0005105942080263,7.69731583204702e-05,,,True,,0.06713333,1,1,0,0.03642612947049255,0.4,0.4364261294704926,known_drug_target
TNF,inflammatory_signaling,8.417987373832148e-06,-1.7336132123091376e-05,3.246806090828613e-05,,,False,,-0.11520521,1,1,0,0.033169316032323606,0.4,0.4331693160323236,known_drug_target
MSR1,vascular_barrier_myeloid,-0.0014059580862522,-0.0024019172764383,-0.0003987006246461,-0.5105121731758118,-0.0814214842563531,True,0.0814214842563531,0.2365918,0,0,1,0.22251251095396737,0.2,0.42251251095396736,surface_target_candidate
SLC6A12,at8_associated_first_pass,-0.0005324911326169,-0.0012176833901321,-3.994009421148805e-05,,,True,,0.634868,0,0,1,0.2193899799822892,0.2,0.4193899799822892,surface_target_candidate
BSG,at8_associated_first_pass,-0.0005787399131804,-0.0010750935645774,-0.0001294854329898,,,True,,0.61335516,0,0,1,0.2167828714110375,0.2,0.41678287141103754,surface_target_candidate
IL6ST,,,,,,,,,-0.2318555,0,1,1,0.0655211113583933,0.35,0.41552111135839326,surface_target_candidate
C4A,complement,-2.7611702080321265e-07,-2.048888057970544e-06,1.1224202125958973e-06,,,True,,-0.054255772,1,1,0,0.015332358360880323,0.4,0.41533235836088034,known_drug_target
NRP1,,,,,,,,,0.22926576,0,1,1,0.06478919706760786,0.35,0.41478919706760786,surface_target_candidate
SORL1,,,,,,,,,-0.2233934,0,1,1,0.06312954621283601,0.35,0.413129546212836,surface_target_candidate
C4B,complement,2.146267519265166e-07,-1.601294151498678e-07,8.820623847327622e-07,,,False,,0.03830771,1,1,0,0.01082048756954175,0.4,0.41082048756954176,known_drug_target
IL27RA,at8_associated_first_pass; inflammatory_signaling,-0.0003854191745631,-0.0006642729611485,-0.000125541417583,,,True,,0.6407947,0,0,1,0.21002120973421612,0.2,0.41002120973421613,surface_target_candidate
WNT2B,,,,,,,,,0.18505591,0,1,1,0.052294575596540896,0.35,0.40229457559654086,surface_target_candidate
CCL5,,,,,,,,,0.1809506,0,1,1,0.05113432975830833,0.35,0.4011343297583083,surface_target_candidate
NRP2,,,,,,,,,-0.1792407,0,1,1,0.05065107651828654,0.35,0.4006510765182865,surface_target_candidate
EDA,,,,,,,,,0.16341417,0,1,1,0.04617817055840463,0.35,0.3961781705584046,surface_target_candidate
GPI,,,,,,,,,0.1310276,0,1,1,0.037025053483901706,0.35,0.3870250534839017,surface_target_candidate
ATRN,,,,,,,,,-0.12975971,0,1,1,0.03666672144665319,0.35,0.38666672144665315,surface_target_candidate
ADAM9,,,,,,,,,-0.106631294,0,1,1,0.030130150905351455,0.35,0.3801301509053514,surface_target_candidate
ITM2B,,,,,,,,,-0.07862181,0,1,1,0.022214089209147865,0.35,0.37221408920914784,surface_target_candidate
ADGRG1,,,,,,,,,0.07160028,0,1,1,0.020229659053928137,0.35,0.37022965905392813,surface_target_candidate
NRCAM,,,,,,,,,-0.06702564,0,1,1,0.018936770813719184,0.35,0.3689367708137192,surface_target_candidate
DPYD,,,,,,,,,0.4027736,1,0,0,0.11382611492782341,0.25,0.3638261149278234,known_drug_target
IL1RAP,,,,,,,,,0.04121028,0,1,1,0.011640814113134973,0.35,0.361640814113135,surface_target_candidate
IL17RA,,,,,,,,,-0.039114896,0,1,1,0.011048615091502234,0.35,0.3610486150915022,surface_target_candidate
ABCA7,,,,,,,,,0.5664281,0,0,1,0.16007827433430696,0.2,0.36007827433430695,surface_target_candidate
PKD2,,,,,,,,,0.03523208,0,1,1,0.009951250676970124,0.35,0.3599512506769701,surface_target_candidate
PRKCE,,,,,,,,,0.38420418,1,0,0,0.10857801130753833,0.25,0.3585780113075383,known_drug_target
ATP6V1B2,,,,,,,,,0.38370728,1,0,0,0.10843757705116847,0.25,0.35843757705116847,known_drug_target
TREM2,,,,,,,,,0.016620185,0,1,1,0.004691142739842,0.35,0.354691142739842,surface_target_candidate
NRG3,,,,,,,,,0.014311017,0,1,1,0.00403852392134113,0.35,0.3540385239213411,surface_target_candidate
MT-CYB,,,,,,,,,0.54388297,0,0,1,0.15370655252647464,0.2,0.35370655252647465,surface_target_candidate
MT-CO2,,,,,,,,,0.542535,0,0,1,0.15332558821864836,0.2,0.35332558821864835,surface_target_candidate
TNFRSF1B,,,,,,,,,-0.00849399,0,1,1,0.0023945113211632004,0.35,0.3523945113211632,surface_target_candidate
MT-ATP6,,,,,,,,,0.5332287,0,0,1,0.1506954346262659,0.2,0.3506954346262659,surface_target_candidate
ATP1B3,,,,,,,,,0.52878445,0,0,1,0.14943939730714378,0.2,0.3494393973071438,surface_target_candidate
MT-ND4,,,,,,,,,0.52485603,0,0,1,0.14832914425540603,0.2,0.34832914425540606,surface_target_candidate
OGDH,,,,,,,,,0.34775314,1,0,0,0.0982761906267009,0.25,0.3482761906267009,known_drug_target
MT-ND2,,,,,,,,,0.519049,0,0,1,0.1466879570149804,0.2,0.34668795701498045,surface_target_candidate
THRB,,,,,,,,,0.33654633,1,0,0,0.09510891345095458,0.25,0.34510891345095457,known_drug_target
MT-ND5,,,,,,,,,0.5116642,0,0,1,0.14460085921574484,0.2,0.34460085921574485,surface_target_candidate
MT-ND3,,,,,,,,,0.5095954,0,0,1,0.1440161733844348,0.2,0.3440161733844348,surface_target_candidate
MT-CO3,,,,,,,,,0.502553,0,0,1,0.14202584493392337,0.2,0.3420258449339234,surface_target_candidate
MT-CO1,,,,,,,,,0.4967879,0,0,1,0.14039650798202583,0.2,0.3403965079820258,surface_target_candidate
LAPTM5,,,,,,,,,0.4923198,0,0,1,0.13913373015774286,0.2,0.33913373015774284,surface_target_candidate
IQGAP2,,,,,,,,,0.49004972,0,0,1,0.138492158419566,0.2,0.33849215841956604,surface_target_candidate
FTL,,,,,,,,,0.31071234,1,0,0,0.08780769152558435,0.25,0.3378076915255843,known_drug_target
PPARG,,,,,,,,,0.3024566,1,0,0,0.08547444800036214,0.25,0.33547444800036214,known_drug_target
SYK,,,,,,,,,-0.28408045,1,0,0,0.08028096649464456,0.25,0.33028096649464456,known_drug_target
CX3CR1,homeostatic_microglia,-0.0007245950982905,-0.0010006397555116,-0.0004325881229306,,,True,,-0.26507866,0,0,1,0.12930511181400742,0.2,0.32930511181400746,surface_target_candidate
NFKB1,,,,,,,,,0.2759189,1,0,0,0.07797434301894433,0.25,0.32797434301894435,known_drug_target
TMBIM6,,,,,,,,,0.44314408,0,0,1,0.12523565072596066,0.2,0.32523565072596067,surface_target_candidate
PIK3CA,,,,,,,,,0.26490548,1,0,0,0.07486172187225691,0.25,0.3248617218722569,known_drug_target
CADM1,,,,,,,,,0.44172114,0,0,1,0.12483349833964769,0.2,0.3248334983396477,surface_target_candidate
P2RY13,homeostatic_microglia,-0.0007769010262563,-0.0011793957179179,-0.0003542302270943,,,True,,-0.23399399,0,0,1,0.12444764254568166,0.2,0.3244476425456817,surface_target_candidate
PRKCA,,,,,,,,,-0.26234066,1,0,0,0.07413685049084708,0.25,0.32413685049084706,known_drug_target
ATP6V1C1,,,,,,,,,0.26017642,1,0,0,0.0735251913340632,0.25,0.3235251913340632,known_drug_target
CASK,,,,,,,,,0.43642035,0,0,1,0.12333538503350397,0.2,0.323335385033504,surface_target_candidate
RHBDF2,,,,,,,,,-0.43550855,0,0,1,0.12307769142320402,0.2,0.323077691423204,surface_target_candidate
ATP6V0E1,,,,,,,,,0.43539473,0,0,1,0.12304552352813457,0.2,0.3230455235281346,surface_target_candidate
KEAP1,,,,,,,,,0.25434297,1,0,0,0.0718765372531198,0.25,0.3218765372531198,known_drug_target
CALM1,,,,,,,,,0.24818435,1,0,0,0.07013598337917219,0.25,0.3201359833791722,known_drug_target
IKBKB,,,,,,,,,-0.245871,1,0,0,0.0694821826406469,0.25,0.3194821826406469,known_drug_target
GPR34,homeostatic_microglia,-0.000901497201994,-0.0018498518329579,7.564570132672053e-05,,,True,,-0.18135382,0,0,1,0.11892648761982108,0.2,0.3189264876198211,surface_target_candidate
FNDC3A,,,,,,,,,0.42006397,0,0,1,0.11871273246316205,0.2,0.31871273246316206,surface_target_candidate
CD68,,,,,,,,,0.4170334,0,0,1,0.11785623046210186,0.2,0.3178562304621019,surface_target_candidate
RALGAPA2,,,,,,,,,0.41049588,0,0,1,0.11600859158163675,0.2,0.31600859158163674,surface_target_candidate
PIK3CD,,,,,,,,,-0.2297744,1,0,0,0.06493294929171727,0.25,0.3149329492917173,known_drug_target
JAK2,,,,,,,,,-0.22720058,1,0,0,0.06420553432345429,0.25,0.31420553432345427,known_drug_target
SARAF,,,,,,,,,0.4024039,0,0,1,0.11372163003231134,0.2,0.31372163003231135,surface_target_candidate
JUN,,,,,,,,,0.21804637,1,0,0,0.06161836452268237,0.25,0.3116183645226824,known_drug_target
AIG1,,,,,,,,,-0.3932751,0,0,1,0.11114164162508816,0.2,0.31114164162508817,surface_target_candidate
CHPT1,,,,,,,,,0.39275748,0,0,1,0.11099535146654083,0.2,0.31099535146654084,surface_target_candidate
PLXND1,,,,,,,,,0.39128408,0,0,1,0.11057893803660451,0.2,0.3105789380366045,surface_target_candidate
GAPDH,,,,,,,,,0.21370201,1,0,0,0.06039055819142261,0.25,0.3103905581914226,known_drug_target
PDLIM5,,,,,,,,,0.38901776,0,0,1,0.10993842895249072,0.2,0.30993842895249074,surface_target_candidate
MAP4,,,,,,,,,0.20911482,1,0,0,0.059094123060657325,0.25,0.3090941230606573,known_drug_target
SLC12A6,,,,,,,,,0.38496864,0,0,1,0.10879406357484463,0.2,0.3087940635748446,surface_target_candidate
CD164,,,,,,,,,0.3814581,0,0,1,0.10780191208690611,0.2,0.3078019120869061,surface_target_candidate
DIP2C,,,,,,,,,0.37951404,0,0,1,0.10725248036938065,0.2,0.3072524803693807,surface_target_candidate
TMEM119,homeostatic_microglia,0.0002083985018543,5.2708681869262365e-05,0.0003524767103954,,,False,,0.32185093,0,0,1,0.10658842129003096,0.2,0.30658842129003094,surface_target_candidate
ALOX5AP,,,,,,,,,0.37575722,0,0,1,0.10619072504030956,0.2,0.3061907250403096,surface_target_candidate
GLG1,,,,,,,,,0.37487462,0,0,1,0.10594128395624425,0.2,0.30594128395624426,surface_target_candidate
MKNK1,,,,,,,,,-0.3675472,0,0,1,0.1038704029363013,0.2,0.3038704029363013,surface_target_candidate
LITAF,,,,,,,,,0.36354673,0,0,1,0.1027397870587003,0.2,0.3027397870587003,surface_target_candidate
ZMYM6,,,,,,,,,-0.3614493,0,0,1,0.10214700979498958,0.2,0.3021470097949896,surface_target_candidate
PDE4B,,,,,,,,,0.18383501,1,0,0,0.05194952390887342,0.25,0.3019495239088734,known_drug_target
ITGAM,,,,,,,,,-0.360035,0,0,1,0.10174729925205561,0.2,0.3017472992520556,surface_target_candidate
CPM,,,,,,,,,0.3580378,0,0,1,0.10118284906726614,0.2,0.30118284906726617,surface_target_candidate
MCTP1,,,,,,,,,0.35789368,0,0,1,0.10114211776312441,0.2,0.30114211776312444,surface_target_candidate
MAP2K1,,,,,,,,,0.17993408,1,0,0,0.05084704010186822,0.25,0.30084704010186825,known_drug_target
TMEM14B,,,,,,,,,0.35452247,0,0,1,0.10018934382588021,0.2,0.30018934382588025,surface_target_candidate
DENND1B,,,,,,,,,0.35411733,0,0,1,0.10007484285058199,0.2,0.300074842850582,surface_target_candidate
CD81,,,,,,,,,0.35058478,0,0,1,0.0990764708796837,0.2,0.2990764708796837,surface_target_candidate
SPI1,,,,,,,,,0.34743127,0,0,1,0.09818522348220951,0.2,0.29818522348220955,surface_target_candidate
DIP2A,,,,,,,,,-0.34352082,0,0,1,0.09708004912555519,0.2,0.2970800491255552,surface_target_candidate
ROCK1,,,,,,,,,0.16602728,1,0,0,0.04691668969638541,0.25,0.2969166896963854,known_drug_target
BRI3,,,,,,,,,0.34033975,0,0,1,0.09618101269989515,0.2,0.29618101269989516,surface_target_candidate
LPAR1,,,,,,,,,-0.33974627,0,0,1,0.09601328293038341,0.2,0.2960132829303834,surface_target_candidate
STOM,,,,,,,,,0.33939102,0,0,1,0.09591288190487446,0.2,0.29591288190487447,surface_target_candidate
STX6,,,,,,,,,0.3381311,0,0,1,0.0955568023550948,0.2,0.2955568023550948,surface_target_candidate
MICOS10,,,,,,,,,-0.3350449,0,0,1,0.09468457816107452,0.2,0.2946845781610745,surface_target_candidate
CDK6,,,,,,,,,0.1576079,1,0,0,0.04453719810975773,0.25,0.29453719810975776,known_drug_target
GPNMB,,,,,,,,,0.33437595,0,0,1,0.09449551900269533,0.2,0.2944955190026953,surface_target_candidate
ITSN1,,,,,,,,,0.33380088,0,0,1,0.09433299228140209,0.2,0.2943329922814021,surface_target_candidate
ANXA4,,,,,,,,,-0.15644054,1,0,0,0.04420727793765888,0.25,0.2942072779376589,known_drug_target
EPB41,,,,,,,,,0.331324,0,0,1,0.09363297456975511,0.2,0.2936329745697551,surface_target_candidate
DDX3X,,,,,,,,,0.33047578,0,0,1,0.09339324998746884,0.2,0.29339324998746885,surface_target_candidate
ERGIC1,,,,,,,,,0.32904083,0,0,1,0.09298770332581069,0.2,0.2929877033258107,surface_target_candidate
RPL3,,,,,,,,,0.14962213,1,0,0,0.042280253711507065,0.25,0.29228025371150707,known_drug_target
FTH1,,,,,,,,,-0.14959323,1,0,0,0.042272085971500846,0.25,0.29227208597150084,known_drug_target
ALPK1,,,,,,,,,-0.32242754,0,0,1,0.09111865027024972,0.2,0.29111865027024975,surface_target_candidate
DENND4C,,,,,,,,,0.32169032,0,0,1,0.09091029659248559,0.2,0.2909102965924856,surface_target_candidate
RTN1,,,,,,,,,0.32076028,0,0,1,0.09064744797949661,0.2,0.2906474479794966,surface_target_candidate
TAP1,antigen_presentation,-8.918459934648126e-05,-0.0002737610833719,7.28163440726348e-05,,,True,,0.29607952,0,0,1,0.09035299598630862,0.2,0.29035299598630865,surface_target_candidate
PDE4D,,,,,,,,,-0.14158288,1,0,0,0.040008194754933474,0.25,0.29000819475493345,known_drug_target
XIAP,,,,,,,,,0.13914934,1,0,0,0.0393204258270882,0.25,0.2893204258270882,known_drug_target
POLA1,,,,,,,,,-0.13886051,1,0,0,0.03923879647255549,0.25,0.28923879647255546,known_drug_target
NR3C1,,,,,,,,,0.13481724,1,0,0,0.038096084426363946,0.25,0.2880960844263639,known_drug_target
SERINC5,,,,,,,,,0.31103972,0,0,1,0.0879002159104714,0.2,0.28790021591047144,surface_target_candidate
KCNQ3,,,,,,,,,-0.30937824,0,0,1,0.08743064716771953,0.2,0.28743064716771954,surface_target_candidate
SIRPA,,,,,,,,,0.30902475,0,0,1,0.08733074355475076,0.2,0.28733074355475074,surface_target_candidate
TGOLN2,,,,,,,,,0.30861998,0,0,1,0.08721634714913429,0.2,0.2872163471491343,surface_target_candidate
LPAR6,,,,,,,,,-0.30831283,0,0,1,0.0871295401822516,0.2,0.2871295401822516,surface_target_candidate
ABCC4,,,,,,,,,-0.3081772,0,0,1,0.08709120832837466,0.2,0.28709120832837465,surface_target_candidate
RAF1,,,,,,,,,0.13098648,1,0,0,0.037013432118190435,0.25,0.2870134321181904,known_drug_target
ABHD2,,,,,,,,,0.3067979,0,0,1,0.08670138951209182,0.2,0.28670138951209184,surface_target_candidate
BRAF,,,,,,,,,0.12828188,1,0,0,0.0362490560067436,0.25,0.2862490560067436,known_drug_target
MEGF9,,,,,,,,,0.3043989,0,0,1,0.0860233823053474,0.2,0.2860233823053474,surface_target_candidate
CD9,,,,,,,,,0.30298516,0,0,1,0.08562383003003982,0.2,0.2856238300300398,surface_target_candidate
HELZ,,,,,,,,,0.30200574,0,0,1,0.08534702560384992,0.2,0.28534702560384995,surface_target_candidate
GYPC,,,,,,,,,0.3017211,0,0,1,0.08526658043030771,0.2,0.2852665804303077,surface_target_candidate
