gene,module,mean_donor_delta,bootstrap_ci_low,bootstrap_ci_high,adjusted_slope,partial_spearman,model_implied_at8_reducing_knockout,confounder_adjusted_abs_partial_spearman,at8_pseudobulk_score,is_hpa_fda_drug_target,is_hpa_predicted_secreted,is_hpa_predicted_membrane,biology_score,translational_bonus,translational_priority_score,translational_category
UHRF2,,,,,,,,,0.07009439,0,0,0,0.019804063275451964,0.0,0.019804063275451964,biology_first_hard_target
TFDP2,,,,,,,,,-0.07006041,0,0,0,0.019794459821977525,0.0,0.019794459821977525,biology_first_hard_target
SS18,,,,,,,,,0.069944344,0,0,0,0.01976165716067782,0.0,0.01976165716067782,biology_first_hard_target
MOB1B,,,,,,,,,-0.06987928,0,0,0,0.019743268723454135,0.0,0.019743268723454135,biology_first_hard_target
ZFYVE16,,,,,,,,,-0.06972848,0,0,0,0.019700649512625845,0.0,0.019700649512625845,biology_first_hard_target
MYO1F,,,,,,,,,0.06966174,0,0,0,0.019681787403005954,0.0,0.019681787403005954,biology_first_hard_target
GLUL,,,,,,,,,-0.06958158,0,0,0,0.01965913252276726,0.0,0.01965913252276726,biology_first_hard_target
RNF138,,,,,,,,,-0.06953207,0,0,0,0.019645139968867336,0.0,0.019645139968867336,biology_first_hard_target
KSR1,,,,,,,,,0.06945685,0,0,0,0.019623881235190255,0.0,0.019623881235190255,biology_first_hard_target
USO1,,,,,,,,,-0.06942214,0,0,0,0.01961407146855995,0.0,0.01961407146855995,biology_first_hard_target
NRIP1,,,,,,,,,-0.06933464,0,0,0,0.019589342151932133,0.0,0.019589342151932133,biology_first_hard_target
METTL25,,,,,,,,,-0.069242075,0,0,0,0.019563181361147514,0.0,0.019563181361147514,biology_first_hard_target
HPGDS,,,,,,,,,0.06919217,0,0,0,0.019549077172046816,0.0,0.019549077172046816,biology_first_hard_target
AL162253.2,,,,,,,,,-0.06915638,0,0,0,0.019538962174994134,0.0,0.019538962174994134,biology_first_hard_target
CSDE1,,,,,,,,,0.06913176,0,0,0,0.01953200405184697,0.0,0.01953200405184697,biology_first_hard_target
GLYR1,,,,,,,,,0.06911058,0,0,0,0.01952601814411923,0.0,0.01952601814411923,biology_first_hard_target
IFIT1,,,,,,,,,-0.06902916,0,0,0,0.019503007161721094,0.0,0.019503007161721094,biology_first_hard_target
TNPO3,,,,,,,,,0.06902595,0,0,0,0.019502099949076805,0.0,0.019502099949076805,biology_first_hard_target
RICTOR,,,,,,,,,-0.068807445,0,0,0,0.019440345899593814,0.0,0.019440345899593814,biology_first_hard_target
SRSF7,,,,,,,,,0.06874344,0,0,0,0.01942225675775652,0.0,0.01942225675775652,biology_first_hard_target
HMGN3,,,,,,,,,-0.06859057,0,0,0,0.01937905252195201,0.0,0.01937905252195201,biology_first_hard_target
SUFU,,,,,,,,,0.068573125,0,0,0,0.019374122202768324,0.0,0.019374122202768324,biology_first_hard_target
ARHGEF2,,,,,,,,,0.06855791,0,0,0,0.0193698221278827,0.0,0.0193698221278827,biology_first_hard_target
FAM133B,,,,,,,,,-0.06855177,0,0,0,0.01936808683640733,0.0,0.01936808683640733,biology_first_hard_target
SH3KBP1,,,,,,,,,-0.068374254,0,0,0,0.019317917129315857,0.0,0.019317917129315857,biology_first_hard_target
LRRFIP2,,,,,,,,,-0.0682417,0,0,0,0.019280454616901185,0.0,0.019280454616901185,biology_first_hard_target
PPP4R3A,,,,,,,,,0.06822473,0,0,0,0.019275658542579194,0.0,0.019275658542579194,biology_first_hard_target
H2AFY,,,,,,,,,-0.06804803,0,0,0,0.019225719454029074,0.0,0.019225719454029074,biology_first_hard_target
FRYL,,,,,,,,,0.06787035,0,0,0,0.019175503397132723,0.0,0.019175503397132723,biology_first_hard_target
POLR2J3,,,,,,,,,0.06786673,0,0,0,0.019174480309976236,0.0,0.019174480309976236,biology_first_hard_target
CREBBP,,,,,,,,,0.06784395,0,0,0,0.01916804220903016,0.0,0.01916804220903016,biology_first_hard_target
FARP2,,,,,,,,,-0.067794584,0,0,0,0.019154090352519887,0.0,0.019154090352519887,biology_first_hard_target
GOLPH3,,,,,,,,,0.067760855,0,0,0,0.019144557836856577,0.0,0.019144557836856577,biology_first_hard_target
BPTF,,,,,,,,,0.06756172,0,0,0,0.019088278151523086,0.0,0.019088278151523086,biology_first_hard_target
STAMBPL1,,,,,,,,,-0.06752835,0,0,0,0.019078847096713137,0.0,0.019078847096713137,biology_first_hard_target
SMARCAD1,,,,,,,,,-0.06712732,0,0,0,0.01896550769274452,0.0,0.01896550769274452,biology_first_hard_target
RPL11,,,,,,,,,0.06700929,0,0,0,0.018932149964269302,0.0,0.018932149964269302,biology_first_hard_target
UBASH3B,,,,,,,,,0.06682358,0,0,0,0.01887966446265842,0.0,0.01887966446265842,biology_first_hard_target
RB1CC1,,,,,,,,,-0.06666716,0,0,0,0.018835456923150726,0.0,0.018835456923150726,biology_first_hard_target
NIPBL,,,,,,,,,0.06655467,0,0,0,0.018803664913694,0.0,0.018803664913694,biology_first_hard_target
PIP4K2A,,,,,,,,,-0.06650113,0,0,0,0.018788533398125393,0.0,0.018788533398125393,biology_first_hard_target
RAB20,,,,,,,,,0.066255644,0,0,0,0.01871915395787743,0.0,0.01871915395787743,biology_first_hard_target
PHC3,,,,,,,,,0.06607209,0,0,0,0.018667277786628255,0.0,0.018667277786628255,biology_first_hard_target
TAB2,,,,,,,,,0.06606572,0,0,0,0.01866547749237775,0.0,0.01866547749237775,biology_first_hard_target
DDX39B,,,,,,,,,-0.065991186,0,0,0,0.018644412636543033,0.0,0.018644412636543033,biology_first_hard_target
MTSS1,,,,,,,,,0.06598344,0,0,0,0.01864222345612476,0.0,0.01864222345612476,biology_first_hard_target
INVS,,,,,,,,,0.06587208,0,0,0,0.018610750808128487,0.0,0.018610750808128487,biology_first_hard_target
DOCK10,,,,,,,,,-0.06583379,0,0,0,0.018599929259172154,0.0,0.018599929259172154,biology_first_hard_target
RAD23B,,,,,,,,,0.065832786,0,0,0,0.01859964550792765,0.0,0.01859964550792765,biology_first_hard_target
ZNF148,,,,,,,,,-0.06580828,0,0,0,0.018592719603547286,0.0,0.018592719603547286,biology_first_hard_target
GGA2,,,,,,,,,-0.065576166,0,0,0,0.01852711936812158,0.0,0.01852711936812158,biology_first_hard_target
NLK,,,,,,,,,0.065503746,0,0,0,0.01850665197257659,0.0,0.01850665197257659,biology_first_hard_target
PPP2CA,,,,,,,,,-0.06547777,0,0,0,0.018499310615676886,0.0,0.018499310615676886,biology_first_hard_target
AC097376.3,,,,,,,,,0.06530438,0,0,0,0.0184503070018472,0.0,0.0184503070018472,biology_first_hard_target
RPL6,,,,,,,,,0.06502936,0,0,0,0.018372580640030254,0.0,0.018372580640030254,biology_first_hard_target
RAB11FIP2,,,,,,,,,0.06502149,0,0,0,0.01837035641463756,0.0,0.01837035641463756,biology_first_hard_target
UBN2,,,,,,,,,-0.06491281,0,0,0,0.018339641190282002,0.0,0.018339641190282002,biology_first_hard_target
SMG7,,,,,,,,,0.06485492,0,0,0,0.018323280274401037,0.0,0.018323280274401037,biology_first_hard_target
TTC17,,,,,,,,,0.06473353,0,0,0,0.018288972940167313,0.0,0.018288972940167313,biology_first_hard_target
MDN1,,,,,,,,,0.064575955,0,0,0,0.01824443897368013,0.0,0.01824443897368013,biology_first_hard_target
SEC14L1,,,,,,,,,-0.06445738,0,0,0,0.018210927216889918,0.0,0.018210927216889918,biology_first_hard_target
VPS53,,,,,,,,,0.064399436,0,0,0,0.018194551039487836,0.0,0.018194551039487836,biology_first_hard_target
FGGY,,,,,,,,,-0.06424413,0,0,0,0.018150658339508404,0.0,0.018150658339508404,biology_first_hard_target
MAPK8,,,,,,,,,0.06394919,0,0,0,0.018067302172123163,0.0,0.018067302172123163,biology_first_hard_target
AL049828.1,,,,,,,,,0.06392773,0,0,0,0.018061237130582216,0.0,0.018061237130582216,biology_first_hard_target
FAM126B,,,,,,,,,0.06384626,0,0,0,0.018038212017146005,0.0,0.018038212017146005,biology_first_hard_target
ANKRD36,,,,,,,,,-0.06367246,0,0,0,0.01798909252880412,0.0,0.01798909252880412,biology_first_hard_target
STK32B,,,,,,,,,0.063625805,0,0,0,0.017975906857178165,0.0,0.017975906857178165,biology_first_hard_target
ZNF846,,,,,,,,,-0.063338146,0,0,0,0.01789460845155712,0.0,0.01789460845155712,biology_first_hard_target
FSCN1,,,,,,,,,0.06326306,0,0,0,0.017873387589062078,0.0,0.017873387589062078,biology_first_hard_target
ETFA,,,,,,,,,-0.06302068,0,0,0,0.01780488596889921,0.0,0.01780488596889921,biology_first_hard_target
TLK2,,,,,,,,,0.062935345,0,0,0,0.017780768526219955,0.0,0.017780768526219955,biology_first_hard_target
RB1,,,,,,,,,0.062926404,0,0,0,0.017778241613991736,0.0,0.017778241613991736,biology_first_hard_target
CHFR,,,,,,,,,-0.06286651,0,0,0,0.017761314326104803,0.0,0.017761314326104803,biology_first_hard_target
CREM,,,,,,,,,0.062565364,0,0,0,0.017676204214273933,0.0,0.017676204214273933,biology_first_hard_target
NOL10,,,,,,,,,-0.062493116,0,0,0,0.01765578542949992,0.0,0.01765578542949992,biology_first_hard_target
GRK3,,,,,,,,,-0.062265057,0,0,0,0.017591331221261934,0.0,0.017591331221261934,biology_first_hard_target
DGLUCY,,,,,,,,,0.062133223,0,0,0,0.017554072195795512,0.0,0.017554072195795512,biology_first_hard_target
HSPBAP1,,,,,,,,,-0.061984405,0,0,0,0.01751201313931644,0.0,0.01751201313931644,biology_first_hard_target
NCOA1,,,,,,,,,0.06187629,0,0,0,0.01748145759569111,0.0,0.01748145759569111,biology_first_hard_target
DDX17,,,,,,,,,0.061748985,0,0,0,0.017445478559653345,0.0,0.017445478559653345,biology_first_hard_target
KCNIP1,,,,,,,,,-0.06174237,0,0,0,0.017443609023316282,0.0,0.017443609023316282,biology_first_hard_target
DCAF8,,,,,,,,,0.061557837,0,0,0,0.017391456166341638,0.0,0.017391456166341638,biology_first_hard_target
PHF11,,,,,,,,,0.06144703,0,0,0,0.017360139807626455,0.0,0.017360139807626455,biology_first_hard_target
AFDN,,,,,,,,,0.061350245,0,0,0,0.017332786357228472,0.0,0.017332786357228472,biology_first_hard_target
FTO,,,,,,,,,0.06134458,0,0,0,0.017331185310614797,0.0,0.017331185310614797,biology_first_hard_target
HADHB,,,,,,,,,0.06132758,0,0,0,0.017326380757669964,0.0,0.017326380757669964,biology_first_hard_target
HSPH1,,,,,,,,,0.06106094,0,0,0,0.01725102275783406,0.0,0.01725102275783406,biology_first_hard_target
NUP153,,,,,,,,,-0.060889605,0,0,0,0.017202599929669177,0.0,0.017202599929669177,biology_first_hard_target
ARFGEF2,,,,,,,,,0.060634904,0,0,0,0.017130616139104354,0.0,0.017130616139104354,biology_first_hard_target
APPBP2,,,,,,,,,0.06053095,0,0,0,0.01710123658046746,0.0,0.01710123658046746,biology_first_hard_target
CPVL,,,,,,,,,0.060416445,0,0,0,0.017068875090176395,0.0,0.017068875090176395,biology_first_hard_target
DIDO1,,,,,,,,,0.060378395,0,0,0,0.017058121370202812,0.0,0.017058121370202812,biology_first_hard_target
GPATCH2L,,,,,,,,,0.060280107,0,0,0,0.017030343140800354,0.0,0.017030343140800354,biology_first_hard_target
LIMK2,,,,,,,,,0.060169086,0,0,0,0.016998966301242216,0.0,0.016998966301242216,biology_first_hard_target
SMG6,,,,,,,,,-0.060088452,0,0,0,0.01697617745876259,0.0,0.01697617745876259,biology_first_hard_target
NAA15,,,,,,,,,0.059730176,0,0,0,0.016874921222829464,0.0,0.016874921222829464,biology_first_hard_target
NBDY,,,,,,,,,0.05962208,0,0,0,0.0168443710489986,0.0,0.0168443710489986,biology_first_hard_target
SMC5,,,,,,,,,0.059510753,0,0,0,0.016812907727487458,0.0,0.016812907727487458,biology_first_hard_target
WWC2,,,,,,,,,-0.0591559,0,0,0,0.016712618902420814,0.0,0.016712618902420814,biology_first_hard_target
DNMT3A,,,,,,,,,-0.059045907,0,0,0,0.016681532597005454,0.0,0.016681532597005454,biology_first_hard_target
PDIA3,,,,,,,,,0.05902561,0,0,0,0.016675796243410087,0.0,0.016675796243410087,biology_first_hard_target
PABPC1,,,,,,,,,-0.058857143,0,0,0,0.016628183971589074,0.0,0.016628183971589074,biology_first_hard_target
CAPZA2,,,,,,,,,0.058824334,0,0,0,0.016618911467026307,0.0,0.016618911467026307,biology_first_hard_target
FBXW11,,,,,,,,,-0.058824103,0,0,0,0.016618846181630408,0.0,0.016618846181630408,biology_first_hard_target
YTHDC1,,,,,,,,,0.05878827,0,0,0,0.016608719031884985,0.0,0.016608719031884985,biology_first_hard_target
CSNK1D,,,,,,,,,0.058692716,0,0,0,0.016581713487644364,0.0,0.016581713487644364,biology_first_hard_target
SYT17,,,,,,,,,-0.0585757,0,0,0,0.016548642336621268,0.0,0.016548642336621268,biology_first_hard_target
MCM9,,,,,,,,,0.058521096,0,0,0,0.016533210112562462,0.0,0.016533210112562462,biology_first_hard_target
TTC37,,,,,,,,,0.058493145,0,0,0,0.016525310579658874,0.0,0.016525310579658874,biology_first_hard_target
STAG2,,,,,,,,,0.058241464,0,0,0,0.016454180303793663,0.0,0.016454180303793663,biology_first_hard_target
CELF1,,,,,,,,,0.058186457,0,0,0,0.016438634183567984,0.0,0.016438634183567984,biology_first_hard_target
FRS2,,,,,,,,,-0.058146015,0,0,0,0.01642720443473299,0.0,0.01642720443473299,biology_first_hard_target
NCOA2,,,,,,,,,0.05766327,0,0,0,0.016290770675241605,0.0,0.016290770675241605,biology_first_hard_target
KIF5B,,,,,,,,,-0.057598528,0,0,0,0.016272473241903115,0.0,0.016272473241903115,biology_first_hard_target
RARS2,,,,,,,,,0.057457063,0,0,0,0.016232492295883062,0.0,0.016232492295883062,biology_first_hard_target
FAF1,,,,,,,,,0.057312142,0,0,0,0.016191534612511407,0.0,0.016191534612511407,biology_first_hard_target
ATXN7L1,,,,,,,,,-0.0573089,0,0,0,0.01619061835600275,0.0,0.01619061835600275,biology_first_hard_target
CRLF3,,,,,,,,,-0.057306092,0,0,0,0.01618982475690457,0.0,0.01618982475690457,biology_first_hard_target
PRKN,,,,,,,,,-0.057219554,0,0,0,0.016165367321449273,0.0,0.016165367321449273,biology_first_hard_target
PDXDC1,,,,,,,,,0.057172716,0,0,0,0.016152129930223972,0.0,0.016152129930223972,biology_first_hard_target
TNRC6C,,,,,,,,,0.05685848,0,0,0,0.01606332031262558,0.0,0.01606332031262558,biology_first_hard_target
KDM5A,,,,,,,,,-0.056789007,0,0,0,0.01604368580046462,0.0,0.01604368580046462,biology_first_hard_target
KLHL2,,,,,,,,,0.056724142,0,0,0,0.016025353604772464,0.0,0.016025353604772464,biology_first_hard_target
PLA2G4A,,,,,,,,,-0.05671086,0,0,0,0.01602159983581874,0.0,0.01602159983581874,biology_first_hard_target
CSNK1G3,,,,,,,,,0.056626726,0,0,0,0.015997821820674,0.0,0.015997821820674,biology_first_hard_target
RPRD2,,,,,,,,,0.056556795,0,0,0,0.015978057868204287,0.0,0.015978057868204287,biology_first_hard_target
EXOC6B,,,,,,,,,0.056516472,0,0,0,0.015966661751239904,0.0,0.015966661751239904,biology_first_hard_target
GBE1,,,,,,,,,-0.056497242,0,0,0,0.015961226953997012,0.0,0.015961226953997012,biology_first_hard_target
CTTNBP2,,,,,,,,,0.056445964,0,0,0,0.015946734726590826,0.0,0.015946734726590826,biology_first_hard_target
ADK,,,,,,,,,0.056244824,0,0,0,0.015889888386630604,0.0,0.015889888386630604,biology_first_hard_target
ARHGAP4,,,,,,,,,-0.056122668,0,0,0,0.0158553645648936,0.0,0.0158553645648936,biology_first_hard_target
TCAIM,,,,,,,,,0.055579234,0,0,0,0.015701778834009923,0.0,0.015701778834009923,biology_first_hard_target
TRPC4AP,,,,,,,,,0.055532705,0,0,0,0.015688628772599914,0.0,0.015688628772599914,biology_first_hard_target
BTBD1,,,,,,,,,0.0555207,0,0,0,0.01568523591035858,0.0,0.01568523591035858,biology_first_hard_target
NSRP1,,,,,,,,,-0.055416286,0,0,0,0.015655726346171413,0.0,0.015655726346171413,biology_first_hard_target
MIB1,,,,,,,,,0.055215687,0,0,0,0.01559903290404314,0.0,0.01559903290404314,biology_first_hard_target
SRRM1,,,,,,,,,0.055042565,0,0,0,0.015550105032577527,0.0,0.015550105032577527,biology_first_hard_target
TRA2B,,,,,,,,,0.055023286,0,0,0,0.015544656386917322,0.0,0.015544656386917322,biology_first_hard_target
DOCK11,,,,,,,,,0.054800097,0,0,0,0.015481578541787652,0.0,0.015481578541787652,biology_first_hard_target
MTA3,,,,,,,,,0.05462192,0,0,0,0.015431222022372855,0.0,0.015431222022372855,biology_first_hard_target
PHF20,,,,,,,,,0.05461497,0,0,0,0.015429257808080701,0.0,0.015429257808080701,biology_first_hard_target
FUBP1,,,,,,,,,0.05455275,0,0,0,0.015411673144302612,0.0,0.015411673144302612,biology_first_hard_target
AKAP10,,,,,,,,,-0.05445656,0,0,0,0.015384487853257701,0.0,0.015384487853257701,biology_first_hard_target
ASH1L,,,,,,,,,0.054437242,0,0,0,0.0153790281853878,0.0,0.0153790281853878,biology_first_hard_target
REL,,,,,,,,,0.054417588,0,0,0,0.015373473556942054,0.0,0.015373473556942054,biology_first_hard_target
MARCH6,,,,,,,,,0.05433569,0,0,0,0.015350327481819935,0.0,0.015350327481819935,biology_first_hard_target
LINC02391,,,,,,,,,0.05430977,0,0,0,0.015343001951682873,0.0,0.015343001951682873,biology_first_hard_target
SYNJ1,,,,,,,,,-0.05427218,0,0,0,0.015332378237259562,0.0,0.015332378237259562,biology_first_hard_target
RAB3GAP1,,,,,,,,,0.054195896,0,0,0,0.015310818795092287,0.0,0.015310818795092287,biology_first_hard_target
CLIP2,,,,,,,,,0.054132763,0,0,0,0.015292976098558984,0.0,0.015292976098558984,biology_first_hard_target
CAMSAP2,,,,,,,,,-0.05411791,0,0,0,0.015288778332389006,0.0,0.015288778332389006,biology_first_hard_target
BRWD3,,,,,,,,,0.054040473,0,0,0,0.015266893028483768,0.0,0.015266893028483768,biology_first_hard_target
SPECC1,,,,,,,,,-0.054021947,0,0,0,0.015261657196256946,0.0,0.015261657196256946,biology_first_hard_target
CYTH3,,,,,,,,,-0.053952895,0,0,0,0.015242141667436558,0.0,0.015242141667436558,biology_first_hard_target
PTPN9,,,,,,,,,0.053921998,0,0,0,0.015233409533769702,0.0,0.015233409533769702,biology_first_hard_target
ST5,,,,,,,,,0.05390844,0,0,0,0.015229577761485816,0.0,0.015229577761485816,biology_first_hard_target
RABGEF1,,,,,,,,,-0.053865362,0,0,0,0.01521740302432361,0.0,0.01521740302432361,biology_first_hard_target
WWP2,,,,,,,,,-0.053863987,0,0,0,0.015217014420776602,0.0,0.015217014420776602,biology_first_hard_target
ZBTB8OS,,,,,,,,,-0.053742312,0,0,0,0.01518262653962586,0.0,0.01518262653962586,biology_first_hard_target
CNTN1,,,,,,,,,-0.053620953,0,0,0,0.015148327966635742,0.0,0.015148327966635742,biology_first_hard_target
PDE7A,,,,,,,,,0.05361518,0,0,0,0.015146696396979829,0.0,0.015146696396979829,biology_first_hard_target
SMURF2,,,,,,,,,-0.05360807,0,0,0,0.015144686963365843,0.0,0.015144686963365843,biology_first_hard_target
SYTL3,,,,,,,,,0.053487215,0,0,0,0.015110530831239498,0.0,0.015110530831239498,biology_first_hard_target
YEATS2,,,,,,,,,-0.05341619,0,0,0,0.015090457691656747,0.0,0.015090457691656747,biology_first_hard_target
RNMT,,,,,,,,,-0.053379197,0,0,0,0.01508000270182803,0.0,0.01508000270182803,biology_first_hard_target
RALYL,,,,,,,,,-0.053260185,0,0,0,0.015046367439765057,0.0,0.015046367439765057,biology_first_hard_target
ANKHD1,,,,,,,,,0.053217694,0,0,0,0.015034358600989828,0.0,0.015034358600989828,biology_first_hard_target
XRN2,,,,,,,,,-0.053171575,0,0,0,0.015021324414092017,0.0,0.015021324414092017,biology_first_hard_target
TNIK,,,,,,,,,-0.053090744,0,0,0,0.01499847989532238,0.0,0.01499847989532238,biology_first_hard_target
GABPB1-AS1,,,,,,,,,0.053060044,0,0,0,0.014989803437945535,0.0,0.014989803437945535,biology_first_hard_target
ARID4A,,,,,,,,,0.053026587,0,0,0,0.014980347795129342,0.0,0.014980347795129342,biology_first_hard_target
LMO2,,,,,,,,,-0.052989814,0,0,0,0.014969954981868145,0.0,0.014969954981868145,biology_first_hard_target
CABIN1,,,,,,,,,0.052875355,0,0,0,0.014937606492132105,0.0,0.014937606492132105,biology_first_hard_target
GNB1,,,,,,,,,-0.052317195,0,0,0,0.014779858887915154,0.0,0.014779858887915154,biology_first_hard_target
SNHG14,,,,,,,,,-0.052283823,0,0,0,0.014770427267863685,0.0,0.014770427267863685,biology_first_hard_target
AGTPBP1,,,,,,,,,-0.052150104,0,0,0,0.014732635502261913,0.0,0.014732635502261913,biology_first_hard_target
WIPF2,,,,,,,,,0.05182085,0,0,0,0.014639581486067902,0.0,0.014639581486067902,biology_first_hard_target
DTNB,,,,,,,,,-0.05173559,0,0,0,0.014615485239945755,0.0,0.014615485239945755,biology_first_hard_target
RFX7,,,,,,,,,-0.051702984,0,0,0,0.014606270107397566,0.0,0.014606270107397566,biology_first_hard_target
UBQLN1,,,,,,,,,0.05166774,0,0,0,0.01459630942128064,0.0,0.01459630942128064,biology_first_hard_target
C11orf58,,,,,,,,,0.05166585,0,0,0,0.014595775268041481,0.0,0.014595775268041481,biology_first_hard_target
RAD50,,,,,,,,,-0.051656462,0,0,0,0.014593122024332886,0.0,0.014593122024332886,biology_first_hard_target
FGD3,,,,,,,,,-0.05164127,0,0,0,0.014588828449724776,0.0,0.014588828449724776,biology_first_hard_target
DNM3,,,,,,,,,0.05158021,0,0,0,0.014571571626029982,0.0,0.014571571626029982,biology_first_hard_target
ARHGAP22,,,,,,,,,-0.05151556,0,0,0,0.014553300193801542,0.0,0.014553300193801542,biology_first_hard_target
IFI44L,,,,,,,,,0.051501576,0,0,0,0.014549348025073273,0.0,0.014549348025073273,biology_first_hard_target
KATNBL1,,,,,,,,,0.050946906,0,0,0,0.01439258676731382,0.0,0.01439258676731382,biology_first_hard_target
PKP4,,,,,,,,,0.050832465,0,0,0,0.014360243364751488,0.0,0.014360243364751488,biology_first_hard_target
GATAD1,,,,,,,,,-0.05081049,0,0,0,0.014354032773518386,0.0,0.014354032773518386,biology_first_hard_target
ATXN7,,,,,,,,,0.05078599,0,0,0,0.014347108564862598,0.0,0.014347108564862598,biology_first_hard_target
OPCML,,,,,,,,,0.05072286,0,0,0,0.014329266716191578,0.0,0.014329266716191578,biology_first_hard_target
LUC7L,,,,,,,,,-0.05069866,0,0,0,0.014322427293764227,0.0,0.014322427293764227,biology_first_hard_target
SNTG1,,,,,,,,,0.050515626,0,0,0,0.014270698085311015,0.0,0.014270698085311015,biology_first_hard_target
KDM2A,,,,,,,,,0.050216738,0,0,0,0.014186226131159524,0.0,0.014186226131159524,biology_first_hard_target
LARGE1,,,,,,,,,0.05019678,0,0,0,0.01418058558600229,0.0,0.01418058558600229,biology_first_hard_target
TRAPPC11,,,,,,,,,-0.050162844,0,0,0,0.014170994567841357,0.0,0.014170994567841357,biology_first_hard_target
PHACTR4,,,,,,,,,0.050097343,0,0,0,0.014152482625344916,0.0,0.014152482625344916,biology_first_hard_target
SPOPL,,,,,,,,,0.05001145,0,0,0,0.014128207480280763,0.0,0.014128207480280763,biology_first_hard_target
UBE2H,,,,,,,,,-0.049803313,0,0,0,0.014069383642852602,0.0,0.014069383642852602,biology_first_hard_target
RUNX2,,,,,,,,,0.04974255,0,0,0,0.01405221075752396,0.0,0.01405221075752396,biology_first_hard_target
ZNF655,,,,,,,,,-0.04956708,0,0,0,0.014002619292510435,0.0,0.014002619292510435,biology_first_hard_target
SSH1,,,,,,,,,-0.049493976,0,0,0,0.013981958584364608,0.0,0.013981958584364608,biology_first_hard_target
C15orf41,,,,,,,,,0.04947511,0,0,0,0.01397662666107889,0.0,0.01397662666107889,biology_first_hard_target
PRKRIP1,,,,,,,,,-0.049049236,0,0,0,0.01385626582691254,0.0,0.01385626582691254,biology_first_hard_target
GAB2,,,,,,,,,0.04902159,0,0,0,0.013848452493341193,0.0,0.013848452493341193,biology_first_hard_target
USP33,,,,,,,,,-0.049014717,0,0,0,0.013846510040847674,0.0,0.013846510040847674,biology_first_hard_target
NUTM2A-AS1,,,,,,,,,0.048987333,0,0,0,0.013838770753915833,0.0,0.013838770753915833,biology_first_hard_target
SAMHD1,,,,,,,,,0.048934925,0,0,0,0.013823959165049193,0.0,0.013823959165049193,biology_first_hard_target
PUM3,,,,,,,,,0.048707906,0,0,0,0.01375979888240313,0.0,0.01375979888240313,biology_first_hard_target
CUL4A,,,,,,,,,0.048636563,0,0,0,0.013739635869418232,0.0,0.013739635869418232,biology_first_hard_target
PPP2R2D,,,,,,,,,-0.04826809,0,0,0,0.013635497749580495,0.0,0.013635497749580495,biology_first_hard_target
HIVEP2,,,,,,,,,0.048057675,0,0,0,0.013576030102057724,0.0,0.013576030102057724,biology_first_hard_target
LIPA,,,,,,,,,-0.048013974,0,0,0,0.013563679292161127,0.0,0.013563679292161127,biology_first_hard_target
RNF115,,,,,,,,,-0.04796344,0,0,0,0.01354939733460147,0.0,0.01354939733460147,biology_first_hard_target
ZXDC,,,,,,,,,-0.047925226,0,0,0,0.013538597264823005,0.0,0.013538597264823005,biology_first_hard_target
ABHD18,,,,,,,,,0.047752116,0,0,0,0.013489672784806528,0.0,0.013489672784806528,biology_first_hard_target
RNASEH2B,,,,,,,,,-0.04744479,0,0,0,0.013402816076669833,0.0,0.013402816076669833,biology_first_hard_target
RAPGEF1,,,,,,,,,-0.047265954,0,0,0,0.013352273310173232,0.0,0.013352273310173232,biology_first_hard_target
SNX2,,,,,,,,,0.047166098,0,0,0,0.013324051931416803,0.0,0.013324051931416803,biology_first_hard_target
KIAA0232,,,,,,,,,0.0469268,0,0,0,0.013256421348440761,0.0,0.013256421348440761,biology_first_hard_target
DDI2,,,,,,,,,-0.046834704,0,0,0,0.013230393106793269,0.0,0.013230393106793269,biology_first_hard_target
NCK2,,,,,,,,,-0.04651893,0,0,0,0.013141148818463753,0.0,0.013141148818463753,biology_first_hard_target
LARS,,,,,,,,,0.046392564,0,0,0,0.013105435163320998,0.0,0.013105435163320998,biology_first_hard_target
RNF38,,,,,,,,,-0.04578994,0,0,0,0.01293512110956646,0.0,0.01293512110956646,biology_first_hard_target
ANK3,,,,,,,,,-0.045765422,0,0,0,0.012928191813736962,0.0,0.012928191813736962,biology_first_hard_target
SKAP2,,,,,,,,,-0.045640714,0,0,0,0.012892946743816712,0.0,0.012892946743816712,biology_first_hard_target
TBCK,,,,,,,,,-0.045468356,0,0,0,0.012844234794612852,0.0,0.012844234794612852,biology_first_hard_target
SRSF10,,,,,,,,,0.04537774,0,0,0,0.012818624831692322,0.0,0.012818624831692322,biology_first_hard_target
PGK1,,,,,,,,,0.045271475,0,0,0,0.012788592136475693,0.0,0.012788592136475693,biology_first_hard_target
FEZ2,,,,,,,,,-0.0452345,0,0,0,0.01277814223382068,0.0,0.01277814223382068,biology_first_hard_target
RPS6KC1,,,,,,,,,0.0451272,0,0,0,0.012747817026115937,0.0,0.012747817026115937,biology_first_hard_target
ZNF236,,,,,,,,,-0.044983666,0,0,0,0.012707251337740425,0.0,0.012707251337740425,biology_first_hard_target
RUBCN,,,,,,,,,-0.044732988,0,0,0,0.012636404530498961,0.0,0.012636404530498961,biology_first_hard_target
DLEU1,,,,,,,,,0.04468371,0,0,0,0.012622477544615696,0.0,0.012622477544615696,biology_first_hard_target
PRR14L,,,,,,,,,0.04455065,0,0,0,0.012584872026095723,0.0,0.012584872026095723,biology_first_hard_target
