gene,final_tier,promotion_reason,deprioritization_reason,scorecard_interpretation,graph_interpretation,next_validation_priority,targeted_manifold_audit_recommended,pathology_axis_class,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,negative_control_interpretation,graph_neighborhood_label,prior_candidate_flag,known_biology_note,caution_note,recommended_next_validation,claim_boundary,manifold_violation_fraction,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,mean_latent_shift,median_latent_shift,manifold_nn_backend,targeted_manifold_audited,manifold_qc_status,manifold_qc_interpretation,promotion_or_demotion_after_manifold,final_evidence_tier_v2,final_candidate_status_v2
AVL9,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,2.5411061285500747,99.36472346786248,0.4484304932735426,98.13153961136024,99.2152466367713,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
MAPK1,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,1.9805680119581464,90.32137518684604,1.4947683109118086,97.79521674140508,98.72944693572497,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,MAP kinase signaling node with broad pleiotropic potential.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
P2RY12,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,gliosis_inflating,1.7563527653213753,1.6816143497757847,16.55455904334828,96.0762331838565,94.09566517189836,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Homeostatic microglial purinergic receptor.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
SFSWAP,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,1.6442451420029895,39.98505231689089,99.77578475336324,99.40209267563527,99.51420029895364,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
APP,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,broad_reactive_state_shift,1.2331838565022422,98.3931240657698,94.95515695067265,99.10313901345292,98.4304932735426,class_calibration=broad_shift_confounded; prior_set=not_enriched_vs_random_and_degree_matched; singleton_context=too_few_genes,no_graph_support,True,Amyloid precursor protein; direct Alzheimer-related biological anchor.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027918121777474,0.0095683196559548,0.0174692813307046,0.0005362450028769,0.0004697481926996,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
CDC42,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.5979073243647235,0.9342301943198804,99.58893871449924,99.43946188340809,99.2899850523169,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
KIAA2026,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.523168908819133,93.94618834080718,97.53363228699553,99.51420029895364,99.32735426008968,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
EXOC4,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.4857997010463378,8.557548579970105,96.8236173393124,99.47683109118086,99.2526158445441,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
ERCC6L2,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.4484304932735426,0.3736920777279521,12.780269058295964,99.36472346786248,99.10313901345292,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
ANKHD1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.4110612855007474,98.13153961136024,99.51420029895364,99.73841554559044,99.58893871449924,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
TRPM7,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.3736920777279521,0.5605381165919282,99.62630792227203,99.66367713004485,99.47683109118086,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
SMG1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,0.336322869955157,99.70104633781764,99.85052316890882,99.81315396113602,99.70104633781764,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0030771584715694,0.0095683196559548,0.0174692813307046,0.0023530244361609,0.0025816180277615,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
TMEM131,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.2989536621823617,0.1121076233183856,99.81315396113602,99.58893871449924,99.55156950672644,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
DLG1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,0.2615844544095665,99.88789237668162,99.55156950672644,99.88789237668162,99.77578475336324,class_calibration=broad_shift_confounded; singleton_context=too_few_genes,no_graph_support,False,Scaffold/signaling gene with a large broad-state model shift.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.003224154934287,0.0095683196559548,0.0174692813307046,0.0027192970737814,0.0029760131146758,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
ZMYM4,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,0.2242152466367713,0.186846038863976,0.1121076233183856,99.2526158445441,99.40209267563527,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
PPP2R5E,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,0.186846038863976,99.85052316890882,0.2615844544095665,99.77578475336324,99.81315396113602,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
POLK,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,0.1494768310911808,99.81315396113602,99.70104633781764,99.85052316890882,99.73841554559044,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0029471314046531,0.0095683196559548,0.0174692813307046,0.0018741610692813,0.0020069067832082,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
VPS54,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,0.1121076233183856,0.2242152466367713,0.0747384155455904,99.62630792227203,99.36472346786248,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
HDAC8,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,priority_3_caution_control,True,neuron_risk,0.0747384155455904,99.9252615844544,0.0373692077727952,99.9252615844544,99.88789237668162,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0030400373507291,0.0095683196559548,0.0174692813307046,0.0022382114548236,0.0026505989953875,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
PHKB,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.0373692077727952,0.1494768310911808,99.88789237668162,100.0,99.9252615844544,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
GSK3B,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,tau_lowering_neuron_preserving,99.88789237668162,97.75784753363229,99.2526158445441,14.8355754857997,92.48878923766816,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,Kinase with established tau-phosphorylation relevance; remains an isolated model hit here.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0028029554523527,0.0095683196559548,0.0174692813307046,0.0005678449524566,0.0004795055137947,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_but_not_promoted,manifold_safe_but_not_scorecard_promoted,not_promoted_despite_manifold_qc_pass
ABL1,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.77578475336324,96.67414050822124,99.10313901345292,14.8355754857997,93.6846038863976,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
VPS50,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.51420029895364,99.2152466367713,97.04783258594918,68.01195814648729,94.69357249626307,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
SERGEF,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.43946188340809,98.72944693572497,98.28101644245142,66.29297458893872,92.152466367713,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
SCYL2,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.40209267563527,95.21674140508222,98.76681614349776,47.60837070254111,90.17189835575483,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
PARP4,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.32735426008968,97.23467862481316,95.51569506726456,14.8355754857997,90.695067264574,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
ZDHHC17,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,99.2152466367713,96.898355754858,99.02840059790734,72.90732436472346,88.2660687593423,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
SH3KBP1,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.02840059790734,98.01943198804184,92.33931240657698,45.06726457399103,92.89985052316892,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
