dataset,module,graph_variant,alpha,metric,target,spearman,n_donors,n_graph_genes_present,seed_mass_present
MTG,complement_phagocytosis,hub_capped,0.1,q95,GFAP,0.35929938240356385,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,q95,Iba1,0.14182444061962135,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,q95,NeuN,-0.09800546724713982,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,q99,AT8,0.14601599676014984,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,q99,6e10/A_beta,0.27749316594107526,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,q99,GFAP,0.2696365293105194,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,q99,Iba1,0.11240255138199857,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,q99,NeuN,-0.1391718133036347,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,top_5pct_mean,AT8,0.19682089703351222,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,top_5pct_mean,6e10/A_beta,0.3088994633998178,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,top_5pct_mean,GFAP,0.325422699200162,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,top_5pct_mean,Iba1,0.1265971448820492,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,top_5pct_mean,NeuN,-0.1394148020654045,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,fraction_high_global_q95,AT8,0.1974293683804197,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,fraction_high_global_q95,6e10/A_beta,0.292823189348641,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,fraction_high_global_q95,GFAP,0.34847802206593154,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,fraction_high_global_q95,Iba1,0.1329965222074458,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,fraction_high_global_q95,NeuN,-0.11428629283477833,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,variance,AT8,0.21816340994229017,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,variance,6e10/A_beta,0.2654247241065101,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,variance,GFAP,0.44290776551584493,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,variance,Iba1,0.15061253417029463,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.1,variance,NeuN,-0.20870709729675005,84,64,0.9326026327237106
MTG,complement_phagocytosis,hub_capped,0.25,mean,AT8,0.21107623772400527,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,mean,6e10/A_beta,0.26261010428267695,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,mean,GFAP,0.2633390705679862,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,mean,Iba1,0.17724005264756507,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,mean,NeuN,0.0010529513010023286,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q95,AT8,0.19364179406702442,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q95,6e10/A_beta,0.30181229118153285,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q95,GFAP,0.36278222132226384,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q95,Iba1,0.14263440315885392,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q95,NeuN,-0.11839627417231954,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q99,AT8,0.15510782626303535,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q99,6e10/A_beta,0.28107725017717927,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q99,GFAP,0.27283588134048803,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q99,Iba1,0.13392730586210386,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,q99,NeuN,-0.1440315885390301,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,top_5pct_mean,AT8,0.21376936316695355,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,top_5pct_mean,6e10/A_beta,0.3144679558570416,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,top_5pct_mean,GFAP,0.3352839931153184,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,top_5pct_mean,Iba1,0.1369849144477068,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,top_5pct_mean,NeuN,-0.16450339171813305,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,fraction_high_global_q95,AT8,0.2204121717764993,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,fraction_high_global_q95,6e10/A_beta,0.30523592809912276,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,fraction_high_global_q95,GFAP,0.3489437528836494,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,fraction_high_global_q95,Iba1,0.12540308496204505,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,fraction_high_global_q95,NeuN,-0.1458952409416332,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,variance,AT8,0.21913536498936922,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,variance,6e10/A_beta,0.2749417839424927,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,variance,GFAP,0.45074415308292,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,variance,Iba1,0.16871519692214237,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.25,variance,NeuN,-0.23904019439100943,84,64,0.8315065818092777
MTG,complement_phagocytosis,hub_capped,0.5,mean,AT8,0.2044547939657791,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,mean,6e10/A_beta,0.23989065505720364,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,mean,GFAP,0.23205426749012859,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,mean,Iba1,0.16721676622456214,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,mean,NeuN,0.001802166649792447,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q95,AT8,0.21613850359420878,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q95,6e10/A_beta,0.3014073099119166,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q95,GFAP,0.3614660321960109,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q95,Iba1,0.16766224562114002,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q95,NeuN,-0.15551280753265162,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q99,AT8,0.19761061050926396,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q99,6e10/A_beta,0.311815328541055,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q99,GFAP,0.3292700212615167,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q99,Iba1,0.16452364078161386,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,q99,NeuN,-0.22326617393945533,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,top_5pct_mean,AT8,0.2348081401235193,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,top_5pct_mean,6e10/A_beta,0.3164523640781614,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,top_5pct_mean,GFAP,0.3417434443656981,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,top_5pct_mean,Iba1,0.13909081704971146,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,top_5pct_mean,NeuN,-0.2020046572846006,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,fraction_high_global_q95,AT8,0.22515161640939757,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,fraction_high_global_q95,6e10/A_beta,0.3019570918155353,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,fraction_high_global_q95,GFAP,0.3462118681140098,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,fraction_high_global_q95,Iba1,0.15556500522215996,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,fraction_high_global_q95,NeuN,-0.186961496025539,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,variance,AT8,0.23877695656575884,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,variance,6e10/A_beta,0.29014883061658403,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,variance,GFAP,0.4670041510580136,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,variance,Iba1,0.1976511086362256,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,0.5,variance,NeuN,-0.28083426141540957,84,64,0.6630131636185554
MTG,complement_phagocytosis,hub_capped,1.0,mean,AT8,0.1952009719550471,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,mean,6e10/A_beta,0.17549863318821507,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,mean,GFAP,0.15265768958185685,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,mean,Iba1,0.11795079477574161,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,mean,NeuN,-0.014721069150551788,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q95,AT8,0.2764199655765921,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q95,6e10/A_beta,0.2885694036650805,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q95,GFAP,0.30365495595828695,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q95,Iba1,0.18764807127670347,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q95,NeuN,-0.23952617191454897,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q99,AT8,0.2423610408018629,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q99,6e10/A_beta,0.2921534879011846,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q99,GFAP,0.30511288852890556,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q99,Iba1,0.10513313759238636,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,q99,NeuN,-0.33789612230434346,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,top_5pct_mean,AT8,0.2736458438797206,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,top_5pct_mean,6e10/A_beta,0.31450845398400323,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,top_5pct_mean,GFAP,0.3288042928014579,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,top_5pct_mean,Iba1,0.13643818973372482,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,top_5pct_mean,NeuN,-0.3083527386858358,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,fraction_high_global_q95,AT8,0.247444808370126,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,fraction_high_global_q95,6e10/A_beta,0.27467993662363005,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,fraction_high_global_q95,GFAP,0.29011992568927825,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,fraction_high_global_q95,Iba1,0.13554791712190045,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,fraction_high_global_q95,NeuN,-0.26783571851977556,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,variance,AT8,0.27953832135263745,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,variance,6e10/A_beta,0.2711147109446188,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,variance,GFAP,0.4466335931963147,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,variance,Iba1,0.22039080692517973,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_capped,1.0,variance,NeuN,-0.4573250987141845,84,64,0.32602632723711084
MTG,complement_phagocytosis,hub_removed,0.0,mean,AT8,0.2228814417333198,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,mean,6e10/A_beta,0.2842361040801863,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,mean,GFAP,0.2876581958084439,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,mean,Iba1,0.17766528298066217,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,mean,NeuN,0.009112078566366305,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q95,AT8,0.18041915561405286,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q95,6e10/A_beta,0.29638554216867474,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q95,GFAP,0.3563025210084033,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q95,Iba1,0.13680267287637948,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q95,NeuN,-0.09600080996253924,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q99,AT8,0.13797711855826666,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q99,6e10/A_beta,0.27718942998886303,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q99,GFAP,0.27087172218284905,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q99,Iba1,0.11171408322365091,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,q99,NeuN,-0.12046167864736257,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,top_5pct_mean,AT8,0.19724612736660932,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,top_5pct_mean,6e10/A_beta,0.30887921433633697,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,top_5pct_mean,GFAP,0.327062873342108,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,top_5pct_mean,Iba1,0.12530120481927712,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,top_5pct_mean,NeuN,-0.13040396881644223,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,fraction_high_global_q95,AT8,0.20164119490586863,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,fraction_high_global_q95,6e10/A_beta,0.29294468434456733,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,fraction_high_global_q95,GFAP,0.34351697639893636,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,fraction_high_global_q95,Iba1,0.1340899771707835,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,fraction_high_global_q95,NeuN,-0.1068750980832672,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,variance,AT8,0.2038675711248355,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,variance,6e10/A_beta,0.2599979750936519,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,variance,GFAP,0.4346461476156727,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,variance,Iba1,0.13878708109749924,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.0,variance,NeuN,-0.19252809557557962,84,5,1.0
MTG,complement_phagocytosis,hub_removed,0.05,mean,AT8,0.21911511592588845,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,mean,6e10/A_beta,0.28117849549458335,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,mean,GFAP,0.2838108737470892,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,mean,Iba1,0.17774627923458539,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,mean,NeuN,0.005305254631973272,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q95,AT8,0.17807026425027844,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q95,6e10/A_beta,0.2919104991394148,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q95,GFAP,0.35298167459754987,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q95,Iba1,0.13852384327224868,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q95,NeuN,-0.10167054773716715,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q99,AT8,0.14472005669737775,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q99,6e10/A_beta,0.28156322770071884,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q99,GFAP,0.27619722587830314,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q99,Iba1,0.11410347271438698,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,q99,NeuN,-0.12979649691201783,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,top_5pct_mean,AT8,0.19704363673180117,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,top_5pct_mean,6e10/A_beta,0.3134555026830009,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,top_5pct_mean,GFAP,0.3265768958185684,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,top_5pct_mean,Iba1,0.13078870102257772,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,top_5pct_mean,NeuN,-0.13534474030576085,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,fraction_high_global_q95,AT8,0.19647765757899613,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,fraction_high_global_q95,6e10/A_beta,0.2887531069851061,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,fraction_high_global_q95,GFAP,0.34092508315250625,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,fraction_high_global_q95,Iba1,0.1279544798764997,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,fraction_high_global_q95,NeuN,-0.10705734057715682,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,variance,AT8,0.20807937632884482,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,variance,6e10/A_beta,0.2613141642199049,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,variance,GFAP,0.43825048091525765,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,variance,Iba1,0.14534777766528298,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.05,variance,NeuN,-0.19912929027032503,84,53,0.967621791689295
MTG,complement_phagocytosis,hub_removed,0.1,mean,AT8,0.21711045864128783,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,mean,6e10/A_beta,0.2806317707806014,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,mean,GFAP,0.27844487192467354,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,mean,Iba1,0.17738179609193075,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,mean,NeuN,0.003219601093449428,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q95,AT8,0.175174648172522,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q95,6e10/A_beta,0.2909790422192974,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q95,GFAP,0.3597853599271034,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q95,Iba1,0.13880733016098004,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q95,NeuN,-0.10017211703958692,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q99,AT8,0.1472511896324795,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q99,6e10/A_beta,0.27953832135263745,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q99,GFAP,0.27322061354662347,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q99,Iba1,0.1173433228713172,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,q99,NeuN,-0.1343930343221626,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,top_5pct_mean,AT8,0.19862306368330465,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,top_5pct_mean,6e10/A_beta,0.31001316189126255,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,top_5pct_mean,GFAP,0.3286018021666498,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,top_5pct_mean,Iba1,0.1291890250075934,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,top_5pct_mean,NeuN,-0.13797711855826666,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,fraction_high_global_q95,AT8,0.19473622930405088,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,fraction_high_global_q95,6e10/A_beta,0.2918714785472174,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,fraction_high_global_q95,GFAP,0.3555449809956512,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,fraction_high_global_q95,Iba1,0.12846070902619305,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,fraction_high_global_q95,NeuN,-0.11620996360361319,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,variance,AT8,0.21919611217981166,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,variance,6e10/A_beta,0.26712564543889844,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,variance,GFAP,0.443332995848942,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,variance,Iba1,0.1480814012351929,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.1,variance,NeuN,-0.20797813101144075,84,53,0.9352435833785889
MTG,complement_phagocytosis,hub_removed,0.25,mean,AT8,0.21514629948364888,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,mean,6e10/A_beta,0.2629543383618508,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,mean,GFAP,0.264999493773413,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,mean,Iba1,0.1764705882352941,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,mean,NeuN,0.0005872228409436064,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q95,AT8,0.19412777159056394,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q95,6e10/A_beta,0.3031689784347474,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q95,GFAP,0.3706186088893389,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q95,Iba1,0.14484155107826266,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q95,NeuN,-0.1261314164219905,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q99,AT8,0.15261719145489525,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q99,6e10/A_beta,0.2794978232256758,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q99,GFAP,0.2834666396679154,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q99,Iba1,0.1401437683507138,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,q99,NeuN,-0.13597246127366608,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,top_5pct_mean,AT8,0.21059026020046576,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,top_5pct_mean,6e10/A_beta,0.31037764503391724,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,top_5pct_mean,GFAP,0.3402652627315987,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,top_5pct_mean,Iba1,0.1355269818770882,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,top_5pct_mean,NeuN,-0.1650298673686342,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,fraction_high_global_q95,AT8,0.22743863237424347,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,fraction_high_global_q95,6e10/A_beta,0.31185740537711215,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,fraction_high_global_q95,GFAP,0.3619032191158001,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,fraction_high_global_q95,Iba1,0.12155574342437532,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,fraction_high_global_q95,NeuN,-0.1466242109171917,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,variance,AT8,0.22239546420978032,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,variance,6e10/A_beta,0.27425331578414497,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,variance,GFAP,0.45216158752657687,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,variance,Iba1,0.1667712868279842,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.25,variance,NeuN,-0.237238027741217,84,53,0.8381089584464732
MTG,complement_phagocytosis,hub_removed,0.5,mean,AT8,0.21034727143869594,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,mean,6e10/A_beta,0.24325199959501875,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,mean,GFAP,0.24130808950086058,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,mean,Iba1,0.17112483547635923,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,mean,NeuN,-0.0060544699807633905,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,q95,AT8,0.21636124329249773,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,q95,6e10/A_beta,0.30920319935203,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,q95,GFAP,0.3727042624278627,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,q95,Iba1,0.1722587830312848,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,q95,NeuN,-0.15857041611825454,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,q99,AT8,0.20295636326819885,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,q99,6e10/A_beta,0.3258276804697783,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,q99,GFAP,0.3291687759441126,84,53,0.6762179168929464
MTG,complement_phagocytosis,hub_removed,0.5,q99,Iba1,0.17369646653842258,84,53,0.6762179168929464
