target,n_donors,cosine_knn_spearman
percent AT8 positive area_Grey matter,84,0.043717728055077454
percent NeuN positive area_Grey matter,84,0.2914650197428369
percent 6e10 positive area_Grey matter,84,0.0507239040194391
percent GFAP positive area_Grey matter,84,0.1407512402551382
percent Iba1 positive area_Grey matter,84,0.07192467348385137
