dataset,donor_id,state_label,n_cells_state,state_fraction_within_donor,disease_program_mean,disease_program_q95,disease_program_fraction_high_global_q95
DLPFC,H20.33.035,Micro-PVM_1_1-SEAAD,8,0.011204481792717087,0.041103163220451176,0.9344496879030733,0.0
DLPFC,H20.33.035,Micro-PVM_2,678,0.9495798319327731,0.05862690374441476,0.9142218082217833,0.01032448377581121
DLPFC,H20.33.035,Micro-PVM_3-SEAAD,9,0.012605042016806723,-0.19271176737369528,0.3475828489685572,0.0
DLPFC,H20.33.036,Micro-PVM_1_1-SEAAD,14,0.023064250411861616,0.18432992042110138,1.3340968463286798,0.07142857142857142
DLPFC,H20.33.036,Micro-PVM_2,579,0.9538714991762768,0.3899002199291638,1.6455440848801342,0.11398963730569948
DLPFC,H20.33.036,Micro-PVM_2_2-SEAAD,6,0.009884678747940691,-0.32604548785154447,-0.11382369639529344,0.0
DLPFC,H20.33.036,Micro-PVM_3-SEAAD,7,0.011532125205930808,0.9281316683530995,1.952590031471019,0.42857142857142855
DLPFC,H20.33.037,Micro-PVM_1,24,0.04554079696394687,-0.15565439691414648,0.7621120694039918,0.0
DLPFC,H20.33.037,Micro-PVM_2,466,0.8842504743833017,-0.24872810820772612,1.32782900154437,0.05150214592274678
DLPFC,H20.33.037,Micro-PVM_2_1-SEAAD,5,0.009487666034155597,-0.5562136110735378,0.22899381735666208,0.0
DLPFC,H20.33.037,Micro-PVM_2_2-SEAAD,8,0.015180265654648957,-0.3812760457729039,-0.017733204914529267,0.0
DLPFC,H20.33.037,Micro-PVM_3-SEAAD,23,0.04364326375711575,-0.03723524958621931,0.9879838504891291,0.043478260869565216
DLPFC,H20.33.038,Micro-PVM_1,15,0.023809523809523808,-0.02059306969675607,0.7221667515354331,0.0
DLPFC,H20.33.038,Micro-PVM_2,537,0.8523809523809524,0.009325382012293536,1.077169726512426,0.0223463687150838
DLPFC,H20.33.038,Micro-PVM_2_2-SEAAD,19,0.03015873015873016,-0.6198811898637732,0.08767076396841264,0.0
DLPFC,H20.33.038,Micro-PVM_3-SEAAD,57,0.09047619047619047,0.3875161498153173,2.149883377232654,0.12280701754385964
DLPFC,H20.33.039,Micro-PVM_1,12,0.022770398481973434,-0.09755343999882908,0.9101986846679395,0.08333333333333333
DLPFC,H20.33.039,Micro-PVM_2,475,0.9013282732447818,-0.007393856775751989,0.957066017389164,0.014736842105263158
DLPFC,H20.33.039,Micro-PVM_2_2-SEAAD,9,0.017077798861480076,-0.704217406389866,0.006385985097667662,0.0
DLPFC,H20.33.039,Micro-PVM_3-SEAAD,26,0.04933586337760911,0.03557280769242602,0.8355742647724763,0.038461538461538464
DLPFC,H20.33.040,Micro-PVM_1,13,0.021172638436482084,-0.03012233699489506,0.8586648504629836,0.0
DLPFC,H20.33.040,Micro-PVM_2,558,0.9087947882736156,0.44909882851421706,1.7423326562210508,0.12544802867383512
DLPFC,H20.33.040,Micro-PVM_2_2-SEAAD,7,0.011400651465798045,-0.9218250753992993,-0.43650561662427534,0.0
DLPFC,H20.33.040,Micro-PVM_3-SEAAD,33,0.05374592833876222,0.05311054678653022,2.7997301990423833,0.12121212121212122
DLPFC,H20.33.041,Micro-PVM_1,5,0.0117096018735363,0.3568135590695259,0.9347751702481654,0.0
DLPFC,H20.33.041,Micro-PVM_1_1-SEAAD,12,0.02810304449648712,0.11248552214059776,1.7954390525329924,0.16666666666666666
DLPFC,H20.33.041,Micro-PVM_2,387,0.9063231850117096,0.19210610538129427,1.3339260615150665,0.056847545219638244
DLPFC,H20.33.041,Micro-PVM_2_2-SEAAD,18,0.04215456674473068,-0.8146638770513541,-0.326890790541696,0.0
DLPFC,H20.33.041,Micro-PVM_3-SEAAD,5,0.0117096018735363,0.17434595270557843,0.8778239428332012,0.0
DLPFC,H20.33.044,Micro-PVM_1,14,0.03723404255319149,-0.4016130188078951,0.0011136217159125553,0.0
DLPFC,H20.33.044,Micro-PVM_2,347,0.9228723404255319,-0.13931727412804404,0.8549088795160116,0.011527377521613832
DLPFC,H20.33.044,Micro-PVM_2_2-SEAAD,5,0.013297872340425532,-0.9693912081520393,-0.5291328570952122,0.0
DLPFC,H20.33.044,Micro-PVM_3-SEAAD,6,0.015957446808510637,0.5870337357119663,1.8027591299208283,0.3333333333333333
DLPFC,H20.33.045,Micro-PVM_2,226,0.8625954198473282,-0.12033860584149934,1.2197443739766318,0.035398230088495575
DLPFC,H20.33.045,Micro-PVM_3-SEAAD,32,0.12213740458015267,0.19528672713431836,1.3982614576635535,0.0625
DLPFC,H20.33.046,Micro-PVM_2,224,0.9142857142857143,-0.527496985384084,0.3625398288507574,0.0
DLPFC,H20.33.046,Micro-PVM_3-SEAAD,17,0.06938775510204082,0.1363985421836142,1.1042432735681311,0.058823529411764705
DLPFC,H21.33.001,Micro-PVM_2,297,0.9339622641509434,0.20676392045427958,1.1525277660997277,0.04040404040404041
DLPFC,H21.33.001,Micro-PVM_3-SEAAD,12,0.03773584905660377,0.22700665154422683,0.5225890782077861,0.0
DLPFC,H21.33.002,Micro-PVM_1,22,0.041353383458646614,-0.31607209020735044,0.388866982034081,0.0
DLPFC,H21.33.002,Micro-PVM_2,474,0.8909774436090225,0.15781194599485743,1.4980028039151707,0.07172995780590717
DLPFC,H21.33.002,Micro-PVM_2_1-SEAAD,19,0.03571428571428571,0.36656715933260736,1.3262012038051,0.10526315789473684
DLPFC,H21.33.002,Micro-PVM_3-SEAAD,10,0.018796992481203006,-0.132025953617994,0.7611242078335697,0.1
DLPFC,H21.33.003,Micro-PVM_1,13,0.01600985221674877,-0.35909031989172124,0.3318542497436531,0.0
DLPFC,H21.33.003,Micro-PVM_2,774,0.9532019704433498,-0.755434316965374,0.12190073814292708,0.0012919896640826874
DLPFC,H21.33.003,Micro-PVM_2_1-SEAAD,18,0.022167487684729065,-0.8414363149369447,-0.17639806681304165,0.0
DLPFC,H21.33.004,Micro-PVM_1,15,0.028142589118198873,-0.4243115749158359,0.0673181201678118,0.0
DLPFC,H21.33.004,Micro-PVM_2,508,0.9530956848030019,-0.08609507238779404,1.2071681080404792,0.03346456692913386
DLPFC,H21.33.004,Micro-PVM_2_2-SEAAD,5,0.009380863039399626,-0.8911949427040516,-0.5018642938151364,0.0
DLPFC,H21.33.005,Micro-PVM_1,10,0.0234192037470726,-0.3249708938358083,0.06078888604218839,0.0
DLPFC,H21.33.005,Micro-PVM_2,398,0.9320843091334895,-0.1935749167487157,0.8890327032423252,0.022613065326633167
DLPFC,H21.33.005,Micro-PVM_2_2-SEAAD,7,0.01639344262295082,-0.6281247728064382,0.0641334356097776,0.0
DLPFC,H21.33.005,Micro-PVM_3-SEAAD,7,0.01639344262295082,-0.041515645089036525,0.8535624072462134,0.0
DLPFC,H21.33.006,Micro-PVM_1,5,0.016233766233766232,-0.5409285818996324,0.07650865900764313,0.0
DLPFC,H21.33.006,Micro-PVM_2,285,0.9253246753246753,-0.15332927810845318,0.9615230476255198,0.031578947368421054
DLPFC,H21.33.006,Micro-PVM_3-SEAAD,11,0.03571428571428571,0.3651369666841544,1.4023233169424079,0.18181818181818182
DLPFC,H21.33.007,Micro-PVM_1,12,0.026785714285714284,-0.5456964826829557,-0.010301201894884295,0.0
DLPFC,H21.33.007,Micro-PVM_2,385,0.859375,-0.4002426970333071,0.5569543155452693,0.0025974025974025974
DLPFC,H21.33.007,Micro-PVM_2_1-SEAAD,7,0.015625,-0.41844281789583493,0.08247179980658889,0.0
DLPFC,H21.33.007,Micro-PVM_2_2-SEAAD,14,0.03125,-0.9181664913286302,-0.4673831796135812,0.0
DLPFC,H21.33.007,Micro-PVM_3-SEAAD,26,0.05803571428571429,-0.2755245675702342,1.4099311733462572,0.07692307692307693
DLPFC,H21.33.008,Micro-PVM_1,18,0.03409090909090909,0.24880859476846734,1.095788640494174,0.0
DLPFC,H21.33.008,Micro-PVM_2,442,0.8371212121212122,0.07627219060788432,1.2692701217936098,0.04751131221719457
DLPFC,H21.33.008,Micro-PVM_2_2-SEAAD,5,0.00946969696969697,-0.8942203713762739,-0.6733360229741462,0.0
DLPFC,H21.33.008,Micro-PVM_3-SEAAD,60,0.11363636363636363,0.5551115456125599,2.9651603895028833,0.21666666666666667
DLPFC,H21.33.011,Micro-PVM_1,8,0.019184652278177457,-0.22817096618589047,0.6259670024662278,0.0
DLPFC,H21.33.011,Micro-PVM_2,399,0.9568345323741008,-0.23645590818359688,0.5340101869799241,0.002506265664160401
DLPFC,H21.33.011,Micro-PVM_2_2-SEAAD,5,0.011990407673860911,-1.080481363993782,-0.7585199586262991,0.0
DLPFC,H21.33.012,Micro-PVM_1,9,0.010526315789473684,0.24995102434935448,1.4141753890705633,0.1111111111111111
DLPFC,H21.33.012,Micro-PVM_2,834,0.9754385964912281,0.3661791909319981,1.4577905995528075,0.07913669064748201
DLPFC,H21.33.012,Micro-PVM_2_2-SEAAD,8,0.00935672514619883,-0.7069928531058354,-0.2491818890954065,0.0
DLPFC,H21.33.013,Micro-PVM_1,7,0.012389380530973451,0.037251292882610296,0.2740726880981076,0.0
DLPFC,H21.33.013,Micro-PVM_2,523,0.9256637168141593,0.4434373442721835,1.6432272656919424,0.12619502868068833
DLPFC,H21.33.013,Micro-PVM_2_1-SEAAD,7,0.012389380530973451,-0.2595338633430717,0.4712803389221749,0.0
DLPFC,H21.33.013,Micro-PVM_3-SEAAD,23,0.04070796460176991,0.7773498946267783,2.0511318948450694,0.30434782608695654
DLPFC,H21.33.014,Micro-PVM_1,8,0.019753086419753086,-0.08409371578710745,0.6442478658066033,0.0
DLPFC,H21.33.014,Micro-PVM_1_1-SEAAD,7,0.01728395061728395,0.5066304403382411,1.474109717549988,0.14285714285714285
DLPFC,H21.33.014,Micro-PVM_2,354,0.8740740740740741,0.09615938146674084,0.9642720116282094,0.011299435028248588
DLPFC,H21.33.014,Micro-PVM_2_2-SEAAD,10,0.024691358024691357,-0.64090888232599,0.9737097621753246,0.1
DLPFC,H21.33.014,Micro-PVM_3-SEAAD,24,0.05925925925925926,0.3249446396960032,1.9750111721758041,0.08333333333333333
DLPFC,H21.33.015,Micro-PVM_1,14,0.01131770412287793,-0.2941055657566158,0.34050316723735446,0.0
DLPFC,H21.33.015,Micro-PVM_2,1200,0.9700889248181084,-0.1323049558982213,0.650938277342786,0.004166666666666667
DLPFC,H21.33.015,Micro-PVM_2_2-SEAAD,10,0.008084074373484237,-0.8732089668839261,-0.5523890302418534,0.0
DLPFC,H21.33.015,Micro-PVM_3-SEAAD,8,0.0064672594987873885,0.045955205849060266,0.5544250540027089,0.0
DLPFC,H21.33.016,Micro-PVM_2,231,0.9665271966527197,0.17823573503019738,1.221396793607993,0.047619047619047616
DLPFC,H21.33.017,Micro-PVM_2,571,0.9330065359477124,-0.15182871329542652,0.7236068941148364,0.0070052539404553416
DLPFC,H21.33.017,Micro-PVM_2_2-SEAAD,11,0.017973856209150325,-0.8613591822238486,-0.44931544483055613,0.0
DLPFC,H21.33.017,Micro-PVM_3-SEAAD,26,0.042483660130718956,0.1844822558211541,1.011615265870979,0.038461538461538464
DLPFC,H21.33.018,Micro-PVM_1,6,0.010948905109489052,-0.0009856485128558006,1.4317055358220236,0.16666666666666666
DLPFC,H21.33.018,Micro-PVM_2,527,0.9616788321167883,-0.07890435796509322,1.1561134232719985,0.028462998102466792
DLPFC,H21.33.018,Micro-PVM_2_2-SEAAD,7,0.012773722627737226,-0.7972183315544058,-0.12619156445497212,0.0
DLPFC,H21.33.018,Micro-PVM_3-SEAAD,6,0.010948905109489052,0.01241703859127613,0.7910664877922734,0.0
DLPFC,H21.33.019,Micro-PVM_1,6,0.0379746835443038,0.0785548779131313,0.9905643521722465,0.0
DLPFC,H21.33.019,Micro-PVM_2,133,0.8417721518987342,-0.06261337837299846,1.2183860473454557,0.045112781954887216
DLPFC,H21.33.019,Micro-PVM_2_2-SEAAD,15,0.0949367088607595,-0.8508466183297841,-0.4641579436858566,0.0
DLPFC,H21.33.020,Micro-PVM_1,5,0.017543859649122806,1.0100767657536411,2.173731735830615,0.2
DLPFC,H21.33.020,Micro-PVM_2,209,0.7333333333333333,0.4501976678786063,1.7406751488000463,0.1291866028708134
DLPFC,H21.33.020,Micro-PVM_2_2-SEAAD,17,0.05964912280701754,-0.6515783581645804,-0.10373639010993613,0.0
DLPFC,H21.33.020,Micro-PVM_3-SEAAD,50,0.17543859649122806,1.678425990673894,3.51558795336912,0.58
DLPFC,H21.33.021,Micro-PVM_1,5,0.01639344262295082,0.2869143858043905,0.7632795255633081,0.0
DLPFC,H21.33.021,Micro-PVM_2,287,0.940983606557377,0.11807072494874397,1.768917451534829,0.13240418118466898
DLPFC,H21.33.022,Micro-PVM_2,379,0.969309462915601,-0.19136671765227176,0.7391316774603071,0.002638522427440633
DLPFC,H21.33.022,Micro-PVM_2_2-SEAAD,7,0.017902813299232736,-0.7609184019393538,0.08759125215320344,0.0
DLPFC,H21.33.023,Micro-PVM_1,9,0.017964071856287425,-0.30418755298965316,0.46410719687990737,0.0
DLPFC,H21.33.023,Micro-PVM_1_1-SEAAD,6,0.011976047904191617,0.5625046510064573,1.3115927123811502,0.16666666666666666
DLPFC,H21.33.023,Micro-PVM_2,460,0.9181636726546906,0.08176408463968256,1.2529235812791353,0.034782608695652174
DLPFC,H21.33.023,Micro-PVM_2_1-SEAAD,16,0.031936127744510975,-0.08116469618267998,0.6432398058471539,0.0
DLPFC,H21.33.023,Micro-PVM_2_2-SEAAD,8,0.015968063872255488,-0.8233170653972003,-0.2595937838553376,0.0
DLPFC,H21.33.025,Micro-PVM_2,379,0.9475,-0.2998590375774031,1.0325329629613282,0.023746701846965697
DLPFC,H21.33.025,Micro-PVM_2_2-SEAAD,14,0.035,-0.6902032685006818,-0.12755332996237762,0.0
DLPFC,H21.33.026,Micro-PVM_1,8,0.026936026936026935,-0.3963271060320971,-0.03156433984665624,0.0
DLPFC,H21.33.026,Micro-PVM_2,281,0.9461279461279462,-0.07434736876597753,1.0747172292444227,0.021352313167259787
DLPFC,H21.33.026,Micro-PVM_3-SEAAD,5,0.016835016835016835,0.5227130496417345,0.8924900473471941,0.0
DLPFC,H21.33.027,Micro-PVM_1,6,0.011342155009451797,-0.10711000380488112,0.2731919024293174,0.0
DLPFC,H21.33.027,Micro-PVM_2,503,0.9508506616257089,0.17951175362476995,1.1454117263137757,0.02186878727634195
DLPFC,H21.33.027,Micro-PVM_2_2-SEAAD,10,0.01890359168241966,-0.8688832594771927,-0.41582712268076116,0.0
DLPFC,H21.33.027,Micro-PVM_3-SEAAD,8,0.015122873345935728,-0.22376193090450439,0.6764448069330333,0.0
DLPFC,H21.33.028,Micro-PVM_1,10,0.013422818791946308,-0.6245118714719615,-0.1475640420734406,0.0
DLPFC,H21.33.028,Micro-PVM_2,709,0.9516778523489933,-0.08967133007499085,0.7769311077414777,0.005641748942172073
